Equipment Description,Manufacturer,Model Number,Calibration ID,Accuracy,Last Calibrated,Calibration Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System Date,System Time,Elapsed Time (sec),Software Elapsed Time (sec),Voltage (V),RMS Current (Amps),Power (Watts),Watt Hours (Wh),Voltage Total Harmonic Distortion,Frequency (Hz),Apparent Power (VA),Power Factor,Current Crest Factor,Voltage Crest Factor,Integration Time (sec),Intellifaucet Valve (%),Intellifaucet Temperature (F),Proportioning Valve (%),Draw Count,Program Status,TC Tree Average,TC Down,RTD IN,RTD Out,RTD Ambient,Totalized Flow (Gallons),Flow Rate (GPM),Pressure - Port 1,Pressure - Port 2,Pressure - Port 3,Pressure - Port 4,Mass Flow Rate(lb/min),Density(lb/US Gal),Flow Meter Inlet Temperature(°F),Draw Weight(lbs),Total Weight Inventory(lbs),Total Gallons Inventory(US Gallon),Drive Gain (%),Raw Tube Frequency (Hz),Hot Flow Rate-Calculated(US GPM),Hot Gallons-Calculated(US Gallon),Hot Flow Rate-Laurel(US GPM),Hot Gallons-Laurel(US Gallon),T1,T2,T3,T4,T5,T6,UPPER ELEMENT,LOWER ELEMENT,COMPRESSOR,FAN,DLB,Viasala-Temperature Probe 1 (°F),Viasala-Humidity Probe 1 (%),Viasala-Temperature Probe 2 (°F),Viasala-Humidity Probe 2 (%)
02/19/2025,12:25:16.049,327.90,328.04,241.480000,23.140000,5588.000000,507.330000,0.000000,60.001000,5588.000000,1.000000,1.400908,1.401400,327.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.450001,76.851038,68.855306,69.620003,68.657960,13.062000,0.000000,-95.099998,-42.200001,-43.000000,0.000000,0.000000,8.330807,67.725548,107.408342,107.408342,13.061607,6.113083,152.116257,0.000000,12.897000,0.000000,0.000000,87.933334,85.566666,72.900002,72.900002,72.800003,72.599998,1,0,0,0,0,68.089,49.139,68.796,47.562
02/19/2025,12:25:19.050,330.90,331.04,241.580000,23.150000,5592.000000,511.990000,0.000000,59.997000,5592.000000,1.000000,1.399438,1.399785,330.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.488889,76.842162,68.859592,69.620003,68.652450,13.062000,0.000000,-95.500000,-42.200001,-42.900002,0.000000,0.000000,8.330914,67.709389,107.408342,107.408342,13.061607,6.113530,152.116257,0.000000,12.897000,0.000000,0.000000,88.099998,85.699997,72.900002,72.900002,72.800003,72.533333,1,0,0,0,0,68.089,49.139,68.796,47.562
02/19/2025,12:25:22.049,333.90,334.04,241.450000,23.137000,5586.000000,516.650000,0.000000,59.993000,5586.000000,1.000000,1.399836,1.400538,333.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.516666,76.833287,68.860409,69.620003,68.652450,13.062000,0.000000,-95.500000,-42.299999,-43.000000,0.000000,0.000000,8.330872,67.717072,107.408342,107.408342,13.061653,6.113551,152.116333,0.000000,12.897000,0.000000,0.000000,88.199997,85.699997,72.900002,72.933334,72.800003,72.566666,1,0,0,0,0,68.089,49.139,68.796,47.561
02/19/2025,12:25:25.049,336.90,337.04,241.560000,23.147000,5591.000000,521.310000,0.000000,59.991000,5591.000000,1.000000,1.400311,1.401184,336.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.522223,76.824263,68.862041,69.620003,68.653675,13.062000,0.000000,-95.199997,-42.299999,-42.900002,0.000000,0.000000,8.330905,67.710533,107.408342,107.408342,13.061653,6.113290,152.116318,0.000000,12.897000,0.000000,0.000000,88.233332,85.766668,72.900002,72.900002,72.800003,72.533333,1,0,0,0,0,68.089,49.139,68.796,47.561
02/19/2025,12:25:28.049,339.90,340.04,241.430000,23.135000,5586.000000,525.960000,0.000000,59.989000,5586.000000,1.000000,1.400778,1.401400,339.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.561112,76.815387,68.865714,69.620003,68.653063,13.062000,0.000000,-95.000000,-42.299999,-42.799999,0.000000,0.000000,8.330715,67.735931,107.408342,107.408342,13.061653,6.113384,152.116211,0.000000,12.897000,0.000000,0.000000,88.400002,85.866669,72.900002,72.900002,72.766668,72.533333,1,0,0,0,0,68.089,49.139,68.796,47.561
02/19/2025,12:25:31.051,342.90,343.04,241.720000,23.162000,5599.000000,530.620000,0.000000,59.984000,5599.000000,1.000000,1.400484,1.400753,342.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.661112,76.807991,68.869387,69.620003,68.651226,13.062000,0.000000,-95.400002,-42.500000,-42.700001,0.000000,0.000000,8.330494,67.765137,107.408342,107.408342,13.061653,6.113310,152.116196,0.000000,12.897000,0.000000,0.000000,88.699999,86.099998,72.900002,72.900002,72.800003,72.566666,1,0,0,0,0,68.089,49.138,68.796,47.560
02/19/2025,12:25:34.050,345.90,346.04,241.640000,23.154000,5595.000000,535.280000,0.000000,59.985000,5595.000000,1.000000,1.400449,1.400844,345.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.755557,76.802222,68.873876,69.620003,68.650002,13.062000,0.000000,-94.900002,-42.599998,-42.599998,0.000000,0.000000,8.330363,67.780159,107.408342,107.408342,13.061653,6.113393,152.116211,0.000000,12.897000,0.000000,0.000000,88.866669,86.466667,72.900002,72.933334,72.800003,72.566666,1,0,0,0,0,68.089,49.138,68.796,47.560
02/19/2025,12:25:37.051,348.90,349.04,241.660000,23.156000,5596.000000,539.940000,0.000000,59.985000,5596.000000,1.000000,1.400242,1.400604,348.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.800001,76.797784,68.878774,69.620003,68.650002,13.062000,0.000000,-94.599998,-42.799999,-42.400002,0.000000,0.000000,8.330372,67.778816,107.408342,107.408342,13.061653,6.113562,152.116211,0.000000,12.897000,0.000000,0.000000,88.933334,86.699999,72.900002,72.900002,72.800003,72.566666,1,0,0,0,0,68.089,49.138,68.796,47.560
02/19/2025,12:25:40.052,351.90,352.04,241.560000,23.147000,5591.000000,544.600000,0.000000,59.981000,5591.000000,1.000000,1.400397,1.400936,351.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.833334,76.793790,68.883264,69.620003,68.650002,13.062000,0.000000,-94.000000,-42.900002,-42.299999,0.000000,0.000000,8.330564,67.756844,107.408342,107.408342,13.061653,6.113455,152.116180,0.000000,12.897000,0.000000,0.000000,88.966667,86.966667,72.900002,72.900002,72.766668,72.500000,1,0,0,0,0,68.089,49.138,68.796,47.559
02/19/2025,12:25:43.052,354.90,355.05,241.570000,23.147000,5592.000000,549.260000,0.000000,59.983000,5592.000000,1.000000,1.400959,1.401374,354.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.872223,76.789943,68.886529,69.620003,68.648777,13.062000,0.000000,-93.599998,-43.000000,-42.200001,0.000000,0.000000,8.330397,67.777000,107.408342,107.408342,13.061653,6.113389,152.116257,0.000000,12.897000,0.000000,0.000000,89.000000,87.099998,72.900002,72.900002,72.800003,72.533333,1,0,0,0,0,68.089,49.137,68.796,47.559
02/19/2025,12:25:46.051,357.90,358.04,241.570000,23.147000,5592.000000,553.920000,0.000000,59.985000,5592.000000,1.000000,1.401305,1.401623,357.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.938889,76.785949,68.891837,69.620003,68.646327,13.062000,0.000000,-93.800003,-43.099998,-42.200001,0.001000,0.000000,8.330532,67.760658,107.408342,107.408342,13.061653,6.113699,152.116211,0.000000,12.897000,0.000000,0.000000,89.133331,87.300001,72.900002,72.933334,72.800003,72.566666,1,0,0,0,0,68.089,49.137,68.796,47.559
02/19/2025,12:25:49.052,360.90,361.04,241.620000,23.152000,5594.000000,558.590000,0.000000,59.989000,5594.000000,1.000000,1.401218,1.401581,360.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,77.988890,76.780771,68.897144,69.620003,68.643061,13.062000,0.000000,-93.400002,-43.099998,-42.200001,0.000000,0.000000,8.330777,67.732643,107.408342,107.408342,13.061653,6.113403,152.116135,0.000000,12.897000,0.000000,0.000000,89.333336,87.400002,72.900002,72.900002,72.800003,72.599998,1,0,0,0,0,68.090,49.137,68.796,47.558
02/19/2025,12:25:52.053,363.90,364.05,241.550000,23.146000,5591.000000,563.250000,0.000000,59.989000,5591.000000,1.000000,1.401452,1.401739,363.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.005557,76.775445,68.903266,69.620003,68.641428,13.062000,0.000000,-93.400002,-43.099998,-42.200001,0.000000,0.000000,8.330690,67.742920,107.408342,107.408342,13.061653,6.113537,152.116104,0.000000,12.897000,0.000000,0.000000,89.400002,87.466667,72.900002,72.900002,72.800003,72.566666,1,0,0,0,0,68.090,49.137,68.796,47.558
02/19/2025,12:25:55.054,366.90,367.05,241.590000,23.150000,5593.000000,567.910000,0.000000,59.990000,5593.000000,1.000000,1.400173,1.400472,366.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.011112,76.769676,68.913061,69.620003,68.643878,13.062000,0.000000,-93.800003,-43.000000,-42.299999,0.001000,0.000000,8.330522,67.761292,107.408342,107.408342,13.061653,6.113569,152.116135,0.000000,12.897000,0.000000,0.000000,89.400002,87.500000,72.900002,72.900002,72.800003,72.566666,1,0,0,0,0,68.090,49.136,68.796,47.558
02/19/2025,12:25:58.053,369.90,370.05,241.570000,23.147000,5592.000000,572.570000,0.000000,59.989000,5592.000000,1.000000,1.400959,1.401126,369.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.061111,76.763019,68.924897,69.606669,68.645103,13.062000,0.000000,-93.800003,-43.099998,-42.299999,0.000000,0.000000,8.330635,67.748650,107.408342,107.408342,13.061653,6.113573,152.116104,0.000000,12.897000,0.000000,0.000000,89.633331,87.533333,72.900002,72.933334,72.800003,72.566666,1,0,0,0,0,68.090,49.136,68.796,47.557
02/19/2025,12:26:01.053,372.90,373.05,241.440000,23.135000,5586.000000,577.220000,0.000000,59.989000,5586.000000,1.000000,1.400692,1.401342,372.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.077778,76.755918,68.937958,69.626668,68.643061,13.062000,0.000000,-93.599998,-42.900002,-42.500000,0.000000,0.000000,8.330449,67.771660,107.408342,107.408342,13.061653,6.113438,152.116211,0.000000,12.897000,0.000000,0.000000,89.699997,87.599998,72.900002,72.900002,72.800003,72.566666,1,0,0,0,0,68.090,49.136,68.796,47.557
02/19/2025,12:26:04.053,375.90,376.05,241.410000,23.131000,5584.000000,581.880000,0.000000,59.987000,5584.000000,1.000000,1.400934,1.401019,375.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.100001,76.748077,68.951428,69.620003,68.637754,13.062000,0.000000,-93.699997,-42.799999,-42.599998,0.000000,0.000000,8.330370,67.782738,107.408342,107.408342,13.061653,6.113497,152.116226,0.000000,12.897000,0.000000,0.000000,89.833333,87.599998,72.900002,72.933334,72.800003,72.533333,1,0,0,0,0,68.090,49.136,68.796,47.557
02/19/2025,12:26:07.054,378.90,379.05,241.460000,23.136000,5586.000000,586.540000,0.000000,59.986000,5586.000000,1.000000,1.400804,1.401516,378.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.161111,76.741715,68.963266,69.626668,68.634080,13.062000,0.000000,-94.400002,-42.700001,-42.700001,0.000000,0.000000,8.330240,67.800468,107.408342,107.408342,13.061653,6.113194,152.116241,0.000000,12.897000,0.000000,0.000000,90.099998,87.666664,72.900002,72.933334,72.800003,72.566666,1,0,0,0,0,68.090,49.136,68.796,47.556
02/19/2025,12:26:10.053,381.90,382.05,241.530000,23.142000,5590.000000,591.190000,0.000000,59.979000,5590.000000,1.000000,1.400743,1.401358,381.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.172222,76.735650,68.970614,69.620003,68.633672,13.062000,0.000000,-94.599998,-42.599998,-42.900002,0.000000,0.000000,8.330154,67.809158,107.408342,107.408342,13.061653,6.113361,152.116165,0.000000,12.897000,0.000000,0.000000,90.199997,87.699997,72.900002,72.900002,72.800003,72.533333,1,0,0,0,0,68.090,49.135,68.796,47.556
02/19/2025,12:26:13.053,384.90,385.05,241.440000,23.134000,5585.000000,595.850000,0.000000,59.978000,5585.000000,1.000000,1.401055,1.401093,384.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.216668,76.730620,68.973063,69.613335,68.635713,13.062000,0.000000,-94.800003,-42.400002,-43.000000,0.000000,0.000000,8.330120,67.814842,107.408342,107.408342,13.061653,6.113356,152.116119,0.000000,12.897000,0.000000,0.000000,90.333333,87.766668,72.900002,72.933334,72.800003,72.566666,1,0,0,0,0,68.090,49.135,68.796,47.556
02/19/2025,12:26:16.054,387.90,388.05,241.550000,23.145000,5591.000000,600.500000,0.000000,59.978000,5591.000000,1.000000,1.401080,1.401615,387.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.244446,76.726922,68.977961,69.626668,68.636121,13.062000,0.000000,-95.099998,-42.200001,-43.000000,0.000000,0.000000,8.330321,67.787476,107.408342,107.408342,13.061653,6.113457,152.116089,0.000000,12.897000,0.000000,0.000000,90.400002,87.900002,72.900002,72.933334,72.800003,72.533333,1,0,0,0,0,68.090,49.135,68.796,47.556
02/19/2025,12:26:19.055,390.90,391.05,241.560000,23.146000,5591.000000,605.160000,0.000000,59.979000,5591.000000,1.000000,1.400674,1.400646,390.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.288890,76.723519,68.987757,69.620003,68.633263,13.062000,0.000000,-95.099998,-42.200001,-43.000000,0.000000,0.000000,8.330853,67.726021,107.408342,107.408342,13.061653,6.113934,152.116150,0.000000,12.897000,0.000000,0.000000,90.666667,87.966667,72.900002,72.900002,72.800003,72.500000,1,0,0,0,0,68.090,49.135,68.796,47.555
02/19/2025,12:26:22.056,393.90,394.05,241.630000,23.152000,5594.000000,609.820000,0.000000,59.983000,5594.000000,1.000000,1.400052,1.400654,393.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.338890,76.721300,69.000408,69.620003,68.630814,13.062000,0.000000,-95.699997,-42.200001,-42.900002,0.000000,0.000000,8.330788,67.732590,107.408342,107.408342,13.061653,6.113623,152.116150,0.000000,12.897000,0.000000,0.000000,90.833336,88.033333,72.900002,72.900002,72.800003,72.566666,1,0,0,0,0,68.090,49.135,68.796,47.555
02/19/2025,12:26:25.055,396.90,397.05,241.450000,23.135000,5586.000000,614.480000,0.000000,59.982000,5586.000000,1.000000,1.400605,1.401035,396.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.361112,76.719525,69.011019,69.620003,68.629997,13.062000,0.000000,-95.300003,-42.400002,-42.799999,0.000000,0.000000,8.330701,67.745293,107.408342,107.408342,13.061653,6.113779,152.116028,0.000000,12.897000,0.000000,0.000000,90.900002,88.199997,72.900002,72.866669,72.766668,72.533333,1,0,0,0,0,68.090,49.135,68.796,47.555
02/19/2025,12:26:28.057,399.90,400.05,241.580000,23.148000,5592.000000,619.140000,0.000000,59.986000,5592.000000,1.000000,1.400423,1.401068,399.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.416668,76.718637,69.021222,69.606669,68.629997,13.062000,0.000000,-94.900002,-42.500000,-42.700001,0.000000,0.000000,8.330593,67.758476,107.408342,107.408342,13.061653,6.113439,152.116104,0.000000,12.897000,0.000000,0.000000,91.033333,88.300001,72.900002,72.933334,72.800003,72.533333,1,0,0,0,0,68.090,49.134,68.796,47.554
02/19/2025,12:26:31.058,402.90,403.05,241.510000,23.141000,5589.000000,623.800000,0.000000,59.985000,5589.000000,1.000000,1.400588,1.400936,402.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.494445,76.717750,69.032244,69.620003,68.629997,13.062000,0.000000,-94.500000,-42.599998,-42.500000,0.001000,0.000000,8.330610,67.758018,107.408342,107.408342,13.061653,6.113425,152.116089,0.000000,12.897000,0.000000,0.000000,91.099998,88.666667,72.900002,72.933334,72.800003,72.566666,1,0,0,0,0,68.090,49.134,68.796,47.554
02/19/2025,12:26:34.059,405.90,406.05,241.470000,23.138000,5587.000000,628.460000,0.000000,59.985000,5587.000000,1.000000,1.400424,1.400919,405.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.533334,76.716122,69.043061,69.620003,68.628773,13.062000,0.000000,-94.699997,-42.799999,-42.400002,0.000000,0.000000,8.330191,67.811470,107.408342,107.408342,13.061653,6.113782,152.116058,0.000000,12.897000,0.000000,0.000000,91.133331,88.900002,72.900002,72.933334,72.800003,72.533333,1,0,0,0,0,68.090,49.134,68.796,47.554
02/19/2025,12:26:37.059,408.90,409.05,241.520000,23.142000,5589.000000,633.110000,0.000000,59.988000,5589.000000,1.000000,1.399447,1.399884,408.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.583334,76.715087,69.054286,69.620003,68.625916,13.062000,0.000000,-94.300003,-42.900002,-42.299999,0.000000,0.000000,8.330228,67.805733,107.408342,107.408342,13.061653,6.113636,152.116028,0.000000,12.897000,0.000000,0.000000,91.300001,89.066666,72.900002,72.900002,72.800003,72.533333,1,0,0,0,0,68.090,49.134,68.796,47.553
02/19/2025,12:26:40.059,411.90,412.05,241.500000,23.141000,5589.000000,637.770000,0.000000,59.989000,5589.000000,1.000000,1.400544,1.400621,411.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.666667,76.713015,69.066530,69.620003,68.621835,13.062000,0.000000,-93.900002,-43.000000,-42.200001,0.000000,0.000000,8.330372,67.788864,107.408342,107.408342,13.061653,6.113851,152.115997,0.000000,12.897000,0.000000,0.000000,91.666664,89.166664,72.900002,72.900002,72.800003,72.566666,1,0,0,0,0,68.091,49.134,68.796,47.553
02/19/2025,12:26:43.059,414.90,415.05,241.450000,23.135000,5586.000000,642.420000,0.000000,59.988000,5586.000000,1.000000,1.401167,1.401574,414.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.711112,76.710796,69.078978,69.620003,68.620611,13.062000,0.000000,-94.099998,-43.000000,-42.099998,0.000000,0.000000,8.330649,67.753151,107.408342,107.408342,13.061653,6.113470,152.116104,0.000000,12.897000,0.000000,0.000000,91.699997,89.333336,72.900002,72.966667,72.800003,72.566666,1,0,0,0,0,68.091,49.134,68.796,47.553
02/19/2025,12:26:46.059,417.90,418.05,241.520000,23.141000,5589.000000,647.080000,0.000000,59.991000,5589.000000,1.000000,1.401063,1.400878,417.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.750001,76.708577,69.089997,69.620003,68.622652,13.062000,0.000000,-93.900002,-43.099998,-42.099998,0.000000,0.000000,8.330579,67.764389,107.408342,107.408342,13.061653,6.113581,152.115921,0.000000,12.897000,0.000000,0.000000,91.833333,89.466667,72.900002,72.933334,72.800003,72.566666,1,0,0,0,0,68.091,49.134,68.796,47.553
02/19/2025,12:26:49.059,420.90,421.05,241.520000,23.141000,5589.000000,651.740000,0.000000,59.994000,5589.000000,1.000000,1.401236,1.401168,420.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.794445,76.706358,69.098570,69.606669,68.625100,13.062000,0.000000,-93.599998,-43.099998,-42.200001,0.000000,0.000000,8.330535,67.769447,107.408342,107.408342,13.061653,6.113775,152.116058,0.000000,12.897000,0.000000,0.000000,91.966667,89.599998,72.900002,72.933334,72.800003,72.566666,1,0,0,0,0,68.091,49.133,68.797,47.552
02/19/2025,12:26:52.059,423.90,424.05,241.490000,23.138000,5588.000000,656.390000,0.000000,59.996000,5588.000000,1.000000,1.401331,1.401342,423.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.816667,76.704583,69.106326,69.620003,68.624284,13.062000,0.000000,-93.400002,-43.099998,-42.200001,0.000000,0.000000,8.330737,67.745827,107.408342,107.408342,13.061653,6.113825,152.116119,0.000000,12.897000,0.000000,0.000000,91.966667,89.699997,72.900002,72.933334,72.800003,72.599998,1,0,0,0,0,68.091,49.133,68.797,47.552
02/19/2025,12:26:55.059,426.90,427.05,241.490000,23.141000,5588.000000,661.050000,0.000000,59.998000,5588.000000,1.000000,1.401409,1.401466,426.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.794445,76.702956,69.113673,69.620003,68.621019,13.062000,0.000000,-93.300003,-43.099998,-42.200001,0.000000,0.000000,8.330529,67.774078,107.408342,107.408342,13.061653,6.113518,152.115952,0.000000,12.897000,0.000000,0.000000,91.900002,89.800001,72.900002,72.900002,72.766668,72.500000,1,0,0,0,0,68.091,49.133,68.797,47.552
02/19/2025,12:26:58.060,429.90,430.05,241.470000,23.138000,5587.000000,665.700000,0.000000,60.000000,5587.000000,1.000000,1.401677,1.401955,429.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.883334,76.701772,69.122244,69.606669,68.619795,13.062000,0.000000,-93.800003,-43.099998,-42.200001,0.000000,0.000000,8.330546,67.772987,107.408342,107.408342,13.061653,6.113624,152.115891,0.000000,12.897000,0.000000,0.000000,92.000000,90.000000,72.900002,73.000000,72.800003,72.599998,1,0,0,0,0,68.091,49.133,68.797,47.552
02/19/2025,12:27:01.060,432.90,433.05,241.300000,23.122000,5579.000000,670.360000,0.000000,59.998000,5579.000000,1.000000,1.400701,1.400870,432.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.894445,76.700441,69.134081,69.620003,68.617754,13.062000,0.000000,-93.699997,-43.200001,-42.200001,0.000000,0.000000,8.330544,67.774872,107.408342,107.408342,13.061653,6.113618,152.115906,0.000000,12.897000,0.000000,0.000000,92.033333,90.166664,72.900002,72.900002,72.800003,72.566666,1,0,0,0,0,68.091,49.133,68.797,47.552
02/19/2025,12:27:04.061,435.90,436.05,241.430000,23.134000,5585.000000,675.010000,0.000000,59.995000,5585.000000,1.000000,1.401098,1.401690,435.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.922222,76.698518,69.151633,69.620003,68.615714,13.062000,0.000000,-93.400002,-43.099998,-42.299999,0.000000,0.000000,8.330385,67.795357,107.408342,107.408342,13.061653,6.113699,152.115936,0.000000,12.897000,0.000000,0.000000,92.166664,90.199997,72.900002,72.900002,72.800003,72.566666,1,0,0,0,0,68.091,49.133,68.797,47.551
02/19/2025,12:27:07.060,438.90,439.05,241.500000,23.140000,5588.000000,679.670000,0.000000,59.996000,5588.000000,1.000000,1.401210,1.401532,438.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.911111,76.696447,69.171634,69.620003,68.615306,13.062000,0.000000,-93.300003,-43.099998,-42.299999,0.000000,0.000000,8.330546,67.774651,107.408342,107.408342,13.061653,6.113600,152.115891,0.000000,12.897000,0.000000,0.000000,92.233332,90.199997,72.900002,72.866669,72.766668,72.500000,1,0,0,0,0,68.091,49.133,68.797,47.551
02/19/2025,12:27:10.061,441.90,442.05,241.320000,23.123000,5580.000000,684.320000,0.000000,59.994000,5580.000000,1.000000,1.401159,1.401790,441.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,78.972223,76.693784,69.186329,69.620003,68.614082,13.062000,0.000000,-93.900002,-43.099998,-42.299999,0.000000,0.000000,8.330502,67.778404,107.408342,107.408342,13.061653,6.113564,152.115921,0.000000,12.897000,0.000000,0.000000,92.433334,90.266668,72.900002,72.900002,72.766668,72.566666,1,0,0,0,0,68.091,49.133,68.797,47.551
02/19/2025,12:27:13.062,444.90,445.06,241.480000,23.138000,5587.000000,688.980000,0.000000,59.996000,5587.000000,1.000000,1.400683,1.400861,444.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,79.027779,76.690530,69.196124,69.620003,68.612449,13.062000,0.000000,-93.699997,-43.099998,-42.400002,0.000000,0.000000,8.330700,67.756096,107.408342,107.408342,13.061653,6.113653,152.115814,0.000000,12.897000,0.000000,0.000000,92.733335,90.300003,72.900002,72.933334,72.733332,72.566666,1,0,0,0,0,68.091,49.133,68.797,47.551
02/19/2025,12:27:16.062,447.90,448.06,241.440000,23.134000,5586.000000,693.630000,0.000000,59.995000,5586.000000,1.000000,1.400666,1.401093,447.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,79.122223,76.686979,69.203878,69.620003,68.610817,13.062000,0.000000,-93.500000,-43.000000,-42.400002,0.000000,0.000000,8.330957,67.726257,107.408342,107.408342,13.061653,6.113630,152.115753,0.000000,12.897000,0.000000,0.000000,92.966667,90.466667,72.900002,73.000000,72.800003,72.599998,1,0,0,0,0,68.091,49.132,68.792,47.557
02/19/2025,12:27:19.063,450.90,451.06,241.530000,23.144000,5590.000000,698.290000,0.000000,59.994000,5590.000000,1.000000,1.400968,1.401110,450.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,79.127779,76.682837,69.211224,69.620003,68.610001,13.062000,0.000000,-93.400002,-43.000000,-42.500000,0.000000,0.000000,8.331043,67.719063,107.408342,107.408342,13.061653,6.113933,152.115768,0.000000,12.897000,0.000000,0.000000,92.933334,90.666667,72.900002,72.933334,72.800003,72.533333,1,0,0,0,0,68.091,49.132,68.787,47.562
02/19/2025,12:27:22.064,453.90,454.06,241.400000,23.132000,5584.000000,702.950000,0.000000,59.996000,5584.000000,1.000000,1.400354,1.401077,453.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,79.227778,76.678400,69.219797,69.620003,68.610001,13.062000,0.000000,-94.000000,-42.900002,-42.500000,0.000000,0.000000,8.330749,67.761070,107.408342,107.408342,13.061653,6.113230,152.115677,0.000000,12.897000,0.000000,0.000000,93.099998,91.000000,72.900002,72.966667,72.800003,72.599998,1,0,0,0,0,68.091,49.132,68.782,47.568
02/19/2025,12:27:25.065,456.90,457.06,241.350000,23.128000,5582.000000,707.600000,0.000000,59.996000,5582.000000,1.000000,1.399689,1.400083,456.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,79.283334,76.673666,69.232654,69.620003,68.610001,13.062000,0.000000,-94.000000,-42.900002,-42.599998,0.000000,0.000000,8.330826,67.751060,107.408342,107.408342,13.061653,6.113552,152.115555,0.000000,12.897000,0.000000,0.000000,93.266668,91.199999,72.900002,72.966667,72.800003,72.566666,1,0,0,0,0,68.091,49.132,68.777,47.574
02/19/2025,12:27:28.066,459.90,460.06,241.230000,23.117000,5577.000000,712.250000,0.000000,59.996000,5577.000000,1.000000,1.400268,1.400531,459.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,79.361112,76.669080,69.249593,69.620003,68.610001,13.062000,0.000000,-94.400002,-42.799999,-42.599998,0.000000,0.000000,8.331076,67.726891,107.408342,107.408342,13.061653,6.113995,152.115616,0.000000,12.897000,0.000000,0.000000,93.433334,91.500000,72.900002,72.966667,72.800003,72.566666,1,0,0,0,0,68.091,49.132,68.773,47.579
02/19/2025,12:27:31.066,462.90,463.06,241.320000,23.126000,5581.000000,716.890000,0.000000,60.000000,5581.000000,1.000000,1.400329,1.400754,462.000000,27.487500,0.000000,16.512500,0.000000,Heating Tanks.... ,79.383333,76.665530,69.268775,69.620003,68.609184,13.062000,0.000000,-93.900002,-42.799999,-42.700001,0.000000,0.000000,8.330959,67.743385,107.408342,107.408342,13.061653,6.113840,152.115479,0.000000,12.897000,0.000000,0.000000,93.466667,91.666664,72.900002,72.933334,72.766668,72.566666,1,0,0,0,0,68.091,49.132,68.773,47.579
