9/27/2024,49:47.2,2956,2956.05,241.5,2.0833,270.7,212.57,0,60,503.1,0.538,4.179523,1.432464,2955,22.2,0,0,0,Heating Tanks.... ,115.166667,71.778848,80.901634,72.959999,67.527958,0,0,0.123,0.038,0.02,0,0,8.333554,64.125618,0,0,0,6.805677,151.829956,0,0,0,0,120.933334,115.233332,115,114.833336,114,111,123,123,119.3,118.4,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.7,67.8,163,95,1048,80,2202,2200,249,35,25,67.741,50.178,67.862,49.913,67.1,68.18,52,51.7,10,14.7,Steady State
9/27/2024,49:50.2,2959,2959.05,241.5,2.0895,271.8,212.8,0,60,504.6,0.5385,4.136636,1.435776,2958,22.2,0,0,0,Heating Tanks.... ,115.194444,71.779292,80.90041,72.959999,67.527958,0,0,0.126,0.037,0.02,0,0,8.333619,64.119957,0,0,0,6.805608,151.829956,0,0,0,0,121,115.233332,115,114.900002,114.033333,111,123,123,119.3,118.4,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.7,67.8,163,95,1051,80,2199,2200,249,35,25,67.739,50.034,67.862,49.721,67.1,66.38,52,51.7,10,16.8,Steady State
9/27/2024,49:53.2,2962,2962.05,241.49,2.0774,269.8,213.02,0,60,501.7,0.5378,4.149514,1.438445,2961,22.2,0,0,0,Heating Tanks.... ,115.183334,71.779883,80.900002,72.959999,67.527958,0,0,0.127,0.034,0.022,0,0,8.333652,64.114853,0,0,0,6.805937,151.82991,0,0,0,0,120.966667,115.233332,115.033333,114.866669,114,111,123,123,119.3,118.4,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.7,67.8,163,95,1051,80,2197,2200,245,35,24,67.738,49.865,67.862,49.591,67.1,66.02,52,51.7,10,15.7,Steady State
9/27/2024,49:56.2,2965,2965.05,241.49,2.0768,269.3,213.25,0,60,501.5,0.5371,4.20782,1.43948,2964,22.2,0,0,0,Heating Tanks.... ,115.194444,71.780179,80.901226,72.959999,67.52612,0,0,0.128,0.031,0.025,0,0,8.333091,64.181923,0,0,0,6.805824,151.829956,0,0,0,0,120.966667,115.233332,115.066666,114.866669,114.066666,110.966667,123,123,119.3,118.4,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.7,67.8,163,95,1051,80,2198,2200,248,35,25,67.739,49.774,67.861,49.448,67.1,66.02,52,51.7,10,17.1,Steady State
9/27/2024,49:59.2,2968,2968.05,241.49,2.0838,270.6,213.48,0,60,503.2,0.5377,4.112391,1.438693,2967,22.2,0,0,0,Heating Tanks.... ,115.233334,71.781067,80.904082,72.959999,67.52857,0,0,0.133,0.027,0.026,0.001,0,8.333402,64.145851,0,0,0,6.805836,151.829895,0,0,0,0,121,115.300003,115.099998,114.900002,114.099998,111,123,123,119.3,118.4,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.7,67.8,163,95,1051,80,2200,2200,247,35,24,67.739,49.656,67.861,49.347,67.1,67.1,52,51.6,10,13.7,Steady State
9/27/2024,50:02.2,2971,2971.05,241.5,2.081,270.6,213.7,0,60,502.6,0.5384,4.13013,1.43735,2970,22.2,0,0,0,Heating Tanks.... ,115.227778,71.782398,80.907755,72.959999,67.537756,0,0,0.136,0.022,0.036,0,0,8.333507,64.129044,0,0,0,6.806107,151.82991,0,0,0,0,121,115.266668,115.099998,114.900002,114.099998,111,123,123,119.3,118.4,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.7,67.8,163,95,1051,80,2200,2200,246,35,25,67.738,49.611,67.861,49.268,67.1,68.18,52,51.6,10,15.3,Steady State
9/27/2024,50:05.2,2974,2974.05,241.5,2.083,270.6,213.93,0,60,503,0.5378,4.163466,1.434534,2973,22.2,0,0,0,Heating Tanks.... ,115.238889,71.783286,80.908572,72.953334,67.543879,0,0,0.137,0.02,0.037,0,0,8.333483,64.13578,0,0,0,6.80593,151.829926,0,0,0,0,121,115.300003,115.099998,114.900002,114.099998,111.033333,123,123,119.3,118.4,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.8,67.8,163,95,1047,80,2198,2200,246,35,24,67.739,49.617,67.862,49.199,67.1,67.46,52,51.6,10,15.7,Steady State
9/27/2024,50:08.2,2977,2977.05,241.5,2.0729,269.2,214.15,0,60.003,500.6,0.5378,4.182016,1.428903,2976,22.2,0,0,0,Heating Tanks.... ,115.227778,71.784765,80.907347,72.959999,67.543267,0,0,0.135,0.021,0.039,0,0,8.333545,64.126945,0,0,0,6.805914,151.829926,0,0,0,0,121,115.300003,115.099998,114.900002,114.066666,111,123,123,119.3,118.4,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.8,67.8,163,95,1047,80,2199,2200,245,35,25,67.738,49.641,67.861,49.212,67.1,66.2,52,51.6,10,11.6,Steady State
9/27/2024,50:11.2,2980,2980.05,241.5,2.0881,270.9,214.38,0,60,504.3,0.5373,4.203678,1.427081,2979,22.2,0,0,0,Heating Tanks.... ,115.222222,71.785653,80.906123,72.959999,67.539593,0,0,0.133,0.021,0.04,0,0,8.333665,64.113647,0,0,0,6.805878,151.829926,0,0,0,0,120.966667,115.266668,115.099998,114.900002,114.066666,111.033333,123,123,119.3,118.4,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.8,67.8,163,95,1047,80,2199,2200,246,35,24,67.738,49.656,67.862,49.267,67.1,66.2,52,51.5,10,15.1,Steady State
9/27/2024,50:14.2,2983,2983.05,241.48,2.087,271.3,214.6,0,59.999,504,0.5383,4.13862,1.423348,2982,22.2,0,0,0,Heating Tanks.... ,115.233333,71.786393,80.904899,72.959999,67.540205,0,0,0.135,0.024,0.04,0,0,8.333626,64.119225,0,0,0,6.805602,151.82988,0,0,0,0,120.966667,115.266668,115.099998,114.933334,114.099998,111.033333,123,123,119.3,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.8,67.8,163,95,1047,80,2200,2200,245,35,25,67.741,49.618,67.862,49.267,67.1,66.38,52,51.4,10,12.8,Steady State
9/27/2024,50:17.2,2986,2986.05,241.49,2.0794,270.4,214.83,0,60.001,502.2,0.5385,4.116091,1.41687,2985,22.2,0,0,0,Heating Tanks.... ,115.233334,71.786245,80.904082,72.959999,67.545716,0,0,0.131,0.028,0.034,0,0,8.333257,64.165474,0,0,0,6.805731,151.82988,0,0,0,0,120.966667,115.300003,115.099998,114.900002,114.066666,111.066666,123,123,119.3,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.8,67.8,163,95,1047,80,2198,2200,246,35,25,67.744,49.551,67.862,49.228,67.1,68.18,52,51.4,10,16.6,Steady State
9/27/2024,50:20.2,2989,2989.05,241.49,2.0746,269.5,215.05,0,60.003,501,0.538,4.133857,1.421757,2988,22.2,0,0,0,Heating Tanks.... ,115.227778,71.786541,80.903674,72.953334,67.548166,0,0,0.124,0.032,0.03,0,0,8.333374,64.150383,0,0,0,6.805815,151.829895,0,0,0,0,120.933334,115.300003,115.099998,114.900002,114.099998,111.033333,123,123,119.3,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.8,67.8,163,95,1054,80,2200,2200,250,35,24,67.744,49.551,67.862,49.232,67.1,68,52,51.3,10,16.4,Steady State
9/27/2024,50:23.2,2992,2992.05,241.49,2.0877,271.2,215.28,0,60.003,504.2,0.5379,4.168511,1.425856,2991,22.2,0,0,0,Heating Tanks.... ,115.25,71.786837,80.903674,72.959999,67.545104,0,0,0.122,0.036,0.026,0,0,8.333214,64.171288,0,0,0,6.805893,151.829834,0,0,0,0,120.933334,115.300003,115.099998,114.966667,114.099998,111.099998,123,123,119.3,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,125.8,67.8,163,95,1054,80,2200,2200,247,35,25,67.745,49.617,67.863,49.287,67.1,68,52,51.4,10,16.3,Steady State
9/27/2024,50:26.2,2995,2995.05,241.5,2.0871,271.1,215.5,0,60.003,504,0.5378,4.120263,1.427578,2994,22.2,0,0,0,Heating Tanks.... ,115.255555,71.786541,80.901634,72.959999,67.542655,0,0,0.12,0.039,0.024,0,0,8.333312,64.159065,0,0,0,6.805892,151.829926,0,0,0,0,120.966667,115.300003,115.099998,114.966667,114.099998,111.099998,123,123,119.3,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.8,125.8,67.8,163,95,1054,80,2201,2200,248,35,25,67.747,49.687,67.863,49.36,67.1,68.36,52,51.3,10,11.4,Steady State
9/27/2024,50:29.2,2998,2998.05,241.5,2.0787,270.1,215.73,0,60,502,0.538,4.178333,1.433251,2997,22.2,0,0,0,Heating Tanks.... ,115.255555,71.785653,80.90041,72.959999,67.545104,0,0,0.119,0.039,0.021,0,0,8.333154,64.178467,0,0,0,6.80566,151.829849,0,0,0,0,120.933334,115.300003,115.099998,114.966667,114.099998,111.133331,123,123,119.3,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.8,125.8,67.8,163,95,1054,80,2201,2200,248,35,25,67.747,49.727,67.864,49.437,67.1,66.92,52,51.3,10,11.4,Steady State
9/27/2024,50:32.2,3001,3001.05,241.5,2.0828,270.7,215.95,0,60,503,0.5382,4.141252,1.436853,3000,22.2,0,0,0,Heating Tanks.... ,115.266666,71.784617,80.900002,72.959999,67.548778,0,0,0.119,0.039,0.02,0,0,8.333134,64.177223,0,0,0,6.805643,151.829834,0,0,0,0,120.933334,115.333336,115.099998,115,114.099998,111.133331,123,123,119.3,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.7,125.8,67.8,163,95,1054,80,2200,2200,249,35,25,67.749,49.78,67.864,49.504,67.1,66.02,52,51.3,10,11.9,Steady State
9/27/2024,50:35.2,3004,3004.05,241.49,2.0948,272.1,216.18,0,60.003,505.9,0.5378,4.176103,1.438942,3003,22.2,0,0,0,Heating Tanks.... ,115.261111,71.784174,80.900002,72.959999,67.550003,0,0,0.121,0.036,0.02,0,0,8.333297,64.159546,0,0,0,6.80574,151.829849,0,0,0,0,120.933334,115.333336,115.099998,115,114.099998,111.099998,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.6,125.8,67.8,162,95,1052,80,2199,2200,249,35,25,67.749,49.812,67.865,49.542,67.1,66.56,52,51.3,10,13.1,Steady State
9/27/2024,50:38.2,3007,3007.05,241.49,2.0928,271.7,216.41,0,60,505.4,0.5376,4.192231,1.440515,3006,22.2,0,0,0,Heating Tanks.... ,115.294444,71.783582,80.900002,72.959999,67.550003,0,0,0.125,0.033,0.024,0,0,8.332924,64.205322,0,0,0,6.805948,151.829895,0,0,0,0,120.966667,115.333336,115.166664,115,114.133331,111.166664,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.6,125.9,67.8,162,95,1052,80,2200,2200,251,35,25,67.75,49.851,67.865,49.592,67.1,66.56,52,51.3,10,11.5,Steady State
9/27/2024,50:41.2,3010,3010.05,241.49,2.0934,272,216.63,0,59.999,505.5,0.538,4.156396,1.438693,3009,22.2,0,0,0,Heating Tanks.... ,115.272222,71.782546,80.899185,72.959999,67.550003,0,0,0.127,0.031,0.026,0,0,8.3332,64.172058,0,0,0,6.805503,151.829803,0,0,0,0,120.933334,115.300003,115.133331,115,114.133331,111.133331,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.5,125.9,67.8,162,95,1052,80,2199,2200,250,35,25,67.75,49.874,67.865,49.648,67.1,68,52,51.3,10,16.9,Steady State
9/27/2024,50:44.2,3013,3013.05,241.5,2.0854,271.1,216.86,0,60.003,503.6,0.5384,4.19718,1.436853,3012,22.2,0,0,0,Heating Tanks.... ,115.322221,71.782546,80.89796,72.953334,67.550003,0,0,0.131,0.027,0.029,0,0,8.333158,64.176476,0,0,0,6.805881,151.829834,0,0,0,0,120.966667,115.366669,115.199997,115.033333,114.166664,111.199997,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1052,80,2201,2200,250,35,25,67.749,49.87,67.864,49.666,67.1,68,52,51.3,10,16.4,Steady State
9/27/2024,50:47.2,3016,3016.05,241.51,2.0792,270.3,217.09,0,60.002,502.1,0.5384,4.259282,1.434475,3015,22.2,0,0,0,Heating Tanks.... ,115.327777,71.78299,80.897144,72.959999,67.550003,0,0,0.138,0.023,0.034,-0.001,0,8.333749,64.107483,0,0,0,6.805963,151.829773,0,0,0,0,120.933334,115.366669,115.199997,115.099998,114.166664,111.199997,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1052,80,2199,2200,249,35,24,67.748,49.775,67.864,49.678,67.1,66.56,52,51.3,10,11.3,Steady State
9/27/2024,50:50.2,3019,3019.05,241.5,2.0849,270.8,217.31,0,60,503.5,0.5379,4.103746,1.429648,3018,22.2,0,0,0,Heating Tanks.... ,115.288888,71.783434,80.897144,72.959999,67.550003,0,0,0.14,0.022,0.039,0,0,8.333344,64.157608,0,0,0,6.806009,151.829834,0,0,0,0,120.900002,115.333336,115.166664,115.066666,114.133331,111.133331,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1051,80,2198,2200,249,35,25,67.747,49.658,67.864,49.672,67.1,66.74,52,51.4,10,15.6,Steady State
9/27/2024,50:53.2,3022,3022.05,241.5,2.089,271.4,217.54,0,60,504.5,0.5379,4.125945,1.427371,3021,22.2,0,0,0,Heating Tanks.... ,115.327777,71.78447,80.897144,72.953334,67.548778,0,0,0.14,0.021,0.039,0.001,0,8.333612,64.124443,0,0,0,6.805846,151.829819,0,0,0,0,120.933334,115.333336,115.166664,115.099998,114.199997,111.233332,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1051,80,2199,2200,248,35,24,67.747,49.574,67.864,49.605,67.1,66.02,52,51.4,10,12.1,Steady State
9/27/2024,50:56.2,3025,3025.05,241.48,2.0855,270.9,217.76,0,60,503.6,0.538,4.192999,1.423638,3024,22.2,0,0,0,Heating Tanks.... ,115.338888,71.785801,80.898369,72.953334,67.546941,0,0,0.14,0.021,0.04,0,0,8.333265,64.165894,0,0,0,6.805724,151.829849,0,0,0,0,120.933334,115.400002,115.199997,115.066666,114.199997,111.233332,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1051,80,2201,2200,247,35,24,67.747,49.512,67.864,49.47,67.1,67.28,52,51.5,10,14.5,Steady State
9/27/2024,50:59.2,3028,3028.05,241.49,2.0747,269.8,217.99,0,60,501,0.5386,4.117174,1.41716,3027,22.2,0,0,0,Heating Tanks.... ,115.338888,71.786541,80.899185,72.959999,67.545716,0,0,0.137,0.02,0.041,0,0,8.333631,64.123032,0,0,0,6.805713,151.829788,0,0,0,0,120.933334,115.366669,115.199997,115.099998,114.199997,111.233332,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1051,80,2200,2200,247,35,24,67.747,49.501,67.864,49.414,67.1,68.18,52,51.5,10,14,Steady State
9/27/2024,51:02.2,3031,3031.05,241.49,2.0879,271.4,218.21,0,60,504.2,0.5382,4.118971,1.422005,3030,22.2,0,0,0,Heating Tanks.... ,115.333332,71.786689,80.898369,72.953334,67.545716,0,0,0.136,0.02,0.039,0.001,0,8.333451,64.144409,0,0,0,6.805909,151.829788,0,0,0,0,120.933334,115.400002,115.199997,115.099998,114.133331,111.233332,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1051,80,2199,2200,246,35,25,67.747,49.501,67.864,49.403,67.1,66.02,52,51.6,10,9.3,Steady State
9/27/2024,51:05.2,3034,3034.05,241.49,2.0928,271.8,218.44,0,59.999,505.4,0.5378,4.164994,1.426105,3033,22.2,0,0,0,Heating Tanks.... ,115.327777,71.787132,80.897144,72.953334,67.545104,0,0,0.136,0.019,0.04,0,0,8.333656,64.120171,0,0,0,6.80609,151.829803,0,0,0,0,120.900002,115.366669,115.199997,115.099998,114.166664,111.233332,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1051,80,2199,2200,246,35,25,67.746,49.525,67.863,49.381,67.1,66.2,52,51.6,10,11.9,Steady State
9/27/2024,51:08.2,3037,3037.05,241.5,2.0897,271.5,218.67,0,60,504.7,0.538,4.119874,1.428613,3036,22.2,0,0,0,Heating Tanks.... ,115.355555,71.787724,80.898369,72.946668,67.545104,0,0,0.136,0.02,0.039,0.001,0,8.333735,64.111107,0,0,0,6.805809,151.829742,0,0,0,0,120.933334,115.433334,115.199997,115.099998,114.199997,111.266668,123,123,119.4,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1051,80,2199,2200,246,35,25,67.747,49.541,67.863,49.376,67.1,66.92,52,51.7,10,11.1,Steady State
9/27/2024,51:11.2,3040,3040.05,241.5,2.0762,269.7,218.89,0,60.002,501.4,0.5379,4.172093,1.432464,3039,22.2,0,0,0,Heating Tanks.... ,115.366666,71.787576,80.899593,72.959999,67.545104,0,0,0.136,0.02,0.039,0,0,8.33361,64.126709,0,0,0,6.806035,151.829819,0,0,0,0,120.933334,115.466667,115.199997,115.099998,114.233332,111.266668,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.4,125.9,67.8,161,95,1051,80,2201,2200,246,35,24,67.747,49.552,67.863,49.377,67.1,68.18,52,51.7,10,13.6,Steady State
9/27/2024,51:14.2,3043,3043.05,241.49,2.0834,270.8,219.12,0,60,503.1,0.5383,4.111452,1.436664,3042,22.2,0,0,0,Heating Tanks.... ,115.355555,71.787132,80.897552,72.946668,67.547554,0,0,0.134,0.021,0.039,0,0,8.333293,64.163773,0,0,0,6.805808,151.829712,0,0,0,0,120.933334,115.433334,115.266668,115.099998,114.199997,111.199997,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.9,61.5,125.9,67.8,161,95,1051,80,2202,2200,247,35,24,67.748,49.562,67.863,49.377,67.1,66.74,52,51.9,10,15.8,Steady State
9/27/2024,51:17.2,3046,3046.05,241.49,2.0939,272.2,219.34,0,60,505.6,0.5384,4.105163,1.437658,3045,22.2,0,0,0,Heating Tanks.... ,115.366667,71.786689,80.892245,72.959999,67.549391,0,0,0.14,0.022,0.034,0,0,8.333549,64.135231,0,0,0,6.805659,151.829788,0,0,0,0,120.900002,115.400002,115.233332,115.133331,114.266668,111.266668,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.5,125.9,67.8,161,95,1051,80,2198,2200,248,35,24,67.748,49.567,67.861,49.379,67.1,66.2,52,51.9,10,14.3,Steady State
9/27/2024,51:20.2,3049,3049.05,241.49,2.0966,272.3,219.57,0,60,506.3,0.5378,4.151149,1.438445,3048,22.2,0,0,0,Heating Tanks.... ,115.394446,71.785801,80.887754,72.959999,67.550003,0,0,0.137,0.026,0.032,0.001,0,8.333399,64.154228,0,0,0,6.805906,151.829742,0,0,0,0,120.933334,115.433334,115.266668,115.133331,114.300003,111.300003,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.5,125.9,67.8,161,95,1053,80,2197,2200,248,35,24,67.749,49.571,67.862,49.384,67.1,66.74,52,52,10,14.5,Steady State
9/27/2024,51:23.2,3052,3052.05,241.49,2.0981,272.7,219.8,0,60,506.7,0.5381,4.095229,1.438942,3051,22.2,0,0,0,Heating Tanks.... ,115.394445,71.785209,80.886938,72.953334,67.550003,0,0,0.133,0.029,0.029,0,0,8.333305,64.165115,0,0,0,6.805707,151.829758,0,0,0,0,120.933334,115.5,115.266668,115.133331,114.266668,111.266668,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.5,125.9,67.8,162,95,1053,80,2199,2200,249,35,24,67.749,49.571,67.861,49.397,67.1,67.82,52,52.1,10,14.1,Steady State
9/27/2024,51:26.2,3055,3055.05,241.51,2.0797,270.3,220.02,0,60.003,502.3,0.5382,4.114247,1.437539,3054,22.2,0,0,0,Heating Tanks.... ,115.383334,71.784913,80.886121,72.946668,67.550003,0,0,0.127,0.032,0.022,0,0,8.333995,64.080833,0,0,0,6.806107,151.829681,0,0,0,0,120.900002,115.433334,115.266668,115.166664,114.266668,111.266668,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.6,125.9,67.8,162,95,1053,80,2202,2200,249,35,25,67.749,49.576,67.859,49.411,67.1,68.18,52,52.1,10,14.3,Steady State
9/27/2024,51:29.2,3058,3058.05,241.5,2.0894,271.7,220.25,0,60.001,504.6,0.5385,4.127501,1.433996,3057,22.2,0,0,0,Heating Tanks.... ,115.388889,71.785357,80.882447,72.953334,67.550003,0,0,0.122,0.036,0.02,-0.001,0,8.333738,64.113182,0,0,0,6.805805,151.829819,0,0,0,0,120.900002,115.5,115.266668,115.133331,114.266668,111.266668,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.6,125.9,67.8,162,95,1053,80,2198,2200,249,35,24,67.749,49.576,67.859,49.416,67.1,68.36,52,52.2,10,16.3,Steady State
9/27/2024,51:32.2,3061,3061.05,241.5,2.0954,272.4,220.47,0,60,506,0.5383,4.107283,1.4294,3060,22.2,0,0,0,Heating Tanks.... ,115.405557,71.785801,80.880406,72.953334,67.550003,0,0,0.121,0.039,0.021,0,0,8.333444,64.1492,0,0,0,6.80578,151.829742,0,0,0,0,120.933334,115.466667,115.266668,115.166664,114.300003,111.300003,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.7,125.9,67.8,162,95,1053,80,2201,2200,248,35,25,67.75,49.575,67.859,49.427,67.1,68,52,52.2,10,11.6,Steady State
9/27/2024,51:35.2,3064,3064.05,241.51,2.0839,270.5,220.7,0,60,503.3,0.5374,4.100773,1.426525,3063,22.2,0,0,0,Heating Tanks.... ,115.388889,71.786245,80.880814,72.959999,67.550003,0,0,0.118,0.038,0.022,0,0,8.333765,64.110115,0,0,0,6.806263,151.829742,0,0,0,0,120.900002,115.5,115.266668,115.133331,114.266668,111.266668,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.7,125.9,67.8,162,95,1054,80,2202,2200,250,35,25,67.75,49.575,67.86,49.433,67.1,67.46,52,52.4,10,13.8,Steady State
9/27/2024,51:38.2,3067,3067.05,241.49,2.075,269.6,220.93,0,60.003,501.1,0.538,4.146313,1.424076,3066,22.2,0,0,0,Heating Tanks.... ,115.43889,71.786689,80.882039,72.940002,67.550003,0,0,0.119,0.036,0.028,0,0,8.33357,64.136032,0,0,0,6.806132,151.829712,0,0,0,0,120.966667,115.566666,115.300003,115.199997,114.300003,111.300003,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.8,125.9,67.8,162,95,1054,80,2200,2200,250,35,25,67.75,49.586,67.859,49.439,67.1,66.92,52,52.4,10,13.8,Steady State
9/27/2024,51:41.2,3070,3070.05,241.49,2.0752,269.7,221.15,0,60,501.1,0.5382,4.098497,1.419438,3069,22.2,0,0,0,Heating Tanks.... ,115.411112,71.786837,80.883672,72.946668,67.550003,0,0,0.123,0.031,0.033,0.001,0,8.333777,64.110916,0,0,0,6.805915,151.829742,0,0,0,0,120.900002,115.5,115.266668,115.199997,114.300003,111.300003,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,126,67.8,162,95,1054,80,2197,2200,249,35,24,67.75,49.609,67.858,49.452,67.1,68.36,52,52.7,10,16.9,Steady State
9/27/2024,51:44.2,3073,3073.05,241.49,2.0891,271.7,221.38,0,60,504.5,0.5385,4.080896,1.420721,3072,22.2,0,0,0,Heating Tanks.... ,115.43889,71.786837,80.885713,72.953334,67.550003,0,0,0.134,0.026,0.038,0,0,8.333491,64.145157,0,0,0,6.806289,151.829727,0,0,0,0,120.966667,115.533333,115.300003,115.199997,114.300003,111.333336,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,126,67.8,163,95,1054,80,2200,2200,249,35,24,67.75,49.62,67.859,49.468,67.1,67.82,52,52.8,10,10.7,Steady State
9/27/2024,51:47.2,3076,3076.05,241.49,2.0953,272.2,221.61,0,60,506,0.538,4.096502,1.424572,3075,22.2,0,0,0,Heating Tanks.... ,115.416668,71.786393,80.888979,72.946668,67.550003,0,0,0.137,0.022,0.039,0,0,8.333561,64.13942,0,0,0,6.806209,151.829712,0,0,0,0,120.900002,115.5,115.300003,115.199997,114.300003,111.300003,123,123,119.5,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,61.9,126,67.8,163,95,1054,80,2201,2200,247,35,25,67.75,49.654,67.859,49.495,67.1,67.82,52,52.9,10,15.6,Steady State
9/27/2024,51:50.2,3079,3079.05,241.49,2.0889,271.3,221.83,0,60.003,504.5,0.5378,4.120446,1.426643,3078,22.2,0,0,0,Heating Tanks.... ,115.466668,71.785653,80.893878,72.940002,67.550003,0,0,0.14,0.02,0.04,0,0,8.333552,64.137764,0,0,0,6.806184,151.829651,0,0,0,0,120.966667,115.599998,115.300003,115.233332,114.300003,111.400002,123,123,119.6,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,62,126,67.8,163,95,1052,80,2198,2200,247,35,24,67.749,49.683,67.858,49.519,67.1,68.36,52,53,10,16.2,Steady State
9/27/2024,51:53.2,3082,3082.05,241.49,2.0776,269.9,222.06,0,60,501.7,0.538,4.180786,1.432813,3081,22.2,0,0,0,Heating Tanks.... ,115.450001,71.785209,80.89796,72.946668,67.550003,0,0,0.139,0.021,0.039,0,0,8.333486,64.147499,0,0,0,6.806082,151.829681,0,0,0,0,120.933334,115.566666,115.300003,115.233332,114.300003,111.366669,123,123,119.6,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,62.1,126.1,67.8,163,95,1052,80,2201,2200,247,35,24,67.749,49.717,67.858,49.552,67.1,68.18,52,52.9,10,12.3,Steady State
9/27/2024,51:56.2,3085,3085.05,241.49,2.0831,271,222.28,0,60,503.1,0.5387,4.148097,1.434842,3084,22.2,0,0,0,Heating Tanks.... ,115.433334,71.784617,80.899593,72.946668,67.550003,0,0,0.136,0.024,0.033,0,0,8.333895,64.101112,0,0,0,6.805909,151.829666,0,0,0,0,120.933334,115.5,115.300003,115.199997,114.300003,111.366669,123,123,119.6,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,62.1,126.1,67.8,163,95,1052,80,2199,2200,248,35,25,67.749,49.881,67.858,49.733,67.1,67.46,52,52.9,10,16.1,Steady State
9/27/2024,51:59.2,3088,3088.05,241.49,2.0917,271.7,222.51,0,60,505.1,0.5379,4.174643,1.438196,3087,22.2,0,0,0,Heating Tanks.... ,115.466668,71.78373,80.900002,72.940002,67.550003,0,0,0.134,0.027,0.029,0,0,8.33379,64.112579,0,0,0,6.805816,151.829712,0,0,0,0,120.933334,115.599998,115.300003,115.266668,114.333336,111.366669,123,123,119.6,118.3,2.3,244,Hybrid,0,0,1,1,1,24,51.8,62.3,126.1,67.8,163,95,1052,80,2198,2200,246,35,25,67.749,50.074,67.858,49.926,67.1,66.74,52,52.8,10,14.2,Steady State
