System Date,System Time,Elapsed Time (sec),,Software Elapsed Time (sec),Program Status,TC Tree Average,TC Down,RTD IN,RTD Out,RTD Ambient,Totalized Flow (Gallons),Flow Rate (GPM),Pressure - HI1,Pressure - HI2,Pressure - LOW,Pressure - PIN,Mass Flow Rate(lb/min),Density(lb/US Gal),Flow Meter Inlet Temperature(°F),Draw Weight(lbs),Total Weight Inventory(lbs),Total Gallons Inventory(US Gallon),Drive Gain (%),Raw Tube Frequency (Hz),Hot Flow Rate-Calculated(US GPM),Hot Gallons-Calculated(US Gallon),Hot Flow Rate-Laurel(US GPM),Hot Gallons-Laurel(US Gallon),T1,T2,T3,T4,T5,T6,UPPER ELEMENT,LOWER ELEMENT,COMPRESSOR,FAN,DLB,T2-13,T3-18,Absolute Pressure [inHgA],Gauge/Diff. Pressure [inHgG],BarometricPressure [inHgA],Temperature [°F],Uncorrected [CFH],Corrected [SCFH],Gas Rate (BTU/hr),Heating Value (BTU/ft³),Energy (BTU),Totalizer [Sft3],Gas Selected,Thermal Efficiency (%)
9/25/2020,05:03.4,15675.65,9356,21696.72,Heating Tanks.... Waiting for Delay Cutout....,122.717,69.3,70.6,84.6,68.6,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.871,0.032,385.975,46.262,6.752,151.453,0,0.004,0,0,124.7,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.68,68.65,30.3,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48451.32684,45.516,NatG-1,
9/25/2020,05:06.4,15678.65,9359,21699.71,Heating Tanks.... Waiting for Delay Cutout....,122.733,69.4,70.6,84.6,68.6,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.85,0.032,385.975,46.262,6.75,151.453,0,0.004,0,0,124.7,124.6,123.1,121.4,121.4,121.2,0,0,0,0,0,89.626,68.656,30.31,0.86,29.444,72.03,0.44,0.434,461.98866,1064.49,48451.32684,45.516,NatG-1,
9/25/2020,05:09.4,15681.65,9362,21702.72,Heating Tanks.... Waiting for Delay Cutout....,122.733,69.4,70.6,84.7,68.6,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.843,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.6,123.1,121.4,121.4,121.2,0,0,0,0,0,89.626,68.702,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48452.39133,45.517,NatG-1,
9/25/2020,05:12.4,15684.66,9365.01,21705.71,Heating Tanks.... Waiting for Delay Cutout....,122.717,69.3,70.6,84.6,68.6,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.826,0.032,385.975,46.262,6.76,151.453,0,0.004,0,0,124.7,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.662,68.738,30.31,0.86,29.443,72.03,0.444,0.437,465.18213,1064.49,48452.39133,45.517,NatG-1,
9/25/2020,05:15.4,15687.65,9368,21708.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.6,0.004,0,0.002,0.002,0.001,0.001,0,8.33,69.786,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.73,68.692,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48452.39133,45.517,NatG-1,
9/25/2020,05:18.4,15690.65,9371,21711.72,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.6,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.795,0.032,385.975,46.262,6.751,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.761,68.697,30.31,0.86,29.444,72.03,0.44,0.434,461.98866,1064.49,48453.45582,45.518,NatG-1,
9/25/2020,05:21.4,15693.65,9374,21714.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.6,68.6,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.816,0.032,385.975,46.262,6.753,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.757,68.697,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48453.45582,45.518,NatG-1,
9/25/2020,05:24.4,15696.65,9377,21717.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.6,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.841,0.032,385.975,46.262,6.753,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.788,68.744,30.3,0.86,29.443,72.03,0.44,0.434,461.98866,1064.49,48453.45582,45.518,NatG-1,
9/25/2020,05:27.4,15699.65,9380,21720.71,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.6,0.004,0,0.002,0.002,0.001,0.002,0,8.33,69.871,0.032,385.975,46.262,6.757,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.806,68.71,30.31,0.86,29.442,72.03,0.44,0.434,461.98866,1064.49,48454.52031,45.519,NatG-1,
9/25/2020,05:30.4,15702.65,9383,21723.72,Heating Tanks.... Waiting for Delay Cutout....,122.733,69.4,70.6,84.7,68.6,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.851,0.032,385.975,46.262,6.757,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.4,121.2,0,0,0,0,0,89.824,68.731,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48454.52031,45.519,NatG-1,
9/25/2020,05:33.4,15705.65,9386,21726.71,Heating Tanks.... Waiting for Delay Cutout....,122.733,69.4,70.6,84.7,68.6,0.004,0,0.002,0.001,0.002,0.002,0,8.33,69.846,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.4,121.2,0,0,0,0,0,89.793,68.711,30.31,0.86,29.444,72.03,0.44,0.434,461.98866,1064.49,48455.5848,45.52,NatG-1,
9/25/2020,05:36.4,15708.65,9389,21729.69,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.6,0.004,0,0.002,0.001,0.001,0.002,0,8.33,69.802,0.032,385.975,46.262,6.756,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.788,68.711,30.3,0.86,29.443,72.03,0.44,0.434,461.98866,1064.49,48455.5848,45.52,NatG-1,
9/25/2020,05:39.4,15711.65,9392,21732.72,Heating Tanks.... Waiting for Delay Cutout....,122.733,69.4,70.6,84.7,68.6,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.774,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.4,121.2,0,0,0,0,0,89.775,68.706,30.3,0.86,29.443,72.03,0.444,0.437,465.18213,1064.49,48455.5848,45.52,NatG-1,
9/25/2020,05:42.4,15714.65,9395,21735.72,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.6,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.8,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.811,68.744,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48456.64929,45.521,NatG-1,
9/25/2020,05:45.4,15717.65,9398,21738.71,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.6,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.832,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.838,68.688,30.31,0.86,29.443,72.03,0.444,0.437,465.18213,1064.49,48456.64929,45.521,NatG-1,
9/25/2020,05:48.4,15720.65,9401,21741.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.858,0.032,385.975,46.262,6.755,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.806,68.643,30.3,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48456.64929,45.521,NatG-1,
9/25/2020,05:51.4,15723.65,9404,21744.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.859,0.032,385.975,46.262,6.749,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.82,68.632,30.31,0.86,29.443,72.03,0.444,0.437,465.18213,1064.49,48457.71378,45.522,NatG-1,
9/25/2020,05:54.4,15726.65,9407,21747.71,Heating Tanks.... Waiting for Delay Cutout....,122.717,69.3,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.874,0.032,385.975,46.262,6.753,151.453,0,0.004,0,0,124.7,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.842,68.625,30.31,0.86,29.443,72.03,0.444,0.437,465.18213,1064.49,48457.71378,45.522,NatG-1,
9/25/2020,05:57.4,15729.65,9410,21750.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.867,0.032,385.975,46.262,6.756,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.847,68.609,30.31,0.86,29.445,72.03,0.444,0.437,465.18213,1064.49,48457.71378,45.522,NatG-1,
9/25/2020,06:00.4,15732.65,9413,21753.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.856,0.032,385.975,46.262,6.76,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.811,68.632,30.3,0.86,29.444,72.03,0.44,0.434,461.98866,1064.49,48458.77827,45.523,NatG-1,
9/25/2020,06:03.4,15735.65,9416,21756.71,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.83,0.032,385.975,46.262,6.76,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.815,68.661,30.31,0.86,29.443,72.03,0.44,0.434,461.98866,1064.49,48458.77827,45.523,NatG-1,
9/25/2020,06:06.4,15738.65,9419,21759.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.843,0.032,385.975,46.262,6.757,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.802,68.625,30.3,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48459.84276,45.524,NatG-1,
9/25/2020,06:09.4,15741.65,9422,21762.72,Heating Tanks.... Waiting for Delay Cutout....,122.717,69.3,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.002,0,8.33,69.854,0.032,385.975,46.262,6.764,151.453,0,0.004,0,0,124.7,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.766,68.684,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48459.84276,45.524,NatG-1,
9/25/2020,06:12.4,15744.65,9425,21765.71,Heating Tanks.... Waiting for Delay Cutout....,122.733,69.4,70.5,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.804,0.032,385.975,46.262,6.757,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.4,121.2,0,0,0,0,0,89.712,68.677,30.31,0.86,29.445,72.03,0.44,0.434,461.98866,1064.49,48459.84276,45.524,NatG-1,
9/25/2020,06:15.4,15747.65,9428,21768.71,Heating Tanks.... Waiting for Delay Cutout....,122.733,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.002,0,8.33,69.814,0.032,385.975,46.262,6.756,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.4,121.2,0,0,0,0,0,89.721,68.701,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48460.90725,45.525,NatG-1,
9/25/2020,06:18.4,15750.65,9431,21771.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.822,0.032,385.975,46.262,6.761,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.68,68.701,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48460.90725,45.525,NatG-1,
9/25/2020,06:21.4,15753.65,9434,21774.71,Heating Tanks.... Waiting for Delay Cutout....,122.733,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.78,0.032,385.975,46.262,6.756,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.4,121.2,0,0,0,0,0,89.698,68.681,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48461.97174,45.526,NatG-1,
9/25/2020,06:24.4,15756.65,9437,21777.7,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.804,0.032,385.975,46.262,6.756,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.721,68.632,30.31,0.86,29.443,72.03,0.44,0.434,461.98866,1064.49,48461.97174,45.526,NatG-1,
9/25/2020,06:27.4,15759.65,9440,21780.71,Heating Tanks.... Waiting for Delay Cutout....,122.733,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.862,0.032,385.975,46.262,6.757,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.4,121.2,0,0,0,0,0,89.712,68.623,30.3,0.86,29.444,72.03,0.44,0.434,461.98866,1064.49,48461.97174,45.526,NatG-1,
9/25/2020,06:30.4,15762.65,9443,21783.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.834,0.032,385.975,46.262,6.753,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.721,68.648,30.31,0.86,29.445,72.03,0.44,0.434,461.98866,1064.49,48463.03623,45.527,NatG-1,
9/25/2020,06:33.4,15765.65,9446,21786.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.817,0.032,385.975,46.262,6.756,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.4,121.2,0,0,0,0,0,89.689,68.679,30.3,0.86,29.444,72.03,0.44,0.434,461.98866,1064.49,48463.03623,45.527,NatG-1,
9/25/2020,06:36.4,15768.65,9449,21789.71,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.771,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.739,68.603,30.31,0.86,29.443,72.03,0.44,0.434,461.98866,1064.49,48463.03623,45.527,NatG-1,
9/25/2020,06:39.4,15771.65,9452,21792.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.001,0,8.33,69.842,0.032,385.975,46.262,6.759,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.707,68.596,30.31,0.86,29.445,72.03,0.444,0.437,465.18213,1064.49,48464.10072,45.528,NatG-1,
9/25/2020,06:42.4,15774.65,9455,21795.72,Heating Tanks.... Waiting for Delay Cutout....,122.717,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.828,0.032,385.975,46.262,6.76,151.453,0,0.004,0,0,124.7,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.68,68.528,30.31,0.86,29.445,72.03,0.444,0.437,465.18213,1064.49,48464.10072,45.528,NatG-1,
9/25/2020,06:45.4,15777.65,9458,21798.71,Heating Tanks.... Waiting for Delay Cutout....,122.717,69.3,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.85,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.658,68.567,30.3,0.86,29.443,72.03,0.44,0.434,461.98866,1064.49,48464.10072,45.528,NatG-1,
9/25/2020,06:48.4,15780.65,9461,21801.71,Heating Tanks.... Waiting for Delay Cutout....,122.683,69.3,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.833,0.032,385.975,46.262,6.76,151.453,0,0.004,0,0,124.6,124.5,123.1,121.4,121.4,121.1,0,0,0,0,0,89.712,68.585,30.31,0.86,29.444,72.03,0.444,0.437,465.18213,1064.49,48465.16521,45.529,NatG-1,
9/25/2020,06:51.4,15783.65,9464,21804.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.001,0.002,0,8.33,69.793,0.032,385.975,46.262,6.757,151.453,0,0.004,0,0,124.6,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.707,68.602,30.31,0.86,29.443,72.03,0.44,0.434,461.98866,1064.49,48465.16521,45.529,NatG-1,
9/25/2020,06:54.4,15786.65,9467,21807.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.002,0,8.33,69.783,0.032,385.975,46.262,6.755,151.453,0,0.004,0,0,124.6,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.743,68.623,30.31,0.86,29.444,72.04,0.444,0.437,465.18213,1064.49,48465.16521,45.529,NatG-1,
9/25/2020,06:57.4,15789.65,9470,21810.72,Heating Tanks.... Waiting for Delay Cutout....,122.7,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.002,0,8.33,69.791,0.032,385.975,46.262,6.756,151.453,0,0.004,0,0,124.6,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.748,68.594,30.31,0.86,29.444,72.04,0.44,0.434,461.98866,1064.49,48466.2297,45.53,NatG-1,
9/25/2020,07:00.4,15792.65,9473,21813.71,Heating Tanks.... Waiting for Delay Cutout....,122.7,69.3,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.85,0.032,385.975,46.262,6.761,151.453,0,0.004,0,0,124.6,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.739,68.699,30.31,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48466.2297,45.53,NatG-1,
9/25/2020,07:03.4,15795.65,9476,21816.71,Heating Tanks.... Waiting for Delay Cutout....,122.717,69.3,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.002,0,8.33,69.806,0.032,385.975,46.262,6.763,151.453,0,0.004,0,0,124.7,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.802,68.62,30.3,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48466.2297,45.53,NatG-1,
9/25/2020,07:06.4,15798.65,9479,21819.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.002,0,8.33,69.846,0.032,385.975,46.262,6.762,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.851,68.6,30.31,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48467.29419,45.531,NatG-1,
9/25/2020,07:09.4,15801.65,9482,21822.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.002,0,8.33,69.889,0.032,385.975,46.262,6.759,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.899,68.542,30.31,0.86,29.443,72.04,0.44,0.434,461.98866,1064.49,48467.29419,45.531,NatG-1,
9/25/2020,07:12.4,15804.66,9485.01,21825.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.866,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.896,68.618,30.31,0.86,29.443,72.04,0.44,0.434,461.98866,1064.49,48468.35868,45.532,NatG-1,
9/25/2020,07:15.4,15807.65,9488,21828.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.854,0.032,385.975,46.262,6.754,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.914,68.549,30.3,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48468.35868,45.532,NatG-1,
9/25/2020,07:18.4,15810.65,9491,21831.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.829,0.032,385.975,46.262,6.754,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.908,68.512,30.3,0.86,29.443,72.04,0.44,0.434,461.98866,1064.49,48468.35868,45.532,NatG-1,
9/25/2020,07:21.4,15813.65,9494,21834.73,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.808,0.032,385.975,46.262,6.753,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.941,68.546,30.31,0.86,29.443,72.04,0.44,0.434,461.98866,1064.49,48469.42317,45.533,NatG-1,
9/25/2020,07:24.4,15816.65,9497,21837.72,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.001,0.001,0.001,0,8.33,69.798,0.032,385.975,46.262,6.756,151.453,0,0.004,0,0,124.7,124.5,123.2,121.4,121.5,121.2,0,0,0,0,0,89.851,68.499,30.31,0.86,29.443,72.04,0.44,0.434,461.98866,1064.49,48469.42317,45.533,NatG-1,
9/25/2020,07:27.4,15819.65,9500,21840.72,Heating Tanks.... Waiting for Delay Cutout....,122.7,69.3,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.806,0.032,385.975,46.262,6.755,151.453,0,0.004,0,0,124.6,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.856,68.54,30.31,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48469.42317,45.533,NatG-1,
9/25/2020,07:30.4,15822.65,9503,21843.72,Heating Tanks.... Waiting for Delay Cutout....,122.717,69.3,70.6,84.7,68.7,0.004,0,0.002,0.002,0.001,0.001,0,8.33,69.813,0.032,385.975,46.262,6.763,151.453,0,0.004,0,0,124.7,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.856,68.564,30.31,0.86,29.443,72.04,0.447,0.44,468.3756,1064.49,48470.48766,45.534,NatG-1,
9/25/2020,07:33.4,15825.65,9506,21846.71,Heating Tanks.... Waiting for Delay Cutout....,122.717,69.3,70.6,84.7,68.7,0.004,0,0.002,0.001,0.002,0.001,0,8.33,69.829,0.032,385.975,46.262,6.759,151.453,0,0.004,0,0,124.7,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.887,68.596,30.3,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48470.48766,45.534,NatG-1,
9/25/2020,07:36.4,15828.65,9509,21849.73,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.866,0.032,385.975,46.262,6.757,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.908,68.531,30.31,0.86,29.443,72.04,0.447,0.44,468.3756,1064.49,48470.48766,45.534,NatG-1,
9/25/2020,07:39.4,15831.65,9512,21852.72,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.001,0.002,0,8.33,69.839,0.032,385.975,46.262,6.757,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.908,68.555,30.3,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48471.55215,45.535,NatG-1,
9/25/2020,07:42.4,15834.65,9515,21855.72,Heating Tanks.... Waiting for Delay Cutout....,122.7,69.3,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.84,0.032,385.975,46.262,6.762,151.453,0,0.004,0,0,124.6,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.869,68.56,30.3,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48471.55215,45.535,NatG-1,
9/25/2020,07:45.4,15837.65,9518,21858.72,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.329,69.919,0.032,385.975,46.262,6.756,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.824,68.531,30.3,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48471.55215,45.535,NatG-1,
9/25/2020,07:48.4,15840.65,9521,21861.71,Heating Tanks.... Waiting for Delay Cutout....,122.7,69.3,70.6,84.7,68.7,0.004,0,0.002,0.002,0.001,0.002,0,8.329,69.902,0.032,385.975,46.262,6.759,151.453,0,0.004,0,0,124.6,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.851,68.558,30.31,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48472.61664,45.536,NatG-1,
9/25/2020,07:51.4,15843.65,9524,21864.71,Heating Tanks.... Waiting for Delay Cutout....,122.7,69.3,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.874,0.032,385.975,46.262,6.753,151.453,0,0.004,0,0,124.6,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.887,68.611,30.31,0.86,29.444,72.04,0.444,0.437,465.18213,1064.49,48472.61664,45.536,NatG-1,
9/25/2020,07:54.4,15846.65,9527,21867.71,Heating Tanks.... Waiting for Delay Cutout....,122.767,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.83,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.7,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.917,68.54,30.3,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48472.61664,45.536,NatG-1,
9/25/2020,07:57.4,15849.65,9530,21870.71,Heating Tanks.... Waiting for Delay Cutout....,122.75,69.4,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.774,0.032,385.975,46.262,6.758,151.453,0,0.004,0,0,124.6,124.6,123.2,121.4,121.5,121.2,0,0,0,0,0,89.953,68.521,30.31,0.86,29.444,72.04,0.444,0.437,465.18213,1064.49,48473.68113,45.537,NatG-1,
9/25/2020,08:00.5,15852.65,9533,21873.74,Heating Tanks.... Waiting for Delay Cutout....,122.7,69.3,70.6,84.7,68.7,0.004,0,0.002,0.002,0.002,0.002,0,8.33,69.805,0.032,385.975,46.262,6.757,151.453,0,0.004,0,0,124.6,124.5,123.1,121.4,121.4,121.2,0,0,0,0,0,89.95,68.503,30.3,0.86,29.443,72.04,0.444,0.437,465.18213,1064.49,48474.74562,45.538,NatG-1,
