Date,Time,Time (Seconds),Ambient Temp (F),Chamber Temp (F),Active Bin number based on ambient temp,LDO algorithm state,time in hours,time in minutes,BIN 0 Avg Temp,BIN 1 Avg Temp,BIN 2 Avg Temp,BIN 3 Avg Temp,Tmax temp (F),Tstart temp (F),IGN State,LDO Flags,LDO Trigger Temperature
7/18/2024,20:40.9,0,76,71,60-80 BIN 1,Cooling,0,0,,,194,,,,Wait for pressure switch / limit to close,No Errors,50
7/18/2024,20:45.1,4.112,76,71,60-80 BIN 1,Cooling,0,0,,,194,,,,Prepurge,No Errors,50
7/18/2024,20:48.0,7.012,76,71,60-80 BIN 1,Cooling,0,0,,,194,,,,Prepurge,No Errors,50
7/18/2024,20:51.4,10.445,76,71,60-80 BIN 1,Cooling,0,0,,,194,,,,Prepurge,No Errors,50
7/18/2024,20:57.5,16.563,76,71,60-80 BIN 1,Warming,0,0,,,194,,,71,"Flame Stabilisation Period (if we have strong flame for 3 seconds, go to running, otherwise retry after 6 seconds)",No Errors,50
7/18/2024,21:01.6,20.633,76,71,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:06.4,25.471,76,71,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:12.0,31.095,77,72,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:16.6,35.664,77,73,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:21.7,40.762,77,73,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:26.6,45.626,77,74,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:31.3,50.362,77,75,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:36.3,55.352,77,76,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:41.2,60.303,77,76,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:46.3,65.312,77,77,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:51.3,70.328,77,78,60-80 BIN 1,Warming,0,0,,,194,,,71,Running,No Errors,50
7/18/2024,21:56.3,75.312,77,78,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:01.2,80.303,77,79,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:06.3,85.312,77,80,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:11.3,90.327,77,80,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:16.3,95.318,77,81,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:21.2,100.293,77,82,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:26.2,105.27,78,83,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:31.2,110.269,78,84,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:36.2,115.27,78,85,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:41.2,120.237,78,86,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:46.2,125.237,78,87,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:51.2,130.236,78,87,60-80 BIN 1,Warming,0,1,,,194,,,71,Running,No Errors,50
7/18/2024,22:56.1,135.171,78,89,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:01.1,140.186,78,89,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:06.1,145.178,78,91,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:11.1,150.202,78,92,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:16.1,155.17,78,92,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:21.1,160.128,78,93,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:26.1,165.128,78,95,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:31.0,170.112,78,95,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:36.0,175.103,78,96,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:41.0,180.062,79,97,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:46.0,185.044,79,98,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:51.0,190.037,79,99,60-80 BIN 1,Warming,0,2,,,194,,,71,Running,No Errors,50
7/18/2024,23:56.0,195.055,79,100,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:01.0,200.04,79,101,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:06.0,205.032,79,102,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:11.0,210.045,79,103,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:16.0,215.042,79,104,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:21.0,220.033,79,105,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:26.0,225.012,79,106,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:30.9,229.997,79,106,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:35.9,234.96,79,107,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:40.9,239.968,79,108,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:45.9,244.946,79,109,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:50.9,249.922,79,110,60-80 BIN 1,Warming,0,3,,,194,,,71,Running,No Errors,50
7/18/2024,24:55.8,254.909,79,111,60-80 BIN 1,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:00.8,259.906,79,112,60-80 BIN 1,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:05.8,264.883,80,113,60-80 BIN 1,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:10.8,269.906,80,114,60-80 BIN 1,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:15.8,274.868,80,115,60-80 BIN 1,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:20.8,279.849,80,115,60-80 BIN 1,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:25.8,284.854,80,116,80-100 BIN 2,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:30.8,289.833,80,117,80-100 BIN 2,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:35.7,294.805,80,118,80-100 BIN 2,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:40.7,299.771,80,119,80-100 BIN 2,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:46.7,305.764,80,120,80-100 BIN 2,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:51.7,310.749,80,121,80-100 BIN 2,Warming,0,4,,,194,,,71,Running,No Errors,50
7/18/2024,25:56.7,315.752,80,121,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:01.7,320.752,80,122,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:06.7,325.76,80,123,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:11.7,330.79,80,124,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:16.7,335.779,80,124,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:21.7,340.758,80,125,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:26.7,345.739,80,126,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:31.7,350.728,80,127,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:36.7,355.736,80,127,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:41.7,360.738,80,128,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:46.7,365.745,80,129,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:51.7,370.755,80,130,80-100 BIN 2,Warming,0,5,,,194,,,71,Running,No Errors,50
7/18/2024,26:56.7,375.753,80,130,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:01.7,380.746,80,131,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:06.7,385.76,80,132,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:11.7,390.757,81,132,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:16.7,395.753,81,133,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:21.7,400.755,81,134,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:26.7,405.75,81,134,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:31.6,410.704,81,135,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:36.6,415.679,81,136,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:41.6,420.662,81,136,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:46.6,425.652,81,137,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:51.6,430.637,81,138,80-100 BIN 2,Warming,0,6,,,194,,,71,Running,No Errors,50
7/18/2024,27:56.5,435.6,81,138,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:01.5,440.6,81,139,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:06.5,445.595,81,139,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:11.5,450.604,81,140,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:16.5,455.587,81,140,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:21.5,460.575,81,141,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:26.5,465.564,81,141,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:31.5,470.545,81,142,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:36.5,475.537,81,142,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:41.5,480.546,81,143,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:46.5,485.52,81,144,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:51.4,490.51,81,144,80-100 BIN 2,Warming,0,7,,,194,,,71,Running,No Errors,50
7/18/2024,28:56.4,495.476,81,145,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:01.4,500.47,81,145,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:06.4,505.451,81,146,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:11.4,510.419,81,146,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:16.3,515.409,81,147,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:21.4,520.413,81,147,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:26.3,525.402,81,147,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:31.4,530.419,81,148,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:36.3,535.403,81,149,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:41.3,540.379,81,149,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:46.3,545.352,81,149,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:51.3,550.337,81,150,80-100 BIN 2,Warming,0,8,,,194,,,71,Running,No Errors,50
7/18/2024,29:56.3,555.329,81,150,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:01.3,560.321,81,151,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:06.2,565.295,81,151,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:11.2,570.278,81,151,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:16.2,575.261,81,152,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:21.2,580.26,81,152,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:26.2,585.245,82,152,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:31.2,590.246,82,153,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:36.2,595.236,82,153,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:41.2,600.212,82,154,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:46.2,605.22,82,154,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:51.2,610.236,82,154,80-100 BIN 2,Warming,0,9,,,194,,,71,Running,No Errors,50
7/18/2024,30:56.2,615.22,82,155,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:01.1,620.202,82,155,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:06.1,625.171,82,156,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:11.1,630.194,82,156,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:16.1,635.137,82,156,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:21.1,640.128,82,157,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:26.0,645.111,82,157,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:31.1,650.128,82,157,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:36.1,655.12,82,158,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:41.1,660.112,82,158,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:46.1,665.112,82,158,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:51.0,670.07,82,159,80-100 BIN 2,Warming,0,10,,,194,,,71,Running,No Errors,50
7/18/2024,31:56.0,675.07,82,159,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:01.0,680.07,82,159,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:06.0,685.045,82,159,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:11.0,690.03,82,160,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:16.0,695.02,82,160,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:20.9,699.998,82,160,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:25.9,704.978,82,161,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:30.9,709.962,82,161,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:35.9,714.944,82,161,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:40.9,719.939,82,161,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:45.9,724.923,82,162,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:50.9,729.912,82,162,80-100 BIN 2,Warming,0,11,,,194,,,71,Running,No Errors,50
7/18/2024,32:55.8,734.896,82,162,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:01.8,740.864,82,163,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:06.8,745.846,82,163,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:11.8,750.829,82,163,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:16.8,755.817,82,163,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:21.7,760.767,82,163,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:26.7,765.752,82,164,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:31.7,770.77,82,164,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:36.7,775.762,82,164,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:41.7,780.755,82,164,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:46.7,785.728,82,165,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:51.7,790.73,82,165,80-100 BIN 2,Warming,0,12,,,194,,,71,Running,No Errors,50
7/18/2024,33:56.7,795.73,82,165,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:01.7,800.737,82,165,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:06.7,805.728,82,165,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:11.7,810.737,82,165,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:16.7,815.729,82,166,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:21.7,820.725,82,166,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:26.7,825.716,82,166,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:31.6,830.688,82,166,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:36.6,835.673,82,167,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:41.6,840.669,82,167,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:46.6,845.644,82,167,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:51.6,850.617,82,167,80-100 BIN 2,Warming,0,13,,,194,,,71,Running,No Errors,50
7/18/2024,34:56.5,855.597,82,167,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:01.5,860.604,82,167,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:06.5,865.605,82,167,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:11.6,870.622,82,168,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:16.6,875.616,82,168,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:21.6,880.612,82,168,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:26.5,885.61,82,168,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:31.6,890.621,82,168,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:36.6,895.613,82,168,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:41.6,900.613,82,168,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:46.5,905.596,82,168,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:51.5,910.583,82,169,80-100 BIN 2,Warming,0,14,,,194,,,71,Running,No Errors,50
7/18/2024,35:56.5,915.554,82,169,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:01.5,920.537,82,169,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:06.5,925.512,82,169,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:11.4,930.493,82,169,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:16.4,935.47,82,169,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:21.4,940.471,82,170,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:26.4,945.46,83,170,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:31.4,950.479,83,170,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:36.4,955.459,83,170,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:41.4,960.446,83,170,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:46.4,965.412,83,170,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:51.3,970.385,83,170,80-100 BIN 2,Warming,0,15,,,194,,,71,Running,No Errors,50
7/18/2024,36:56.3,975.368,83,170,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:01.3,980.363,83,171,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:06.2,985.311,83,171,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:11.2,990.296,83,171,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:16.2,995.302,83,171,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:21.2,1000.287,83,171,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:26.2,1005.28,83,171,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:31.2,1010.279,83,171,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:36.2,1015.253,83,171,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:41.2,1020.245,83,171,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:46.2,1025.245,83,172,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:51.2,1030.229,83,172,80-100 BIN 2,Warming,0,16,,,194,,,71,Running,No Errors,50
7/18/2024,37:56.1,1035.204,83,172,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:01.1,1040.204,83,172,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:06.1,1045.203,83,172,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:11.1,1050.17,83,172,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:16.1,1055.179,83,172,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:21.1,1060.161,83,172,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:26.1,1065.153,83,172,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:31.1,1070.153,83,172,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:36.1,1075.112,83,172,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:41.0,1080.103,83,173,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:46.0,1085.078,83,173,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:51.0,1090.054,83,173,80-100 BIN 2,Warming,0,17,,,194,,,71,Running,No Errors,50
7/18/2024,38:56.0,1095.048,83,173,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:01.0,1100.023,83,173,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:06.0,1105.029,83,173,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:11.0,1110.046,83,173,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:15.9,1115.003,83,173,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:20.9,1119.972,83,173,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:25.9,1124.949,83,173,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:30.9,1129.955,83,173,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:35.9,1134.919,83,174,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:40.9,1139.912,83,174,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:45.8,1144.912,83,174,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:50.9,1149.913,83,174,80-100 BIN 2,Warming,0,18,,,194,,,71,Running,No Errors,50
7/18/2024,39:55.9,1154.914,83,174,80-100 BIN 2,Warming,0,19,,,194,,,71,Running,No Errors,50
7/18/2024,40:00.8,1159.903,83,174,80-100 BIN 2,Warming,0,19,,,194,,,71,Running,No Errors,50
7/18/2024,40:05.8,1164.896,83,174,80-100 BIN 2,Warming,0,19,,,194,,,71,Running,No Errors,50
7/18/2024,40:10.8,1169.886,83,174,80-100 BIN 2,Warming,0,19,,,194,,,71,Running,No Errors,50
7/18/2024,40:15.8,1174.871,83,174,80-100 BIN 2,Warming,0,19,,,194,,,71,Running,No Errors,50
7/18/2024,40:20.8,1179.862,83,174,80-100 BIN 2,Warming,0,19,,,194,,,71,Running,No Errors,50
7/18/2024,40:26.8,1185.84,83,174,80-100 BIN 2,Warming,0,19,,,194,,,71,Running,No Errors,50
7/18/2024,40:31.8,1190.849,83,175,80-100 BIN 2,Warming,0,19,,,194,,,71,Running,No Errors,50
