Date,Time,Elapsed Time,Message,Burner/Lower Element,,Burner/Lower Element,Upper Element,Upper Element Corey,Total Uncorr. Gas Cons.,Total Corr. Gas Cons,Total Corr. Gas Cons Corey,Gas Rate (BTU/hr),Q Gas,Q Gas Corey,Q Elec,Q Elec Corey,Q Total,Q Total Corey,Total Water Cons. @Outlet,Water Flow Rate @Outlet,Water Flow Rate @Inlet,Total Water Cons. @Inlet,Total Water Cons. @Inlet Corey,Mean Tank Temp,Max Mean Tank Temp,Voltage,Current,Watts,Watt-Hours,Inlet Temp,Outlet Temp,Ambient Temp,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6,Gas Temp,Barometer,Gas Meter Pressure,Manifold Pressure,High Flow Water Reg.,Humidity,Oil Heating Value,Water Scale Factor,Gas Scale Factor,Gas CF,Delta,Water Press.,Inlet,Outlet,Oil Scale Factor,Bypass Valve,Oil Heating Value,HV Type Selected,Tohx,Comb. Air Temp,Mean Tank Temp (60s Avg),
7/16/2020,8:09:58,140.2,Draw 1,ON,,1,OFF,0,25.484,25.025,1.185,0,27094.853,1281.941,4671.222,0,31766.075,1281.941,34.282,3.026,2.991,34.157,6.981,115.595,123.938,0,0,0,1369,57.677,124.568,67.72,124.299,123.992,123.948,123.091,102.335,95.907,68.086,29.194,9.479,3.976,0.008,0,1081.612,5000,250,0.981,66.891,70.334,-99997.329,-100033.917,500000,OFF,1062.8,Oil,-100033.917,-100033.917,117.535,6.403
7/16/2020,8:10:01,143.2,Draw 1,ON,,1,OFF,0,25.52,25.06,1.22,0,27133.056,1320.144,4671.222,0,31804.278,1320.144,34.434,3.024,2.988,34.306,7.13,115.494,123.938,0,0,0,1369,57.698,124.583,67.727,124.322,123.93,124.08,123.16,101.916,95.556,68.086,29.194,9.48,3.987,0.008,0,1081.612,5000,250,0.981,66.885,70.337,-99998.262,-100034.879,500000,OFF,1062.8,Oil,-100034.879,-100034.879,117.329,6.609
7/16/2020,8:10:04,146.2,Draw 1,ON,,1,OFF,0,25.556,25.095,1.255,0,27171.259,1358.347,4671.222,0,31842.481,1358.347,34.585,3.022,2.987,34.456,7.28,115.358,123.938,0,0,0,1369,57.686,124.534,67.73,124.398,123.917,123.959,123.179,101.061,95.632,68.084,29.194,9.48,3.982,0.008,0,1081.612,5000,250,0.981,66.848,70.328,-99999.354,-100035.993,500000,OFF,1062.8,Oil,-100035.993,-100035.993,117.127,6.811
7/16/2020,8:10:07,149.2,Draw 1,ON,,1,OFF,0,25.584,25.123,1.283,0,27200.972,1388.06,4671.222,0,31872.194,1388.06,34.736,3.027,2.992,34.605,7.429,115.109,123.938,0,0,0,1369,57.691,124.526,67.733,124.363,123.822,123.837,123.133,100.16,95.338,68.087,29.194,9.481,3.992,0.008,0,1081.612,5000,250,0.981,66.836,70.326,-99996.435,-100032.978,500000,OFF,1062.8,Oil,-100032.978,-100032.978,116.924,7.014
7/16/2020,8:10:10,152.2,Draw 1,ON,,1,OFF,0,25.616,25.154,1.314,0,27234.93,1422.018,4671.222,0,31906.152,1422.018,34.887,3.023,2.988,34.755,7.579,114.91,123.938,0,0,0,1369,57.68,124.588,67.74,124.361,123.912,123.742,123.072,99.335,95.038,68.084,29.194,9.48,3.999,0.008,0,1081.612,5000,250,0.981,66.909,70.339,-99995.162,-100031.79,500000,OFF,1062.8,Oil,-100031.79,-100031.79,116.716,7.222
7/16/2020,8:10:13,155.2,Draw 1,ON,,1,OFF,0,25.66,25.197,1.357,0,27281.622,1468.71,4671.222,0,31952.844,1468.71,35.039,3.023,2.987,34.904,7.728,114.783,123.938,0,0,0,1369,57.701,124.63,67.746,124.391,123.983,123.502,123.059,98.853,94.913,68.086,29.194,9.479,3.993,0.008,0,1081.612,5000,250,0.981,66.929,70.341,-99996.657,-100033.227,500000,OFF,1062.8,Oil,-100033.227,-100033.227,116.513,7.425
7/16/2020,8:10:16,158.2,Draw 1,ON,,1,OFF,0,25.688,25.225,1.385,0,27311.335,1498.423,4671.222,0,31982.557,1498.423,35.19,3.023,2.988,35.054,7.878,114.581,123.938,0,0,0,1369,57.698,124.625,67.752,124.373,124.011,123.601,123.056,98.201,94.242,68.085,29.194,9.48,3.982,0.008,0,1081.612,5000,250,0.981,66.928,70.347,-99998.05,-100034.702,500000,OFF,1062.8,Oil,-100034.702,-100034.702,116.33,7.608
7/16/2020,8:10:19,161.2,Draw 1,ON,,1,OFF,0,25.716,25.252,1.412,0,27341.048,1528.136,4671.222,0,32012.27,1528.136,35.341,3.023,2.988,35.203,8.027,114.328,123.938,0,0,0,1369,57.676,124.619,67.754,124.377,123.963,123.431,122.933,97.462,93.806,68.084,29.194,9.48,3.982,0.008,0,1081.612,5000,250,0.981,66.944,70.356,-99998.124,-100034.71,500000,OFF,1062.8,Oil,-100034.71,-100034.71,116.157,7.781
7/16/2020,8:10:22,164.2,Draw 1,ON,,1,OFF,0,25.756,25.292,1.452,0,27383.496,1570.584,4671.222,0,32054.718,1570.584,35.492,3.023,2.988,35.352,8.176,113.946,123.938,0,0,0,1369,57.707,124.704,67.76,124.376,123.944,123.308,122.634,96.401,93.014,68.084,29.194,9.48,3.983,0.008,0,1081.612,5000,250,0.981,66.997,70.348,-99998.304,-100034.857,500000,OFF,1062.8,Oil,-100034.857,-100034.857,115.966,7.972
7/16/2020,8:10:25,167.2,Draw 1,ON,,1,OFF,0,25.788,25.323,1.483,0,27417.454,1604.542,4671.222,0,32088.676,1604.542,35.643,3.024,2.988,35.502,8.326,113.815,123.938,0,0,0,1369,57.687,124.711,67.773,124.376,123.936,123.262,122.116,95.969,93.23,68.082,29.194,9.48,3.974,0.008,0,1081.612,5000,250,0.981,67.024,70.357,-99995.808,-100032.41,500000,OFF,1062.8,Oil,-100032.41,-100032.41,115.764,8.174
7/16/2020,8:10:28,170.2,Draw 1,ON,,1,OFF,0,25.816,25.35,1.51,0,27447.167,1634.255,4671.222,0,32118.389,1634.255,35.795,3.022,2.987,35.651,8.475,113.747,123.938,0,0,0,1369,57.709,124.743,67.786,124.466,123.952,123.338,122.116,95.69,92.921,68.086,29.194,9.479,3.987,0.008,0,1081.612,5000,250,0.981,67.035,70.371,-100001.371,-100037.977,500000,OFF,1062.8,Oil,-100037.977,-100037.977,115.561,8.377
7/16/2020,8:10:31,173.2,Draw 1,ON,,1,OFF,0,25.852,25.386,1.546,0,27485.37,1672.458,4671.222,0,32156.592,1672.458,35.946,3.02,2.984,35.8,8.624,113.702,123.938,0,0,0,1369,57.69,124.787,67.794,124.551,123.914,123.344,122.464,95.533,92.409,68.083,29.194,9.481,3.979,0.008,0,1081.612,5000,250,0.981,67.097,70.352,-99998.623,-100035.311,500000,OFF,1062.8,Oil,-100035.311,-100035.311,115.37,8.568
7/16/2020,8:10:34,176.2,Draw 1,ON,,1,OFF,0,25.888,25.421,1.581,0,27523.573,1710.661,4671.222,0,32194.795,1710.661,36.097,3.022,2.986,35.95,8.774,113.581,123.938,0,0,0,1369,57.693,124.889,67.796,124.6,123.884,123.363,122.473,94.733,92.435,68.085,29.194,9.481,3.987,0.008,0,1081.612,5000,250,0.981,67.196,70.348,-99999.258,-100035.875,500000,OFF,1062.8,Oil,-100035.875,-100035.875,115.189,8.749
7/16/2020,8:10:37,179.2,Draw 1,ON,,1,OFF,0,25.916,25.449,1.609,0,27553.286,1740.374,4671.222,0,32224.508,1740.374,36.248,3.019,2.983,36.099,8.923,113.415,123.938,0,0,0,1369,57.685,124.887,67.806,124.627,123.849,123.378,122.463,94.104,92.071,68.083,29.194,9.482,3.986,0.008,0,1081.612,5000,250,0.981,67.202,70.336,-99999.383,-100036.033,500000,OFF,1062.8,Oil,-100036.033,-100036.033,115.011,8.927
7/16/2020,8:10:38,180.2,1 min data,ON,,1,OFF,0,25.928,25.46,1.62,0,27566.02,1753.108,4671.222,0,32237.242,1753.108,36.298,3.02,2.984,36.149,8.973,113.354,123.938,0,0,0,1369,57.687,124.905,67.809,124.659,123.858,123.377,122.464,93.764,92.003,68.084,29.194,9.481,3.99,0.008,0,1081.612,5000,250,0.981,67.218,70.347,-99999.269,-100035.876,500000,OFF,1062.8,Oil,-100035.876,-100035.876,114.952,8.986
7/16/2020,8:10:40,182.2,Draw 1,ON,,1,OFF,0,25.948,25.48,1.64,0,27587.244,1774.332,4671.222,0,32258.466,1774.332,36.399,3.02,2.984,36.248,9.072,113.299,123.938,0,0,0,1369,57.691,124.874,67.819,124.687,123.875,123.373,122.522,93.475,91.863,68.084,29.194,9.482,3.991,0.008,0,1081.612,5000,250,0.981,67.183,70.349,-99997.838,-100034.481,500000,OFF,1062.8,Oil,-100034.481,-100034.481,114.836,9.102
7/16/2020,8:10:43,185.2,Draw 1,ON,,1,OFF,0,25.988,25.519,1.679,0,27629.692,1816.78,4671.222,0,32300.914,1816.78,36.55,3.023,2.987,36.398,9.222,113.411,123.938,0,0,0,1369,57.667,124.832,67.831,124.72,123.907,123.434,122.585,93.934,91.887,68.083,29.194,9.481,3.976,0.008,0,1081.612,5000,250,0.981,67.165,70.359,-100000.425,-100037.118,500000,OFF,1062.8,Oil,-100037.118,-100037.118,114.674,9.264
7/16/2020,8:10:46,188.2,Draw 1,ON,,1,OFF,0,26.016,25.547,1.707,0,27659.405,1846.493,4671.222,0,32330.627,1846.493,36.701,3.015,2.98,36.547,9.371,113.313,123.938,0,0,0,1369,57.689,124.855,67.843,124.705,123.911,123.472,122.516,93.882,91.393,68.082,29.194,9.482,3.981,0.008,0,1081.612,5000,250,0.981,67.166,70.359,-100000.765,-100037.363,500000,OFF,1062.8,Oil,-100037.363,-100037.363,114.539,9.399
7/16/2020,8:10:49,191.2,Draw 1,ON,,1,OFF,0,26.044,25.574,1.734,0,27689.119,1876.207,4671.222,0,32360.34,1876.207,36.852,3.02,2.984,36.696,9.52,113.068,123.938,0,0,0,1369,57.673,124.824,67.845,124.667,123.88,123.459,122.317,93.032,91.056,68.083,29.194,9.483,3.981,0.008,0,1081.612,5000,250,0.981,67.151,70.365,-99998.826,-100035.451,500000,OFF,1062.8,Oil,-100035.451,-100035.451,114.403,9.535
7/16/2020,8:10:52,194.2,Draw 1,ON,,1,OFF,0,26.084,25.613,1.773,0,27731.566,1918.654,4671.222,0,32402.788,1918.654,37.002,3.015,2.979,36.845,9.669,112.933,123.938,0,0,0,1369,57.7,124.836,67.846,124.695,123.821,123.389,121.914,92.843,90.938,68.085,29.194,9.483,3.981,0.008,0,1081.612,5000,250,0.981,67.136,70.358,-99998.098,-100034.633,500000,OFF,1062.8,Oil,-100034.633,-100034.633,114.266,9.672
7/16/2020,8:10:55,197.2,Draw 1,ON,,1,OFF,0,26.12,25.649,1.809,0,27769.769,1956.857,4671.222,0,32440.991,1956.857,37.153,3.02,2.984,36.994,9.818,112.815,123.938,0,0,0,1369,57.679,124.87,67.845,124.705,123.819,123.337,121.319,92.92,90.791,68.084,29.194,9.483,3.981,0.008,0,1081.612,5000,250,0.981,67.191,70.36,-99999.852,-100036.46,500000,OFF,1062.8,Oil,-100036.46,-100036.46,114.13,9.808
7/16/2020,8:10:58,200.2,Draw 1,ON,,1,OFF,0,26.148,25.676,1.836,0,27799.483,1986.571,4671.222,0,32470.705,1986.571,37.304,3.02,2.984,37.143,9.967,112.719,123.938,0,0,0,1369,57.677,124.97,67.841,124.613,123.79,123.36,121,92.918,90.631,68.084,29.194,9.484,3.989,0.008,0,1081.612,5000,250,0.981,67.294,70.362,-99998.256,-100034.881,500000,OFF,1062.8,Oil,-100034.881,-100034.881,113.991,9.947
7/16/2020,8:11:01,203.2,Draw 1,ON,,1,OFF,0,26.18,25.708,1.868,0,27833.441,2020.529,4671.222,0,32504.663,2020.529,37.455,3.016,2.98,37.292,10.116,112.614,123.938,0,0,0,1369,57.69,124.995,67.837,124.498,123.732,123.33,120.973,92.599,90.553,68.084,29.194,9.484,3.972,0.008,0,1081.612,5000,250,0.981,67.305,70.305,-99997.47,-100034.1,500000,OFF,1062.8,Oil,-100034.1,-100034.1,113.848,10.09
7/16/2020,8:11:04,206.2,Draw 1,ON,,1,OFF,0,26.216,25.743,1.903,0,27871.644,2058.732,4671.222,0,32542.866,2058.732,37.606,3.016,2.98,37.441,10.265,112.495,123.938,0,0,0,1369,57.68,124.948,67.833,124.409,123.712,123.342,121.113,91.963,90.434,68.084,29.194,9.484,3.985,0.008,0,1081.612,5000,250,0.981,67.268,70.333,-99999.841,-100036.46,500000,OFF,1062.8,Oil,-100036.46,-100036.46,113.702,10.236
7/16/2020,8:11:07,209.2,Draw 1,ON,,1,OFF,0,26.244,25.77,1.93,0,27901.357,2088.445,4671.222,0,32572.579,2088.445,37.757,3.02,2.984,37.591,10.415,112.389,123.938,0,0,0,1369,57.685,124.971,67.829,124.33,123.729,123.413,121.49,91.555,89.815,68.087,29.194,9.485,3.985,0.008,0,1081.612,5000,250,0.981,67.287,70.352,-99997.266,-100033.949,500000,OFF,1062.8,Oil,-100033.949,-100033.949,113.563,10.375
7/16/2020,8:11:10,212.2,Draw 1,ON,,1,OFF,0,26.272,25.798,1.958,0,27931.071,2118.159,4671.222,0,32602.293,2118.159,37.908,3.016,2.98,37.74,10.564,112.192,123.938,0,0,0,1369,57.683,125,67.828,124.409,123.693,123.478,120.71,91.456,89.407,68.087,29.194,9.485,3.978,0.008,0,1081.612,5000,250,0.981,67.317,70.354,-100001.104,-100037.685,500000,OFF,1062.8,Oil,-100037.685,-100037.685,113.427,10.511
7/16/2020,8:11:13,215.2,Draw 1,ON,,1,OFF,0,26.316,25.841,2.001,0,27977.764,2164.852,4671.222,0,32648.985,2164.852,38.059,3.016,2.98,37.889,10.713,111.852,123.938,0,0,0,1369,57.696,125.017,67.832,124.381,123.678,123.5,118.885,91.289,89.376,68.087,29.194,9.485,3.985,0.008,0,1081.612,5000,250,0.981,67.321,70.35,-99997.749,-100034.344,500000,OFF,1062.8,Oil,-100034.344,-100034.344,113.284,10.654
7/16/2020,8:11:16,218.2,Draw 1,ON,,1,OFF,0,26.344,25.868,2.028,42584.712,28007.477,2194.565,4671.222,0,32678.699,2194.565,38.21,3.016,2.98,38.038,10.862,111.445,123.938,0,0,0,1369,57.69,125.059,67.83,124.375,123.662,123.483,117.182,90.497,89.469,68.087,29.194,9.484,3.992,0.008,0,1081.612,5000,250,0.981,67.369,70.352,-100000.303,-100036.897,500000,OFF,1062.8,Oil,-100036.897,-100036.897,113.131,10.807
7/16/2020,8:11:19,221.2,Draw 1,ON,,1,OFF,0,26.372,25.896,2.056,42445.301,28037.19,2224.278,4671.222,0,32708.412,2224.278,38.36,3.012,2.976,38.186,11.01,111.405,123.938,0,0,0,1369,57.691,125.077,67.83,124.428,123.622,123.496,117.228,90.393,89.265,68.088,29.194,9.485,3.99,0.008,0,1081.612,5000,250,0.981,67.386,70.36,-100000.362,-100037.005,500000,OFF,1062.8,Oil,-100037.005,-100037.005,112.977,10.961
7/16/2020,8:11:22,224.2,Draw 1,ON,,1,OFF,0,26.408,25.931,2.091,42631.305,28075.393,2262.481,4671.222,0,32746.615,2262.481,38.511,3.016,2.98,38.335,11.159,111.434,123.938,0,0,0,1369,57.684,125.111,67.832,124.428,123.614,123.245,117.275,90.524,89.521,68.088,29.194,9.486,3.99,0.008,0,1081.612,5000,250,0.981,67.427,70.348,-100000.355,-100036.895,500000,OFF,1062.8,Oil,-100036.895,-100036.895,112.845,11.093
7/16/2020,8:11:25,227.2,Draw 1,ON,,1,OFF,0,26.444,25.967,2.127,42631.309,28113.597,2300.685,4671.222,0,32784.818,2300.685,38.662,3.016,2.98,38.484,11.308,111.028,123.938,0,0,0,1369,57.689,125.108,67.833,124.429,123.591,123.068,115.955,90.241,88.886,68.089,29.194,9.486,3.979,0.008,0,1081.612,5000,250,0.981,67.419,70.338,-99998.124,-100034.695,500000,OFF,1062.8,Oil,-100034.695,-100034.695,112.713,11.225
7/16/2020,8:11:28,230.2,Draw 1,ON,,1,OFF,0,26.472,25.994,2.154,42399.357,28143.31,2330.398,4671.222,0,32814.532,2330.398,38.813,3.016,2.98,38.633,11.457,110.706,123.938,0,0,0,1369,57.704,125.147,67.833,124.406,123.573,123.012,114.7,90.104,88.439,68.088,29.194,9.487,3.98,0.008,0,1081.612,5000,250,0.981,67.443,70.349,-99999.151,-100035.713,500000,OFF,1062.8,Oil,-100035.713,-100035.713,112.567,11.371
7/16/2020,8:11:31,233.2,Draw 1,ON,,1,OFF,0,26.504,26.025,2.185,42491.384,28177.268,2364.356,4671.222,0,32848.49,2364.356,38.963,3.016,2.98,38.782,11.606,110.559,123.938,0,0,0,1369,57.681,125.13,67.836,124.382,123.615,123.089,113.81,90.055,88.404,68.088,29.194,9.487,3.979,0.008,0,1081.612,5000,250,0.981,67.449,70.351,-100002.766,-100039.316,500000,OFF,1062.8,Oil,-100039.316,-100039.316,112.413,11.525
7/16/2020,8:11:34,236.2,Draw 1,ON,,1,OFF,0,26.544,26.065,2.225,42630.872,28219.716,2406.804,4671.222,0,32890.938,2406.804,39.114,3.016,2.98,38.931,11.755,110.636,123.938,0,0,0,1369,57.703,125.137,67.839,124.35,123.623,123.141,114.999,88.992,88.708,68.087,29.194,9.487,3.971,0.008,0,1081.612,5000,250,0.981,67.434,70.365,-100001.17,-100037.693,500000,OFF,1062.8,Oil,-100037.693,-100037.693,112.258,11.68
7/16/2020,8:11:37,239.2,Draw 1,ON,,1,OFF,0,26.572,26.092,2.252,42353.306,28249.43,2436.518,4671.222,0,32920.651,2436.518,39.265,3.016,2.98,39.08,11.904,110.703,123.938,0,0,0,1369,57.704,125.14,67.845,124.328,123.616,123.239,115.128,88.908,88.999,68.089,29.194,9.488,3.97,0.008,0,1081.612,5000,250,0.981,67.437,70.351,-100001.968,-100038.577,500000,OFF,1062.8,Oil,-100038.577,-100038.577,112.119,11.819
7/16/2020,8:11:38,240.2,1 min data,ON,,1,OFF,0,26.58,26.1,2.26,42261.661,28257.919,2445.007,4671.222,0,32929.141,2445.007,39.315,3.016,2.98,39.13,11.954,110.591,123.938,0,0,0,1369,57.707,125.166,67.849,124.303,123.597,123.26,114.44,88.922,89.024,68.091,29.194,9.488,3.971,0.008,0,1081.612,5000,250,0.981,67.46,70.335,-99998.775,-100035.337,500000,OFF,1062.8,Oil,-100035.337,-100035.337,112.073,11.865
7/16/2020,8:11:40,242.2,Draw 1,ON,,1,OFF,0,26.6,26.12,2.28,42261.441,28279.143,2466.231,4671.222,0,32950.365,2466.231,39.416,3.012,2.976,39.229,12.053,110.148,123.938,0,0,0,1369,57.681,125.162,67.854,124.288,123.572,123.326,111.916,88.922,88.865,68.089,29.194,9.488,3.972,0.008,0,1081.612,5000,250,0.981,67.481,70.337,-99998.203,-100034.799,500000,OFF,1062.8,Oil,-100034.799,-100034.799,111.972,11.966
7/16/2020,8:11:43,245.2,Draw 1,ON,,1,OFF,0,26.644,26.163,2.323,42631.382,28325.835,2512.923,4671.222,0,32997.057,2512.923,39.566,3.016,2.98,39.378,12.202,109.595,123.938,0,0,0,1369,57.683,125.149,67.859,124.286,123.55,123.344,110.047,88.71,87.633,68.092,29.194,9.488,3.98,0.008,0,1081.612,5000,250,0.981,67.467,70.357,-100000.671,-100037.189,500000,OFF,1062.8,Oil,-100037.189,-100037.189,111.797,12.141
7/16/2020,8:11:46,248.2,Draw 1,ON,,1,OFF,0,26.676,26.194,2.354,42445.628,28359.794,2546.882,4671.222,0,33031.015,2546.882,39.717,3.012,2.976,39.527,12.351,109.349,123.938,0,0,0,1369,57.692,125.105,67.866,124.239,123.499,123.223,109.6,88.699,86.833,68.092,29.194,9.487,3.972,0.008,0,1081.612,5000,250,0.981,67.413,70.372,-99999.735,-100036.325,500000,OFF,1062.8,Oil,-100036.325,-100036.325,111.6,12.338
7/16/2020,8:11:49,251.2,Draw 1,ON,,1,OFF,0,26.704,26.222,2.382,42307.139,28389.507,2576.595,4671.222,0,33060.729,2576.595,39.868,3.016,2.98,39.676,12.5,109.147,123.938,0,0,0,1369,57.713,125.096,67.88,124.215,123.522,122.996,108.926,88.57,86.649,68.093,29.194,9.488,3.982,0.008,0,1081.612,5000,250,0.981,67.383,70.37,-100001.071,-100037.648,500000,OFF,1062.8,Oil,-100037.648,-100037.648,111.405,12.533
7/16/2020,8:11:52,254.2,Draw 1,ON,,1,OFF,0,26.736,26.253,2.413,42353.594,28423.465,2610.553,4671.222,0,33094.687,2610.553,40.018,3.012,2.976,39.825,12.649,108.876,123.938,0,0,0,1369,57.701,125.037,67.887,124.275,123.5,122.959,107.581,88.398,86.544,68.093,29.194,9.489,3.988,0.008,0,1081.612,5000,250,0.981,67.337,70.372,-100001.355,-100037.941,500000,OFF,1062.8,Oil,-100037.941,-100037.941,111.204,12.734
7/16/2020,8:11:55,257.2,Draw 1,ON,,1,OFF,0,26.776,26.292,2.452,42469.014,28465.913,2653.001,4671.222,0,33137.135,2653.001,40.169,3.012,2.976,39.974,12.798,108.754,123.938,0,0,0,1369,57.687,125.015,67.892,124.303,123.458,122.971,107.412,87.872,86.511,68.093,29.194,9.489,3.976,0.008,0,1081.612,5000,250,0.981,67.328,70.341,-99999.717,-100036.357,500000,OFF,1062.8,Oil,-100036.357,-100036.357,111.002,12.936
7/16/2020,8:11:58,260.2,Draw 1,ON,,1,OFF,0,26.804,26.32,2.48,42192.85,28495.626,2682.714,4671.222,0,33166.848,2682.714,40.32,3.012,2.976,40.122,12.946,108.622,123.938,0,0,0,1369,57.693,125.081,67.903,124.382,123.413,123.051,107.268,87.365,86.255,68.095,29.194,9.49,3.99,0.008,0,1081.612,5000,250,0.981,67.388,70.347,-100000.107,-100036.601,500000,OFF,1062.8,Oil,-100036.601,-100036.601,110.8,13.138
7/16/2020,8:12:01,263.2,Draw 1,ON,,1,OFF,0,26.832,26.347,2.507,42170.019,28525.339,2712.427,4671.222,0,33196.561,2712.427,40.47,3.016,2.98,40.271,13.095,108.513,123.938,0,0,0,1369,57.693,125.083,67.907,124.493,123.406,123.034,106.514,87.451,86.179,68.095,29.194,9.49,3.976,0.008,0,1081.612,5000,250,0.981,67.39,70.372,-100001.396,-100037.909,500000,OFF,1062.8,Oil,-100037.909,-100037.909,110.594,13.344
7/16/2020,8:12:04,266.2,Draw 1,ON,,1,OFF,0,26.876,26.39,2.55,42468.555,28572.032,2759.12,4671.222,0,33243.253,2759.12,40.621,3.012,2.976,40.42,13.244,108.466,123.938,0,0,0,1369,57.697,124.983,67.913,124.56,123.382,123.062,105.656,87.653,86.48,68.094,29.194,9.49,3.988,0.008,0,1081.612,5000,250,0.981,67.286,70.374,-100002.742,-100039.175,500000,OFF,1062.8,Oil,-100039.175,-100039.175,110.392,13.546
7/16/2020,8:12:07,269.2,Draw 1,ON,,1,OFF,0,26.904,26.418,2.578,42192.621,28601.745,2788.833,4671.222,0,33272.967,2788.833,40.772,3.012,2.976,40.569,13.393,107.98,123.938,0,0,0,1369,57.697,124.994,67.915,124.591,123.334,122.964,103.908,87.37,85.714,68.095,29.194,9.489,3.977,0.008,0,1081.612,5000,250,0.981,67.297,70.374,-100001.188,-100037.647,500000,OFF,1062.8,Oil,-100037.647,-100037.647,110.18,13.758
7/16/2020,8:12:10,272.2,Draw 1,ON,,1,OFF,0,26.932,26.445,2.605,42078.929,28631.458,2818.546,4671.222,0,33302.68,2818.546,40.922,3.012,2.976,40.718,13.542,107.677,123.938,0,0,0,1369,57.69,124.954,67.924,124.599,123.321,122.964,102.608,87.132,85.438,68.097,29.194,9.49,3.991,0.008,0,1081.612,5000,250,0.981,67.264,70.385,-100002.356,-100038.857,500000,OFF,1062.8,Oil,-100038.857,-100038.857,109.954,13.984
7/16/2020,8:12:13,275.2,Draw 1,ON,,1,OFF,0,26.968,26.481,2.641,42238.357,28669.661,2856.749,4671.222,0,33340.883,2856.749,41.073,3.011,2.976,40.867,13.691,107.684,123.938,0,0,0,1369,57.692,124.921,67.934,124.623,123.297,122.913,102.695,87.149,85.424,68.096,29.194,9.49,3.968,0.008,0,1081.612,5000,250,0.981,67.229,70.372,-100004.268,-100040.764,500000,OFF,1062.8,Oil,-100040.764,-100040.764,109.737,14.201
7/16/2020,8:12:16,278.2,Draw 1,ON,,1,OFF,0,27.004,26.516,2.676,42215.704,28707.864,2894.952,4671.222,0,33379.086,2894.952,41.223,3.012,2.976,41.015,13.839,107.72,123.938,0,0,0,1369,57.68,124.969,67.94,124.664,123.278,122.964,103.02,87.095,85.302,68.097,29.194,9.49,3.971,0.008,0,1081.612,5000,250,0.981,67.289,70.319,-100001.663,-100038.169,500000,OFF,1062.8,Oil,-100038.169,-100038.169,109.54,14.398
7/16/2020,8:12:19,281.2,Draw 1,ON,,1,OFF,0,27.032,26.543,2.703,42011.098,28737.577,2924.665,4671.222,0,33408.799,2924.665,41.374,3.012,2.976,41.164,13.988,107.508,123.938,0,0,0,1369,57.698,124.975,67.949,124.759,123.289,122.972,101.546,87.045,85.435,68.096,29.194,9.491,3.978,0.008,0,1081.612,5000,250,0.981,67.277,70.276,-100003.375,-100039.853,500000,OFF,1062.8,Oil,-100039.853,-100039.853,109.352,14.586
7/16/2020,8:12:22,284.2,Draw 1,ON,,1,OFF,0,27.064,26.575,2.735,42101.662,28771.535,2958.623,4671.222,0,33442.757,2958.623,41.524,3.009,2.974,41.313,14.137,107.132,123.938,0,0,0,1369,57.684,124.96,67.965,124.779,123.281,122.95,100.253,86.343,85.185,68.095,29.194,9.49,3.976,0.008,0,1081.612,5000,250,0.981,67.276,70.258,-100000.965,-100037.487,500000,OFF,1062.8,Oil,-100037.487,-100037.487,109.146,14.792
7/16/2020,8:12:25,287.2,Draw 1,ON,,1,OFF,0,27.104,26.614,2.774,42238.357,28813.983,3001.071,4671.222,0,33485.204,3001.071,41.675,3.011,2.975,41.462,14.286,107.121,123.938,0,0,0,1369,57.704,125,67.983,124.791,123.288,122.956,100.514,85.955,85.223,68.098,29.194,9.49,3.977,0.008,0,1081.612,5000,250,0.981,67.296,70.3,-100000.093,-100036.553,500000,OFF,1062.8,Oil,-100036.553,-100036.553,108.938,15
7/16/2020,8:12:28,290.2,Draw 1,ON,,1,OFF,0,27.132,26.642,2.802,41965.172,28843.696,3030.784,4671.222,0,33514.918,3030.784,41.825,3.012,2.976,41.61,14.434,107.089,123.938,0,0,0,1369,57.71,124.99,68.003,124.765,123.286,122.963,100.601,85.669,85.25,68.098,29.194,9.49,3.977,0.008,0,1081.612,5000,250,0.981,67.28,70.348,-100002.944,-100039.395,500000,OFF,1062.8,Oil,-100039.395,-100039.395,108.752,15.186
7/16/2020,8:12:31,293.2,Draw 1,ON,,1,OFF,0,27.16,26.669,2.829,41875.419,28873.409,3060.497,4671.222,0,33544.631,3060.497,41.976,3.012,2.976,41.759,14.583,106.829,123.938,0,0,0,1369,57.697,125.045,68.014,124.7,123.283,122.917,99.474,85.63,84.971,68.096,29.194,9.49,3.966,0.008,0,1081.612,5000,250,0.981,67.348,70.338,-100000.594,-100037.048,500000,OFF,1062.8,Oil,-100037.048,-100037.048,108.569,15.369
7/16/2020,8:12:34,296.2,Draw 1,ON,,1,OFF,0,27.2,26.708,2.868,42170.011,28915.856,3102.944,4671.222,0,33587.078,3102.944,42.126,3.008,2.972,41.908,14.732,106.602,123.938,0,0,0,1369,57.705,125.054,68.022,124.68,123.3,122.831,98.185,85.628,84.988,68.098,29.194,9.49,3.969,0.008,0,1081.612,5000,250,0.981,67.349,70.277,-100005.004,-100041.472,500000,OFF,1062.8,Oil,-100041.472,-100041.472,108.378,15.56
