Version: ,2.15.1031.19, , , , , 
Water Heater Test Report, ,,,,,
Test Procedure,DOE UEF 1st Hour (Storage),,,,,
, ,,,,,
File Name:,UEFFHRgasST-3-GE3-1102.csv,,,,,
Test Start Date & Time:,7/10/2020 11:00:40,,,,,
Test Name:,UEFFHRgasST-3-GE3-1102,,,,,
Operator:,Ashley Cocita,,,,,
Station and Location: ,Cleveland - 3,,,,,
Manufacturer:,GE,,,,,
Model Number:,40T-12BXR01,,,,,
Serial Number:,PROTO,,,,,
UEF Water Heater Type:, ,,,,,
Heating Method:,Nat/LP gas,,,,,
Water Heater Description:,40136 BTU/15 min,,,,,
Vst:,38.35,,,,,
Predraws Selected: ,0,,,,,
 , ,,,,,
Thermocouple Tree: ,Hulk Hogan,,,,,
 ,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6
Probe Heights: ,0.00,0.00,0.00,0.00,0.00,0.00
Date,Time,Elapsed Time,Message,Burner/Lower Element,Upper Element,Total Uncorr. Gas Cons.,Total Corr. Gas Cons,Gas Rate (BTU/hr),Q Gas,Q Elec,Q Total,Total Water Cons. @Outlet,Water Flow Rate @Outlet,Water Flow Rate @Inlet,Total Water Cons. @Inlet,Mean Tank Temp,Max Mean Tank Temp,Voltage,Current,Watts,Watt-Hours,Inlet Temp,Outlet Temp,Ambient Temp,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6,Gas Temp,Barometer,Gas Meter Pressure,Manifold Pressure,High Flow Water Reg.,Humidity,Oil Heating Value,Water Scale Factor,Gas Scale Factor,Gas CF,Delta,Water Press.,Inlet,Outlet,Oil Scale Factor,Bypass Valve,Oil Heating Value,HV Type Selected,Tohx,Comb. Air Temp,Mean Tank Temp (60s Avg)
7/10/2020,10:48:39,-720.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.672,4.570,0.000,4961.714,-11.371,4950.343,0.000,0.000,0.000,0.000,129.604,128.763,0.096,0.000,-0.000,-3.333,84.031,122.759,66.720,135.633,134.665,133.066,129.577,122.262,122.420,67.102,29.050,10.958,-0.005,0.007,0.000,1086.293,5000.000,250.000,0.982,38.728,83.335,-99638.610,-99674.023,500000.000,ON,1067.400,Oil,-99674.023,-99674.023,128.763
7/10/2020,10:49:39,-660.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.680,4.578,0.000,4970.245,-11.371,4958.874,2.687,3.041,3.008,2.658,130.258,129.958,0.096,0.000,-0.000,-3.333,57.862,121.887,66.720,136.303,135.163,133.535,130.087,123.301,123.157,67.109,29.050,10.879,-0.001,0.008,0.000,1086.293,5000.000,250.000,0.982,64.024,72.596,-99638.956,-99674.401,500000.000,ON,1067.400,Oil,-99674.401,-99674.401,129.958
7/10/2020,10:50:39,-600.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.688,4.586,0.000,4978.775,-11.371,4967.404,5.738,3.053,3.020,5.675,130.426,130.338,0.096,0.000,-0.000,-3.333,57.779,121.078,66.719,136.418,135.347,133.724,130.130,123.765,123.171,67.114,29.050,10.856,-0.000,0.008,0.000,1086.293,5000.000,250.000,0.982,63.298,72.357,-99636.468,-99671.946,500000.000,ON,1067.400,Oil,-99671.946,-99671.946,130.338
7/10/2020,10:51:39,-540.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.696,4.594,0.000,4987.305,-11.371,4975.934,8.795,3.060,3.028,8.699,130.455,130.476,0.096,0.000,-0.000,-3.333,57.709,120.291,66.705,136.454,135.399,133.804,130.162,123.549,123.360,67.115,29.050,10.848,-0.000,0.008,0.000,1086.293,5000.000,250.000,0.981,62.582,72.299,-99635.882,-99671.448,500000.000,ON,1067.400,Oil,-99671.448,-99671.448,130.476
7/10/2020,10:52:39,-480.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.700,4.598,0.000,4991.569,-11.371,4980.198,11.839,3.032,3.000,11.710,130.619,130.532,0.096,0.000,-0.000,-3.333,57.696,119.490,66.732,136.502,135.441,133.787,130.405,123.938,123.640,67.111,29.050,10.843,0.000,0.008,0.000,1086.293,5000.000,250.000,0.981,61.793,72.319,-99634.483,-99670.022,500000.000,ON,1067.400,Oil,-99670.022,-99670.022,130.532
7/10/2020,10:53:39,-420.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.708,4.605,0.000,5000.099,-11.371,4988.728,14.879,3.067,3.036,14.719,130.708,130.650,0.096,0.000,-0.000,-3.333,57.691,118.704,66.732,136.561,135.486,133.839,130.390,124.150,123.823,67.108,29.050,10.837,0.000,0.008,0.000,1086.293,5000.000,250.000,0.981,61.013,72.392,-99635.370,-99671.064,500000.000,ON,1067.400,Oil,-99671.064,-99671.064,130.650
7/10/2020,10:54:39,-360.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.716,4.613,0.000,5008.628,-11.371,4997.257,17.921,3.042,3.011,17.730,130.738,130.703,0.096,0.000,-0.000,-3.333,57.680,117.946,66.684,136.550,135.507,133.835,130.356,124.207,123.969,67.101,29.050,10.835,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,60.266,72.494,-99633.615,-99669.254,500000.000,ON,1067.400,Oil,-99669.254,-99669.254,130.703
7/10/2020,10:55:39,-300.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.720,4.617,0.000,5012.893,-11.371,5001.522,20.962,3.042,3.012,20.740,130.776,130.752,0.096,0.000,-0.000,-3.333,57.694,117.217,66.692,136.553,135.494,133.844,130.397,124.318,124.050,67.098,29.050,10.832,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,59.522,72.334,-99631.469,-99667.244,500000.000,ON,1067.400,Oil,-99667.244,-99667.244,130.752
7/10/2020,10:56:39,-240.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.724,4.621,0.000,5017.158,-11.371,5005.787,24.003,3.042,3.012,23.751,130.789,130.774,0.096,0.000,-0.000,-3.333,57.665,116.494,66.669,136.557,135.512,133.842,130.341,124.362,124.120,67.088,29.038,10.831,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,58.829,72.392,-99629.114,-99664.848,500000.000,ON,1067.400,Oil,-99664.848,-99664.848,130.774
7/10/2020,10:57:39,-180.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.732,4.629,0.000,5025.684,-11.371,5014.313,27.056,3.057,3.028,26.774,130.804,130.811,0.096,0.000,-0.000,-3.333,57.711,115.783,66.669,136.569,135.510,133.836,130.359,124.348,124.199,67.080,29.038,10.828,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,58.071,73.068,-99627.918,-99663.734,500000.000,ON,1067.400,Oil,-99663.734,-99663.734,130.811
7/10/2020,10:58:39,-120.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.736,4.633,0.000,5029.947,-11.371,5018.576,30.110,3.052,3.023,29.799,130.862,130.834,0.096,0.000,-0.000,-3.333,57.671,115.101,66.651,136.585,135.509,133.870,130.419,124.447,124.342,67.069,29.038,10.824,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,57.430,72.847,-99628.751,-99664.613,500000.000,ON,1067.400,Oil,-99664.613,-99664.613,130.834
7/10/2020,10:59:39,-60.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.744,4.641,0.000,5038.473,-11.371,5027.102,33.165,3.056,3.028,32.825,130.844,130.848,0.096,0.000,-0.000,-3.333,57.677,114.427,66.636,136.571,135.495,133.887,130.359,124.477,124.273,67.055,29.038,10.824,0.000,0.008,0.000,1086.293,5000.000,250.000,0.981,56.749,72.934,-99627.993,-99663.881,500000.000,ON,1067.400,Oil,-99663.881,-99663.881,130.846
7/10/2020,11:00:39,-0.2,Waiting for Max Mean Tank Temp,OFF,OFF,4.748,4.645,0.000,5042.737,-11.371,5031.366,36.221,3.056,3.028,35.853,130.873,130.863,0.096,0.000,-0.000,-3.333,57.692,113.782,66.618,136.585,135.494,133.869,130.343,124.572,124.372,67.042,29.038,10.816,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,56.090,72.956,-99627.009,-99662.834,500000.000,ON,1067.400,Oil,-99662.834,-99662.834,130.863
7/10/2020,11:00:40,0.0,Test Start,OFF,OFF,4.748,4.645,0.000,5042.737,-11.371,5031.366,36.231,3.056,3.028,35.863,130.873,130.863,0.096,0.000,-0.000,-3.333,57.706,113.772,66.618,136.585,135.494,133.869,130.343,124.572,124.372,67.043,29.038,10.816,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,56.066,72.956,-99627.009,-99662.834,500000.000,ON,1067.400,Oil,-99662.834,-99662.834,130.863
7/10/2020,11:00:40,0.2,Draw Start,OFF,OFF,4.748,4.645,0.000,5042.737,-11.371,5031.366,36.241,3.060,3.032,35.873,130.873,130.863,0.096,0.000,-0.000,-3.333,57.706,113.772,66.618,136.585,135.494,133.869,130.343,124.572,124.372,67.043,29.038,10.816,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,56.066,72.956,-99627.009,-99662.834,500000.000,OFF,1067.400,Oil,-99662.834,-99662.834,130.863
7/10/2020,11:00:55,15.2,Draw,OFF,OFF,4.752,4.649,0.000,5047.000,-11.371,5035.629,36.992,3.001,2.956,36.614,130.805,130.866,0.096,0.000,-0.000,-3.333,57.699,136.410,66.604,136.557,135.461,133.821,130.229,124.642,124.118,67.038,29.038,10.819,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,78.712,73.244,-99627.265,-99663.144,500000.000,OFF,1067.400,Oil,-99663.144,-99663.144,130.861
7/10/2020,11:01:00,20.2,Draw,OFF,OFF,4.752,4.649,0.000,5047.000,-11.371,5035.629,37.241,2.991,2.946,36.860,130.583,130.866,0.096,0.000,-0.000,-3.333,57.707,136.470,66.602,136.529,135.441,133.800,130.018,124.644,123.067,67.038,29.038,10.817,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,78.763,73.264,-99627.731,-99663.628,500000.000,OFF,1067.400,Oil,-99663.628,-99663.628,130.848
7/10/2020,11:01:05,25.2,Draw,OFF,OFF,4.752,4.649,0.000,5047.000,-11.371,5035.629,37.492,3.013,2.968,37.107,130.297,130.866,0.096,0.000,-0.000,-3.333,57.698,136.437,66.600,136.481,135.377,133.724,129.605,124.591,122.004,67.037,29.038,10.817,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,78.739,73.230,-99626.077,-99662.013,500000.000,OFF,1067.400,Oil,-99662.013,-99662.013,130.810
7/10/2020,11:01:10,30.2,Draw,OFF,OFF,4.752,4.649,0.000,5047.000,-11.371,5035.629,37.743,3.013,2.968,37.354,129.429,130.866,0.096,0.000,-0.000,-3.333,57.691,136.334,66.598,136.414,135.226,133.655,128.818,124.062,118.396,67.037,29.038,10.815,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,78.643,73.215,-99625.247,-99661.178,500000.000,OFF,1067.400,Oil,-99661.178,-99661.178,130.734
7/10/2020,11:01:15,35.2,Draw,OFF,OFF,4.752,4.649,0.000,5047.000,-11.371,5035.629,37.995,3.025,2.980,37.602,128.678,130.866,0.096,0.000,-0.000,-3.333,57.719,136.190,66.596,136.307,135.126,133.613,128.636,122.822,115.563,67.036,29.038,10.813,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,78.470,73.190,-99625.684,-99661.625,500000.000,OFF,1067.400,Oil,-99661.625,-99661.625,130.579
7/10/2020,11:01:20,40.2,Draw,OFF,OFF,4.752,4.649,0.000,5047.000,-11.371,5035.629,38.247,3.029,2.984,37.851,128.498,130.866,0.096,0.000,-0.000,-3.333,57.706,136.052,66.595,136.163,135.113,133.556,129.058,122.321,114.775,67.034,29.038,10.815,0.001,0.008,0.000,1086.293,5000.000,250.000,0.981,78.346,73.185,-99626.780,-99662.672,500000.000,OFF,1067.400,Oil,-99662.672,-99662.672,130.398
7/10/2020,11:01:20,40.4,Burner Changed,ON,OFF,4.756,4.653,0.000,5051.255,-11.371,5039.884,38.257,3.025,2.980,37.861,128.495,130.866,0.096,0.000,-0.000,-3.333,57.706,136.052,66.595,136.150,135.095,133.546,129.070,122.281,114.828,67.034,29.038,10.052,4.054,0.008,0.000,1086.293,5000.000,250.000,0.979,78.346,73.171,-99625.188,-99661.059,500000.000,OFF,1067.400,Oil,-99661.059,-99661.059,130.378
7/10/2020,11:01:25,45.2,Draw,ON,OFF,4.816,4.711,0.000,5115.005,-11.371,5103.634,38.499,3.016,2.972,38.099,128.433,130.866,0.096,0.000,-0.000,-3.333,57.712,135.916,66.591,136.040,134.986,133.470,129.272,122.002,114.828,67.033,29.038,9.461,3.975,0.008,0.000,1086.293,5000.000,250.000,0.978,78.205,73.201,-99628.836,-99664.763,500000.000,OFF,1067.400,Oil,-99664.763,-99664.763,130.203
7/10/2020,11:01:30,50.2,Draw,ON,OFF,4.860,4.754,0.000,5161.745,-11.371,5150.374,38.750,3.016,2.972,38.346,127.620,130.866,0.096,0.000,-0.000,-3.333,57.719,135.786,66.590,135.890,134.974,133.310,129.144,121.756,110.648,67.032,29.038,9.454,3.969,0.008,0.000,1086.293,5000.000,250.000,0.978,78.067,73.191,-99627.904,-99663.814,500000.000,OFF,1067.400,Oil,-99663.814,-99663.814,129.966
7/10/2020,11:01:35,55.2,Draw,ON,OFF,4.924,4.817,0.000,5229.730,-11.371,5218.359,39.003,3.046,3.001,38.596,127.144,130.866,0.096,0.000,-0.000,-3.333,57.718,135.653,66.593,135.760,134.798,133.038,128.436,120.993,109.842,67.030,29.038,9.452,3.963,0.008,0.000,1086.293,5000.000,250.000,0.978,77.935,73.110,-99626.982,-99662.887,500000.000,OFF,1067.400,Oil,-99662.887,-99662.887,129.684
7/10/2020,11:01:40,60.2,Draw,ON,OFF,4.968,4.860,0.000,5276.470,-11.371,5265.099,39.257,3.045,3.000,38.846,127.163,130.866,0.096,0.000,-0.000,-3.333,57.711,135.533,66.592,135.629,134.647,132.881,127.955,121.565,110.302,67.030,29.038,9.449,3.971,0.008,0.000,1086.293,5000.000,250.000,0.978,77.822,73.093,-99627.625,-99663.464,500000.000,OFF,1067.400,Oil,-99663.464,-99663.464,129.360
7/10/2020,11:01:45,65.2,Draw,ON,OFF,5.032,4.922,0.000,5344.454,-11.371,5333.083,39.511,3.044,3.000,39.096,126.258,130.866,0.096,0.000,-0.000,-3.333,57.715,135.427,66.591,135.415,134.609,132.821,127.623,120.460,106.617,67.029,29.038,9.448,3.966,0.008,0.000,1086.293,5000.000,250.000,0.978,77.713,73.081,-99624.847,-99660.741,500000.000,OFF,1067.400,Oil,-99660.741,-99660.741,129.011
7/10/2020,11:01:50,70.2,Draw,ON,OFF,5.076,4.965,0.000,5391.193,-11.371,5379.822,39.765,3.044,3.000,39.346,126.226,130.866,0.096,0.000,-0.000,-3.333,57.719,135.320,66.589,135.253,134.545,132.802,127.586,119.635,107.535,67.027,29.038,9.446,3.963,0.008,0.000,1086.293,5000.000,250.000,0.978,77.601,73.056,-99626.694,-99662.485,500000.000,OFF,1067.400,Oil,-99662.485,-99662.485,128.628
7/10/2020,11:01:55,75.2,Draw,ON,OFF,5.140,5.028,0.000,5459.177,-11.371,5447.806,40.018,3.044,3.000,39.596,125.572,130.866,0.096,0.000,-0.000,-3.333,57.705,135.264,66.586,135.100,134.292,132.790,127.158,118.870,105.223,67.028,29.038,9.446,3.958,0.008,0.000,1086.293,5000.000,250.000,0.978,77.559,73.064,-99626.141,-99662.086,500000.000,OFF,1067.400,Oil,-99662.086,-99662.086,128.217
7/10/2020,11:02:00,80.2,Draw,ON,OFF,5.188,5.075,0.000,5510.165,-11.371,5498.795,40.272,3.044,3.000,39.846,125.400,130.866,0.096,0.000,-0.000,-3.333,57.705,135.192,66.585,135.018,134.285,132.764,126.423,118.164,105.742,67.027,29.038,9.444,3.968,0.008,0.000,1086.293,5000.000,250.000,0.978,77.487,73.084,-99628.469,-99664.373,500000.000,OFF,1067.400,Oil,-99664.373,-99664.373,127.785
7/10/2020,11:02:05,85.2,Draw,ON,OFF,5.248,5.134,0.000,5573.901,-11.371,5562.530,40.525,3.040,2.996,40.095,124.320,130.866,0.096,0.000,-0.000,-3.333,57.708,135.126,66.591,134.844,134.137,132.699,125.845,115.306,103.091,67.025,29.038,9.443,3.961,0.008,0.000,1086.293,5000.000,250.000,0.978,77.418,73.070,-99625.342,-99661.167,500000.000,OFF,1067.400,Oil,-99661.167,-99661.167,127.318
7/10/2020,11:02:10,90.2,Draw,ON,OFF,5.296,5.181,0.000,5624.889,-11.371,5613.518,40.779,3.045,3.001,40.345,124.024,130.866,0.096,0.000,-0.000,-3.333,57.712,135.030,66.591,134.798,133.903,132.607,126.213,113.867,102.754,67.025,29.038,9.443,3.955,0.008,0.000,1086.293,5000.000,250.000,0.978,77.318,73.051,-99625.899,-99661.754,500000.000,OFF,1067.400,Oil,-99661.754,-99661.754,126.833
7/10/2020,11:02:15,95.2,Draw,ON,OFF,5.356,5.239,0.000,5688.624,-11.371,5677.253,41.033,3.044,3.000,40.595,123.453,130.866,0.096,0.000,-0.000,-3.333,57.710,134.888,66.589,134.741,133.914,132.331,126.614,112.469,100.650,67.024,29.038,9.446,3.977,0.008,0.000,1086.293,5000.000,250.000,0.978,77.178,73.040,-99626.761,-99662.630,500000.000,OFF,1067.400,Oil,-99662.630,-99662.630,126.392
7/10/2020,11:02:20,100.2,Draw,ON,OFF,5.404,5.286,0.000,5739.612,-11.371,5728.241,41.286,3.044,3.000,40.845,123.508,130.866,0.096,0.000,-0.000,-3.333,57.730,134.852,66.591,134.649,133.878,132.101,126.446,112.133,101.839,67.022,29.038,9.445,3.963,0.008,0.000,1086.293,5000.000,250.000,0.978,77.122,73.028,-99626.727,-99662.557,500000.000,OFF,1067.400,Oil,-99662.557,-99662.557,125.966
7/10/2020,11:02:25,105.2,Draw,ON,OFF,5.464,5.345,0.000,5803.348,-11.371,5791.977,41.540,3.044,3.000,41.095,122.927,130.866,0.096,0.000,-0.000,-3.333,57.719,134.770,66.593,134.539,133.851,132.309,126.106,109.297,101.461,67.023,29.038,9.445,3.967,0.008,0.000,1086.293,5000.000,250.000,0.978,77.051,73.026,-99624.287,-99660.169,500000.000,OFF,1067.400,Oil,-99660.169,-99660.169,125.526
7/10/2020,11:02:30,110.2,Draw,ON,OFF,5.508,5.388,0.000,5850.087,-11.371,5838.716,41.793,3.040,2.996,41.345,122.106,130.866,0.096,0.000,-0.000,-3.333,57.715,134.763,66.594,134.446,133.802,132.259,125.744,107.946,98.440,67.020,29.038,9.445,3.964,0.008,0.000,1086.293,5000.000,250.000,0.978,77.048,73.012,-99624.664,-99660.521,500000.000,OFF,1067.400,Oil,-99660.521,-99660.521,125.058
7/10/2020,11:02:35,115.2,Draw,ON,OFF,5.568,5.447,0.000,5913.823,-11.371,5902.452,42.046,3.040,2.996,41.594,122.101,130.866,0.096,0.000,-0.000,-3.333,57.709,134.766,66.594,134.427,133.613,132.328,125.507,108.454,98.276,67.021,29.038,9.444,3.965,0.008,0.000,1086.293,5000.000,250.000,0.978,77.056,73.005,-99625.407,-99661.285,500000.000,OFF,1067.400,Oil,-99661.285,-99661.285,124.609
7/10/2020,11:02:40,120.2,Draw,ON,OFF,5.616,5.494,0.000,5964.812,-11.371,5953.441,42.300,3.040,2.996,41.844,121.569,130.866,0.096,0.000,-0.000,-3.333,57.710,134.776,66.594,134.352,133.344,132.532,125.334,105.820,98.032,67.022,29.038,9.445,3.960,0.008,0.000,1086.293,5000.000,250.000,0.978,77.066,72.998,-99624.646,-99660.480,500000.000,OFF,1067.400,Oil,-99660.480,-99660.480,124.182
7/10/2020,11:02:45,125.2,Draw,ON,OFF,5.676,5.552,0.000,6028.548,-11.371,6017.177,42.553,3.038,2.994,42.093,121.293,130.866,0.096,0.000,-0.000,-3.333,57.713,134.745,66.596,134.356,133.401,132.312,125.169,104.774,97.745,67.019,29.038,9.444,3.956,0.008,0.000,1086.293,5000.000,250.000,0.978,77.032,73.006,-99625.413,-99661.181,500000.000,OFF,1067.400,Oil,-99661.181,-99661.181,123.738
7/10/2020,11:02:50,130.2,Draw,ON,OFF,5.728,5.603,0.000,6083.785,-11.371,6072.414,42.806,3.040,2.996,42.343,120.945,130.866,0.096,0.000,-0.000,-3.333,57.715,134.582,66.596,134.330,133.326,131.867,125.013,105.156,95.977,67.019,29.038,9.444,3.959,0.008,0.000,1086.293,5000.000,250.000,0.978,76.867,72.994,-99624.470,-99660.383,500000.000,OFF,1067.400,Oil,-99660.383,-99660.383,123.319
7/10/2020,11:02:55,135.2,Draw,ON,OFF,5.784,5.658,0.000,6143.272,-11.371,6131.901,43.059,3.040,2.996,42.593,120.582,130.866,0.096,0.000,-0.000,-3.333,57.723,134.605,66.598,134.291,133.239,132.052,124.927,103.682,95.303,67.018,29.038,9.443,3.957,0.008,0.000,1086.293,5000.000,250.000,0.978,76.882,72.995,-99626.395,-99662.205,500000.000,OFF,1067.400,Oil,-99662.205,-99662.205,122.895
7/10/2020,11:03:00,140.2,Draw,ON,OFF,5.836,5.709,0.000,6198.510,-11.371,6187.139,43.313,3.039,2.995,42.842,120.360,130.866,0.096,0.000,-0.000,-3.333,57.719,134.501,66.600,134.224,133.090,131.704,124.812,102.460,95.871,67.017,29.038,9.444,3.959,0.008,0.000,1086.293,5000.000,250.000,0.978,76.782,72.996,-99623.470,-99659.295,500000.000,OFF,1067.400,Oil,-99659.295,-99659.295,122.479
7/10/2020,11:03:05,145.2,Draw,ON,OFF,5.892,5.763,0.000,6257.997,-11.371,6246.626,43.566,3.040,2.996,43.092,120.144,130.866,0.096,0.000,-0.000,-3.333,57.718,134.449,66.603,134.017,133.018,131.503,124.708,101.627,95.987,67.017,29.038,9.443,3.954,0.008,0.000,1086.293,5000.000,250.000,0.978,76.731,73.013,-99625.743,-99661.632,500000.000,OFF,1067.400,Oil,-99661.632,-99661.632,122.089
7/10/2020,11:03:10,150.2,Draw,ON,OFF,5.948,5.818,0.000,6317.484,-11.371,6306.113,43.819,3.038,2.995,43.341,119.705,130.866,0.096,0.000,-0.000,-3.333,57.713,134.390,66.601,133.886,132.926,131.316,124.515,100.616,94.973,67.014,29.038,9.443,3.956,0.008,0.000,1086.293,5000.000,250.000,0.978,76.677,73.025,-99624.176,-99660.076,500000.000,OFF,1067.400,Oil,-99660.076,-99660.076,121.743
7/10/2020,11:03:15,155.2,Draw,ON,OFF,6.004,5.873,0.000,6376.972,-11.371,6365.601,44.072,3.039,2.996,43.591,119.178,130.866,0.096,0.000,-0.000,-3.333,57.706,134.387,66.607,133.759,132.808,131.524,124.149,99.781,93.044,67.014,29.038,9.442,3.956,0.008,0.000,1086.293,5000.000,250.000,0.978,76.681,73.037,-99624.544,-99660.382,500000.000,OFF,1067.400,Oil,-99660.382,-99660.382,121.374
7/10/2020,11:03:20,160.2,Draw,ON,OFF,6.056,5.924,0.000,6432.210,-11.371,6420.839,44.326,3.041,2.997,43.841,118.893,130.866,0.096,0.000,-0.000,-3.333,57.713,134.324,66.611,133.738,132.762,131.778,123.892,98.814,92.375,67.013,29.038,9.441,3.956,0.008,0.000,1086.293,5000.000,250.000,0.978,76.611,73.033,-99624.662,-99660.531,500000.000,OFF,1067.400,Oil,-99660.531,-99660.531,121.002
7/10/2020,11:03:25,165.2,Draw,ON,OFF,6.112,5.979,0.000,6491.697,-11.371,6480.326,44.579,3.035,2.992,44.090,118.726,130.866,0.096,0.000,-0.000,-3.333,57.736,134.172,66.609,133.759,132.691,131.680,123.732,98.050,92.444,67.012,29.038,9.441,3.956,0.008,0.000,1086.293,5000.000,250.000,0.978,76.436,73.050,-99624.687,-99660.538,500000.000,OFF,1067.400,Oil,-99660.538,-99660.538,120.638
7/10/2020,11:03:30,170.2,Draw,ON,OFF,6.168,6.033,0.000,6551.184,-11.371,6539.813,44.832,3.039,2.996,44.340,118.553,130.866,0.096,0.000,-0.000,-3.333,57.719,134.094,66.615,133.725,132.611,131.440,123.692,97.306,92.544,67.012,29.038,9.442,3.954,0.008,0.000,1086.293,5000.000,250.000,0.978,76.374,73.053,-99624.403,-99660.286,500000.000,OFF,1067.400,Oil,-99660.286,-99660.286,120.320
7/10/2020,11:03:35,175.2,Draw,ON,OFF,6.220,6.084,0.000,6606.423,-11.371,6595.052,45.085,3.039,2.996,44.589,118.339,130.866,0.096,0.000,-0.000,-3.333,57.711,133.984,66.620,133.687,132.542,131.648,123.383,95.878,92.895,67.010,29.038,9.442,3.954,0.008,0.000,1086.293,5000.000,250.000,0.978,76.273,73.054,-99624.981,-99660.797,500000.000,OFF,1067.400,Oil,-99660.797,-99660.797,120.017
7/10/2020,11:03:40,180.2,Draw,ON,OFF,6.280,6.143,0.000,6670.160,-11.371,6658.789,45.338,3.039,2.996,44.839,117.981,130.866,0.096,0.000,-0.000,-3.333,57.714,133.834,66.614,133.555,132.468,131.192,123.067,95.245,92.356,67.009,29.038,9.441,3.953,0.008,0.000,1086.293,5000.000,250.000,0.978,76.119,73.059,-99623.311,-99659.136,500000.000,OFF,1067.400,Oil,-99659.136,-99659.136,119.706
7/10/2020,11:03:45,185.2,Draw,ON,OFF,6.332,6.194,0.000,6725.398,-11.371,6714.027,45.592,3.039,2.996,45.089,117.692,130.866,0.096,0.000,-0.000,-3.333,57.704,133.880,66.611,133.460,132.440,130.870,122.792,95.550,91.039,67.008,29.038,9.441,3.962,0.008,0.000,1086.293,5000.000,250.000,0.978,76.176,73.072,-99624.027,-99659.896,500000.000,OFF,1067.400,Oil,-99659.896,-99659.896,119.414
7/10/2020,11:03:50,190.2,Draw,ON,OFF,6.388,6.248,0.000,6784.885,-11.371,6773.514,45.845,3.039,2.996,45.338,117.433,130.866,0.096,0.000,-0.000,-3.333,57.711,133.861,66.611,133.379,132.351,130.704,122.557,95.485,90.121,67.009,29.038,9.439,3.956,0.008,0.000,1086.293,5000.000,250.000,0.978,76.150,73.067,-99626.897,-99662.754,500000.000,OFF,1067.400,Oil,-99662.754,-99662.754,119.111
7/10/2020,11:03:55,195.2,Draw,ON,OFF,6.440,6.299,0.000,6840.124,-11.371,6828.753,46.098,3.036,2.993,45.588,116.864,130.866,0.096,0.000,-0.000,-3.333,57.725,133.874,66.612,133.291,132.244,130.511,121.718,94.657,88.765,67.008,29.038,9.441,3.958,0.008,0.000,1086.293,5000.000,250.000,0.978,76.149,73.068,-99623.257,-99659.069,500000.000,OFF,1067.400,Oil,-99659.069,-99659.069,118.809
7/10/2020,11:04:00,200.2,Draw,ON,OFF,6.496,6.354,0.000,6899.612,-11.371,6888.241,46.351,3.039,2.996,45.837,116.382,130.866,0.096,0.000,-0.000,-3.333,57.726,133.831,66.614,133.227,132.177,130.351,120.718,93.445,88.375,67.007,29.038,9.441,3.962,0.008,0.000,1086.293,5000.000,250.000,0.978,76.104,73.062,-99623.644,-99659.517,500000.000,OFF,1067.400,Oil,-99659.517,-99659.517,118.491
7/10/2020,11:04:05,205.2,Draw,ON,OFF,6.548,6.405,0.000,6954.851,-11.371,6943.480,46.605,3.039,2.996,46.087,116.015,130.866,0.096,0.000,-0.000,-3.333,57.722,133.792,66.616,133.179,132.119,130.663,120.398,92.296,87.435,67.006,29.038,9.443,3.960,0.008,0.000,1086.293,5000.000,250.000,0.978,76.071,73.073,-99624.836,-99660.744,500000.000,OFF,1067.400,Oil,-99660.744,-99660.744,118.156
7/10/2020,11:04:10,210.2,Draw,ON,OFF,6.608,6.464,0.000,7018.588,-11.371,7007.217,46.858,3.039,2.996,46.337,115.990,130.866,0.096,0.000,-0.000,-3.333,57.707,133.733,66.621,133.089,132.032,130.853,120.050,92.018,87.898,67.006,29.038,9.443,3.956,0.008,0.000,1086.293,5000.000,250.000,0.978,76.026,73.065,-99626.912,-99662.773,500000.000,OFF,1067.400,Oil,-99662.773,-99662.773,117.823
