Version: ,2.15.1031.19, , , , , 
Water Heater Test Report, ,,,,,
Test Procedure,DOE UEF 1st Hour (Storage),,,,,
, ,,,,,
File Name:,UEFFHRgasST-3-GE3-1102.csv,,,,,
Test Start Date & Time:,7/10/2020 11:00:40,,,,,
Test Name:,UEFFHRgasST-3-GE3-1102,,,,,
Operator:,Ashley Cocita,,,,,
Station and Location: ,Cleveland - 3,,,,,
Manufacturer:,GE,,,,,
Model Number:,40T-12BXR01,,,,,
Serial Number:,PROTO,,,,,
UEF Water Heater Type:, ,,,,,
Heating Method:,Nat/LP gas,,,,,
Water Heater Description:,40136 BTU/15 min,,,,,
Vst:,38.35,,,,,
Predraws Selected: ,0,,,,,
 , ,,,,,
Thermocouple Tree: ,Hulk Hogan,,,,,
 ,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6
Probe Heights: ,0.00,0.00,0.00,0.00,0.00,0.00
Date,Time,Elapsed Time,Message,Burner/Lower Element,Upper Element,Total Uncorr. Gas Cons.,Total Corr. Gas Cons,Gas Rate (BTU/hr),Q Gas,Q Elec,Q Total,Total Water Cons. @Outlet,Water Flow Rate @Outlet,Water Flow Rate @Inlet,Total Water Cons. @Inlet,Mean Tank Temp,Max Mean Tank Temp,Voltage,Current,Watts,Watt-Hours,Inlet Temp,Outlet Temp,Ambient Temp,Probe 1,Probe 2,Probe 3,Probe 4,Probe 5,Probe 6,Gas Temp,Barometer,Gas Meter Pressure,Manifold Pressure,High Flow Water Reg.,Humidity,Oil Heating Value,Water Scale Factor,Gas Scale Factor,Gas CF,Delta,Water Press.,Inlet,Outlet,Oil Scale Factor,Bypass Valve,Oil Heating Value,HV Type Selected,Tohx,Comb. Air Temp,Mean Tank Temp (60s Avg)
7/10/2020,11:47:26,2806.7,Wait for Cutout,ON,OFF,33.268,32.530,39802.971,35332.398,-11.371,35321.027,166.477,0.000,0.000,164.718,89.764,120.299,0.096,0.000,-0.000,-3.333,58.279,109.102,66.746,105.585,92.865,88.053,85.177,83.779,83.127,67.193,29.038,9.451,3.932,0.008,0.000,1086.293,5000.000,250.000,0.978,50.822,81.552,-99572.299,-99608.458,500000.000,OFF,1067.400,Oil,-99608.458,-99608.458,88.947
7/10/2020,11:47:31,2811.7,Wait for Cutout,ON,OFF,33.312,32.573,39561.776,35379.123,-11.371,35367.752,166.477,0.000,0.000,164.718,89.864,120.299,0.096,0.000,-0.000,-3.333,58.309,109.047,66.749,105.602,92.853,88.110,85.432,84.005,83.182,67.192,29.038,9.452,3.933,0.008,0.000,1086.293,5000.000,250.000,0.978,50.738,81.575,-99573.293,-99609.406,500000.000,OFF,1067.400,Oil,-99609.406,-99609.406,89.073
7/10/2020,11:47:36,2816.7,Wait for Cutout,ON,OFF,33.372,32.632,39843.618,35442.839,-11.371,35431.468,166.477,0.000,0.000,164.718,90.082,120.299,0.096,0.000,-0.000,-3.333,58.349,108.991,66.749,105.637,93.044,88.282,85.545,84.421,83.559,67.193,29.038,9.451,3.946,0.008,0.000,1086.293,5000.000,250.000,0.978,50.642,81.601,-99576.043,-99612.222,500000.000,OFF,1067.400,Oil,-99612.222,-99612.222,89.205
7/10/2020,11:47:41,2821.7,Wait for Cutout,ON,OFF,33.416,32.675,39601.328,35489.564,-11.371,35478.193,166.477,0.000,0.000,164.718,90.163,120.299,0.096,0.000,-0.000,-3.333,58.392,108.941,66.755,105.654,93.121,88.432,85.584,84.380,83.805,67.194,29.038,9.452,3.933,0.008,0.000,1086.293,5000.000,250.000,0.978,50.550,81.626,-99571.726,-99607.854,500000.000,OFF,1067.400,Oil,-99607.854,-99607.854,89.343
7/10/2020,11:47:46,2826.7,Wait for Cutout,ON,OFF,33.476,32.734,39883.936,35553.280,-11.371,35541.909,166.477,0.000,0.000,164.718,90.267,120.299,0.096,0.000,-0.000,-3.333,58.443,108.887,66.757,105.694,92.833,88.677,85.946,84.433,84.018,67.194,29.038,9.452,3.936,0.008,0.000,1086.293,5000.000,250.000,0.978,50.444,81.651,-99572.956,-99609.098,500000.000,OFF,1067.400,Oil,-99609.098,-99609.098,89.484
7/10/2020,11:47:51,2831.7,Wait for Cutout,ON,OFF,33.520,32.777,39581.431,35600.005,-11.371,35588.634,166.477,0.000,0.000,164.718,90.339,120.299,0.096,0.000,-0.000,-3.333,58.503,108.834,66.760,105.668,92.955,88.760,86.058,84.492,84.098,67.193,29.038,9.451,3.937,0.008,0.000,1086.293,5000.000,250.000,0.978,50.332,81.678,-99573.118,-99609.221,500000.000,OFF,1067.400,Oil,-99609.221,-99609.221,89.622
7/10/2020,11:47:56,2836.7,Wait for Cutout,ON,OFF,33.580,32.835,39945.316,35663.721,-11.371,35652.350,166.477,0.000,0.000,164.718,90.463,120.299,0.096,0.000,-0.000,-3.333,58.584,108.774,66.763,105.680,93.078,88.896,86.271,84.626,84.225,67.196,29.038,9.452,3.947,0.008,0.000,1086.293,5000.000,250.000,0.978,50.190,81.703,-99573.829,-99609.931,500000.000,OFF,1067.400,Oil,-99609.931,-99609.931,89.753
7/10/2020,11:48:01,2841.7,Wait for Cutout,ON,OFF,33.624,32.878,39581.351,35710.446,-11.371,35699.075,166.477,0.000,0.000,164.718,90.580,120.299,0.096,0.000,-0.000,-3.333,58.671,108.724,66.763,105.784,93.141,88.996,86.519,84.712,84.331,67.197,29.038,9.451,3.945,0.008,0.000,1086.293,5000.000,250.000,0.978,50.053,81.729,-99572.049,-99608.162,500000.000,OFF,1067.400,Oil,-99608.162,-99608.162,89.873
7/10/2020,11:48:06,2846.7,Wait for Cutout,ON,OFF,33.684,32.937,39965.223,35774.161,-11.371,35762.790,166.477,0.000,0.000,164.718,90.693,120.299,0.096,0.000,-0.000,-3.333,58.770,108.672,66.762,105.867,93.353,89.053,86.644,84.821,84.420,67.197,29.038,9.452,3.933,0.008,0.000,1086.293,5000.000,250.000,0.978,49.902,81.756,-99570.533,-99606.625,500000.000,OFF,1067.400,Oil,-99606.625,-99606.625,89.995
7/10/2020,11:48:11,2851.7,Wait for Cutout,ON,OFF,33.728,32.980,39621.544,35820.886,-11.371,35809.515,166.477,0.000,0.000,164.718,90.905,120.299,0.096,0.000,-0.000,-3.333,58.879,108.617,66.763,105.913,93.577,89.264,86.770,85.249,84.659,67.197,29.038,9.453,3.926,0.008,0.000,1086.293,5000.000,250.000,0.978,49.738,81.782,-99575.449,-99611.489,500000.000,OFF,1067.400,Oil,-99611.489,-99611.489,90.120
7/10/2020,11:48:16,2856.7,Wait for Cutout,ON,OFF,33.784,33.035,39802.602,35880.354,-11.371,35868.983,166.477,0.000,0.000,164.718,91.105,120.299,0.096,0.000,-0.000,-3.333,59.012,108.551,66.759,105.900,93.674,89.504,86.867,85.672,85.016,67.198,29.038,9.452,3.936,0.008,0.000,1086.293,5000.000,250.000,0.978,49.538,81.808,-99572.094,-99608.178,500000.000,OFF,1067.400,Oil,-99608.178,-99608.178,90.251
7/10/2020,11:48:21,2861.7,Wait for Cutout,ON,OFF,33.832,33.082,39661.618,35931.327,-11.371,35919.956,166.477,0.000,0.000,164.718,91.222,120.299,0.096,0.000,-0.000,-3.333,59.132,108.498,66.757,105.942,93.633,89.489,86.997,86.162,85.111,67.197,29.038,9.452,3.940,0.008,0.000,1086.293,5000.000,250.000,0.978,49.366,81.835,-99574.599,-99610.619,500000.000,OFF,1067.400,Oil,-99610.619,-99610.619,90.383
7/10/2020,11:48:26,2866.7,Wait for Cutout,ON,OFF,33.884,33.132,39762.303,35986.547,-11.371,35975.176,166.477,0.000,0.000,164.718,91.360,120.299,0.096,0.000,-0.000,-3.333,59.254,108.449,66.757,105.961,93.662,89.622,87.433,86.341,85.141,67.198,29.038,9.452,3.951,0.008,0.000,1086.293,5000.000,250.000,0.978,49.195,81.861,-99573.295,-99609.345,500000.000,OFF,1067.400,Oil,-99609.345,-99609.345,90.516
7/10/2020,11:48:31,2871.7,Wait for Cutout,ON,OFF,33.940,33.187,39762.261,36046.015,-11.371,36034.644,166.477,0.000,0.000,164.718,91.557,120.299,0.096,0.000,-0.000,-3.333,59.377,108.402,66.757,105.972,93.762,89.932,87.446,86.500,85.727,67.196,29.038,9.452,3.934,0.008,0.000,1086.293,5000.000,250.000,0.978,49.025,81.887,-99576.163,-99612.156,500000.000,OFF,1067.400,Oil,-99612.156,-99612.156,90.651
7/10/2020,11:48:36,2876.7,Wait for Cutout,ON,OFF,33.988,33.234,39681.405,36096.987,-11.371,36085.616,166.477,0.000,0.000,164.718,91.718,120.299,0.096,0.000,-0.000,-3.333,59.517,108.358,66.757,105.997,93.996,90.120,87.536,86.639,86.021,67.198,29.038,9.453,3.931,0.008,0.000,1086.293,5000.000,250.000,0.978,48.841,81.915,-99571.401,-99607.436,500000.000,OFF,1067.400,Oil,-99607.436,-99607.436,90.791
7/10/2020,11:48:41,2881.7,Wait for Cutout,ON,OFF,34.048,33.293,39822.453,36160.703,-11.371,36149.332,166.477,0.000,0.000,164.718,91.910,120.299,0.096,0.000,-0.000,-3.333,59.638,108.318,66.758,106.052,94.239,90.170,87.817,86.945,86.239,67.199,29.038,9.452,3.938,0.008,0.000,1086.293,5000.000,250.000,0.978,48.679,81.942,-99572.559,-99608.598,500000.000,OFF,1067.400,Oil,-99608.598,-99608.598,90.932
7/10/2020,11:48:46,2886.7,Wait for Cutout,ON,OFF,34.092,33.336,39601.241,36207.427,-11.371,36196.056,166.477,0.000,0.000,164.718,92.057,120.299,0.096,0.000,-0.000,-3.333,59.764,108.275,66.756,106.082,94.464,90.233,88.108,87.129,86.326,67.200,29.038,9.453,3.941,0.008,0.000,1086.293,5000.000,250.000,0.978,48.511,81.969,-99571.724,-99607.728,500000.000,OFF,1067.400,Oil,-99607.728,-99607.728,91.081
7/10/2020,11:48:51,2891.7,Wait for Cutout,ON,OFF,34.152,33.394,39842.650,36271.142,-11.371,36259.772,166.477,0.000,0.000,164.718,92.096,120.299,0.096,0.000,-0.000,-3.333,59.885,108.225,66.754,106.131,94.489,90.132,88.102,87.253,86.472,67.202,29.038,9.452,3.926,0.008,0.000,1086.293,5000.000,250.000,0.978,48.340,81.995,-99576.264,-99612.350,500000.000,OFF,1067.400,Oil,-99612.350,-99612.350,91.227
7/10/2020,11:48:56,2896.7,Wait for Cutout,ON,OFF,34.196,33.437,39581.147,36317.867,-11.371,36306.496,166.477,0.000,0.000,164.718,92.067,120.299,0.096,0.000,-0.000,-3.333,60.034,108.174,66.756,106.116,94.155,90.043,88.127,87.354,86.605,67.201,29.038,9.453,3.933,0.008,0.000,1086.293,5000.000,250.000,0.978,48.140,82.021,-99568.621,-99604.652,500000.000,OFF,1067.400,Oil,-99604.652,-99604.652,91.366
7/10/2020,11:49:01,2901.7,Wait for Cutout,ON,OFF,34.256,33.496,39862.860,36381.582,-11.371,36370.211,166.477,0.000,0.000,164.718,92.087,120.299,0.096,0.000,-0.000,-3.333,60.170,108.125,66.758,106.125,94.020,89.970,88.179,87.329,86.899,67.201,29.038,9.452,3.925,0.008,0.000,1086.293,5000.000,250.000,0.978,47.955,82.049,-99571.389,-99607.497,500000.000,OFF,1067.400,Oil,-99607.497,-99607.497,91.496
7/10/2020,11:49:06,2906.7,Wait for Cutout,ON,OFF,34.304,33.543,39641.394,36432.554,-11.371,36421.183,166.477,0.000,0.000,164.718,92.193,120.299,0.096,0.000,-0.000,-3.333,60.311,108.071,66.756,106.159,94.046,90.006,88.271,87.664,87.012,67.202,29.038,9.451,3.933,0.008,0.000,1086.293,5000.000,250.000,0.978,47.760,82.074,-99569.455,-99605.568,500000.000,OFF,1067.400,Oil,-99605.568,-99605.568,91.622
7/10/2020,11:49:11,2911.7,Wait for Cutout,ON,OFF,34.364,33.602,39944.336,36496.269,-11.371,36484.898,166.477,0.000,0.000,164.718,92.294,120.299,0.096,0.000,-0.000,-3.333,60.455,108.017,66.755,106.261,94.006,90.076,88.433,87.791,87.196,67.203,29.038,9.452,3.935,0.008,0.000,1086.293,5000.000,250.000,0.978,47.561,82.102,-99571.934,-99607.985,500000.000,OFF,1067.400,Oil,-99607.985,-99607.985,91.744
7/10/2020,11:49:16,2916.7,Wait for Cutout,ON,OFF,34.412,33.649,39681.492,36547.241,-11.371,36535.870,166.477,0.000,0.000,164.718,92.351,120.299,0.096,0.000,-0.000,-3.333,60.625,107.956,66.756,106.302,94.045,90.150,88.679,87.723,87.205,67.204,29.038,9.451,3.933,0.008,0.000,1086.293,5000.000,250.000,0.978,47.331,82.129,-99569.951,-99606.054,500000.000,OFF,1067.400,Oil,-99606.054,-99606.054,91.855
7/10/2020,11:49:21,2921.7,Wait for Cutout,ON,OFF,34.468,33.703,39944.658,36606.708,-11.371,36595.337,166.477,0.000,0.000,164.718,92.563,120.299,0.096,0.000,-0.000,-3.333,60.778,107.905,66.753,106.326,94.247,90.396,89.224,87.686,87.500,67.205,29.038,9.452,3.944,0.008,0.000,1086.293,5000.000,250.000,0.978,47.127,82.157,-99572.002,-99608.075,500000.000,OFF,1067.400,Oil,-99608.075,-99608.075,91.963
7/10/2020,11:49:26,2926.7,Wait for Cutout,ON,OFF,34.512,33.746,39580.697,36653.432,-11.371,36642.061,166.477,0.000,0.000,164.718,92.812,120.299,0.096,0.000,-0.000,-3.333,60.933,107.853,66.755,106.302,94.477,90.968,89.248,88.116,87.761,67.205,29.038,9.451,3.941,0.008,0.000,1086.293,5000.000,250.000,0.978,46.920,82.185,-99571.050,-99607.095,500000.000,OFF,1067.400,Oil,-99607.095,-99607.095,92.079
7/10/2020,11:49:31,2931.7,Wait for Cutout,ON,OFF,34.572,33.805,39903.445,36717.146,-11.371,36705.775,166.477,0.000,0.000,164.718,93.089,120.299,0.096,0.000,-0.000,-3.333,61.099,107.809,66.762,106.290,94.668,91.341,89.350,88.910,87.976,67.206,29.038,9.452,3.926,0.008,0.000,1086.293,5000.000,250.000,0.978,46.710,82.212,-99573.057,-99609.035,500000.000,OFF,1067.400,Oil,-99609.035,-99609.035,92.210
7/10/2020,11:49:36,2936.7,Wait for Cutout,ON,OFF,34.620,33.852,39681.124,36768.118,-11.371,36756.747,166.477,0.000,0.000,164.718,93.161,120.299,0.096,0.000,-0.000,-3.333,61.300,107.757,66.767,106.278,94.802,91.536,89.434,88.864,88.052,67.207,29.038,9.452,3.938,0.008,0.000,1086.293,5000.000,250.000,0.978,46.457,82.242,-99574.139,-99610.103,500000.000,OFF,1067.400,Oil,-99610.103,-99610.103,92.334
7/10/2020,11:49:41,2941.7,Wait for Cutout,ON,OFF,34.672,33.903,39802.333,36823.337,-11.371,36811.966,166.477,0.000,0.000,164.718,93.330,120.299,0.096,0.000,-0.000,-3.333,61.476,107.716,66.770,106.362,95.116,91.757,89.661,88.754,88.330,67.208,29.038,9.451,3.934,0.008,0.000,1086.293,5000.000,250.000,0.978,46.240,82.266,-99572.619,-99608.666,500000.000,OFF,1067.400,Oil,-99608.666,-99608.666,92.452
7/10/2020,11:49:46,2946.7,Wait for Cutout,ON,OFF,34.724,33.954,39720.907,36878.556,-11.371,36867.185,166.477,0.000,0.000,164.718,93.467,120.299,0.096,0.000,-0.000,-3.333,61.657,107.673,66.774,106.456,95.206,91.914,90.070,88.635,88.524,67.209,29.038,9.452,3.931,0.008,0.000,1086.293,5000.000,250.000,0.978,46.015,82.295,-99571.166,-99607.278,500000.000,OFF,1067.400,Oil,-99607.278,-99607.278,92.568
7/10/2020,11:49:51,2951.7,Wait for Cutout,ON,OFF,34.772,34.001,39680.804,36929.527,-11.371,36918.156,166.477,0.000,0.000,164.718,93.652,120.299,0.096,0.000,-0.000,-3.333,61.843,107.629,66.774,106.496,95.357,91.960,89.869,88.637,89.590,67.210,29.038,9.452,3.936,0.008,0.000,1086.293,5000.000,250.000,0.978,45.786,82.321,-99567.943,-99604.064,500000.000,OFF,1067.400,Oil,-99604.064,-99604.064,92.694
7/10/2020,11:49:56,2956.7,Wait for Cutout,ON,OFF,34.828,34.055,39761.578,36988.994,-11.371,36977.623,166.477,0.000,0.000,164.718,93.705,120.299,0.096,0.000,-0.000,-3.333,62.070,107.576,66.775,106.583,95.452,91.834,89.970,88.811,89.580,67.208,29.038,9.452,3.932,0.008,0.000,1086.293,5000.000,250.000,0.978,45.505,82.350,-99572.169,-99608.286,500000.000,OFF,1067.400,Oil,-99608.286,-99608.286,92.829
7/10/2020,11:50:01,2961.7,Wait for Cutout,ON,OFF,34.876,34.102,39620.279,37039.965,-11.371,37028.594,166.477,0.000,0.000,164.718,93.812,120.299,0.096,0.000,-0.000,-3.333,62.273,107.529,66.771,106.607,95.523,91.644,90.168,88.999,89.930,67.210,29.038,9.453,3.934,0.008,0.000,1086.293,5000.000,250.000,0.978,45.256,82.378,-99570.024,-99606.109,500000.000,OFF,1067.400,Oil,-99606.109,-99606.109,92.969
7/10/2020,11:50:06,2966.7,Wait for Cutout,ON,OFF,34.932,34.157,39801.730,37099.431,-11.371,37088.060,166.477,0.000,0.000,164.718,93.825,120.299,0.096,0.000,-0.000,-3.333,62.484,107.477,66.772,106.622,95.293,91.639,90.164,89.207,90.026,67.210,29.038,9.452,3.935,0.008,0.000,1086.293,5000.000,250.000,0.978,44.993,82.407,-99571.156,-99607.283,500000.000,OFF,1067.400,Oil,-99607.283,-99607.283,93.110
7/10/2020,11:50:11,2971.7,Wait for Cutout,ON,OFF,34.976,34.200,39560.538,37146.155,-11.371,37134.784,166.477,0.000,0.000,164.718,93.840,120.299,0.096,0.000,-0.000,-3.333,62.705,107.420,66.775,106.586,95.203,91.813,90.201,89.417,89.816,67.213,29.038,9.454,3.923,0.008,0.000,1086.293,5000.000,250.000,0.978,44.716,82.437,-99569.859,-99605.912,500000.000,OFF,1067.400,Oil,-99605.912,-99605.912,93.241
7/10/2020,11:50:16,2976.7,Wait for Cutout,ON,OFF,35.036,34.259,39842.366,37209.869,-11.371,37198.498,166.477,0.000,0.000,164.718,94.132,120.299,0.096,0.000,-0.000,-3.333,62.973,107.359,66.778,106.528,95.562,92.190,90.872,89.873,89.766,67.214,29.038,9.452,3.932,0.008,0.000,1086.293,5000.000,250.000,0.978,44.387,82.465,-99570.761,-99606.863,500000.000,OFF,1067.400,Oil,-99606.863,-99606.863,93.381
7/10/2020,11:50:21,2981.7,Wait for Cutout,ON,OFF,35.080,34.302,39540.277,37256.592,-11.371,37245.221,166.477,0.000,0.000,164.718,94.252,120.299,0.096,0.000,-0.000,-3.333,63.198,107.308,66.776,106.544,95.711,92.415,90.955,89.999,89.888,67.213,29.038,9.452,3.928,0.008,0.000,1086.293,5000.000,250.000,0.978,44.110,82.495,-99576.249,-99612.392,500000.000,OFF,1067.400,Oil,-99612.392,-99612.392,93.526
7/10/2020,11:50:26,2986.7,Wait for Cutout,ON,OFF,35.140,34.360,39882.676,37320.306,-11.371,37308.935,166.477,0.000,0.000,164.718,94.459,120.299,0.096,0.000,-0.000,-3.333,63.435,107.260,66.778,106.594,95.887,92.960,90.885,90.454,89.975,67.214,29.038,9.451,3.931,0.008,0.000,1086.293,5000.000,250.000,0.978,43.825,82.524,-99568.728,-99604.846,500000.000,OFF,1067.400,Oil,-99604.846,-99604.846,93.668
7/10/2020,11:50:31,2991.7,Wait for Cutout,ON,OFF,35.188,34.407,39612.919,37371.269,-11.371,37359.898,166.477,0.000,0.000,164.718,94.655,120.299,0.096,0.000,-0.000,-3.333,63.669,107.215,66.776,106.742,96.082,93.098,90.867,90.761,90.378,67.214,29.029,9.451,3.935,0.008,0.000,1086.089,5000.000,250.000,0.977,43.545,82.553,-99572.155,-99608.257,500000.000,OFF,1067.200,Oil,-99608.257,-99608.257,93.800
7/10/2020,11:50:36,2996.7,Wait for Cutout,ON,OFF,35.244,34.462,39915.157,37430.705,-11.371,37419.334,166.477,0.000,0.000,164.718,94.783,120.299,0.096,0.000,-0.000,-3.333,63.952,107.171,66.775,106.831,96.253,93.297,91.042,90.853,90.424,67.215,29.029,9.451,3.921,0.008,0.000,1086.089,5000.000,250.000,0.977,43.218,82.578,-99571.030,-99607.181,500000.000,OFF,1067.200,Oil,-99607.181,-99607.181,93.932
7/10/2020,11:50:41,3001.7,Wait for Cutout,ON,OFF,35.288,34.505,39571.991,37477.406,-11.371,37466.035,166.477,0.000,0.000,164.718,94.894,120.299,0.096,0.000,-0.000,-3.333,64.191,107.134,66.775,106.883,96.350,93.452,91.474,90.655,90.549,67.215,29.029,9.452,3.936,0.008,0.000,1086.089,5000.000,250.000,0.977,42.943,82.608,-99570.809,-99606.888,500000.000,OFF,1067.200,Oil,-99606.888,-99606.888,94.068
7/10/2020,11:50:46,3006.7,Wait for Cutout,ON,OFF,35.344,34.560,39772.700,37536.842,-11.371,37525.471,166.477,0.000,0.000,164.718,95.142,120.299,0.096,0.000,-0.000,-3.333,64.439,107.090,66.778,106.855,96.468,93.581,91.800,90.621,91.528,67.217,29.029,9.451,3.926,0.008,0.000,1086.089,5000.000,250.000,0.977,42.651,82.637,-99569.607,-99605.738,500000.000,OFF,1067.200,Oil,-99605.738,-99605.738,94.202
7/10/2020,11:50:51,3011.7,Wait for Cutout,ON,OFF,35.392,34.607,39631.804,37587.788,-11.371,37576.417,166.477,0.000,0.000,164.718,95.506,120.299,0.096,0.000,-0.000,-3.333,64.690,107.050,66.781,106.713,96.597,93.837,91.645,90.902,93.340,67.216,29.029,9.452,3.934,0.008,0.000,1086.089,5000.000,250.000,0.977,42.360,82.664,-99570.492,-99606.647,500000.000,OFF,1067.200,Oil,-99606.647,-99606.647,94.348
7/10/2020,11:50:56,3016.7,Wait for Cutout,ON,OFF,35.444,34.657,39731.844,37642.978,-11.371,37631.608,166.477,0.000,0.000,164.718,95.799,120.299,0.096,0.000,-0.000,-3.333,64.988,106.995,66.778,106.690,96.671,93.999,91.640,91.958,93.834,67.219,29.029,9.452,3.935,0.008,0.000,1086.089,5000.000,250.000,0.977,42.008,82.693,-99568.722,-99604.871,500000.000,OFF,1067.200,Oil,-99604.871,-99604.871,94.509
7/10/2020,11:51:01,3021.7,Wait for Cutout,ON,OFF,35.496,34.708,39670.675,37698.169,-11.371,37686.799,166.477,0.000,0.000,164.718,95.915,120.299,0.096,0.000,-0.000,-3.333,65.251,106.947,66.774,106.809,96.708,94.242,91.828,92.611,93.292,67.219,29.029,9.452,3.930,0.008,0.000,1086.089,5000.000,250.000,0.977,41.695,82.724,-99572.937,-99609.039,500000.000,OFF,1067.200,Oil,-99609.039,-99609.039,94.686
7/10/2020,11:51:06,3026.7,Wait for Cutout,ON,OFF,35.548,34.759,39730.942,37753.360,-11.371,37741.989,166.477,0.000,0.000,164.718,95.966,120.299,0.096,0.000,-0.000,-3.333,65.528,106.893,66.773,106.901,96.726,94.360,92.059,93.027,92.723,67.221,29.029,9.452,3.927,0.008,0.000,1086.089,5000.000,250.000,0.977,41.365,82.755,-99570.282,-99606.386,500000.000,OFF,1067.200,Oil,-99606.386,-99606.386,94.861
7/10/2020,11:51:11,3031.7,Wait for Cutout,ON,OFF,35.604,34.814,39790.959,37812.797,-11.371,37801.426,166.477,0.000,0.000,164.718,95.984,120.299,0.096,0.000,-0.000,-3.333,65.808,106.841,66.770,106.898,96.870,94.390,92.166,92.199,93.380,67.219,29.029,9.452,3.945,0.008,0.000,1086.089,5000.000,250.000,0.977,41.033,82.783,-99568.045,-99604.136,500000.000,OFF,1067.200,Oil,-99604.136,-99604.136,95.046
7/10/2020,11:51:16,3036.7,Wait for Cutout,ON,OFF,35.648,34.857,39569.567,37859.497,-11.371,37848.126,166.477,0.000,0.000,164.718,96.114,120.299,0.096,0.000,-0.000,-3.333,66.126,106.784,66.770,106.889,97.018,94.541,92.406,92.528,93.304,67.218,29.029,9.453,3.933,0.008,0.000,1086.089,5000.000,250.000,0.977,40.658,82.812,-99569.025,-99605.098,500000.000,OFF,1067.200,Oil,-99605.098,-99605.098,95.219
7/10/2020,11:51:21,3041.7,Wait for Cutout,ON,OFF,35.708,34.915,39830.759,37923.178,-11.371,37911.807,166.477,0.000,0.000,164.718,96.235,120.299,0.096,0.000,-0.000,-3.333,66.406,106.737,66.764,106.978,97.258,94.729,92.655,92.479,93.314,67.222,29.029,9.452,3.933,0.008,0.000,1086.089,5000.000,250.000,0.977,40.330,82.842,-99571.508,-99607.683,500000.000,OFF,1067.200,Oil,-99607.683,-99607.683,95.380
7/10/2020,11:51:26,3046.7,Wait for Cutout,ON,OFF,35.752,34.958,39589.086,37969.878,-11.371,37958.507,166.477,0.000,0.000,164.718,96.350,120.299,0.096,0.000,-0.000,-3.333,66.703,106.692,66.761,107.053,97.345,94.889,92.989,92.532,93.294,67.222,29.029,9.453,3.929,0.008,0.000,1086.089,5000.000,250.000,0.977,39.989,82.873,-99570.196,-99606.297,500000.000,OFF,1067.200,Oil,-99606.297,-99606.297,95.539
7/10/2020,11:51:31,3051.7,Wait for Cutout,ON,OFF,35.812,35.017,39850.742,38033.560,-11.371,38022.189,166.477,0.000,0.000,164.718,96.384,120.299,0.096,0.000,-0.000,-3.333,67.004,106.647,66.763,107.131,97.424,95.002,93.087,92.946,92.714,67.222,29.029,9.453,3.933,0.008,0.000,1086.089,5000.000,250.000,0.977,39.643,82.903,-99571.734,-99607.825,500000.000,OFF,1067.200,Oil,-99607.825,-99607.825,95.689
7/10/2020,11:51:36,3056.7,Wait for Cutout,ON,OFF,35.856,35.060,39588.185,38080.259,-11.371,38068.888,166.477,0.000,0.000,164.718,96.482,120.299,0.096,0.000,-0.000,-3.333,67.354,106.600,66.764,107.140,97.398,95.173,92.971,93.496,92.717,67.222,29.029,9.453,3.938,0.008,0.000,1086.089,5000.000,250.000,0.977,39.246,82.932,-99572.009,-99608.040,500000.000,OFF,1067.200,Oil,-99608.040,-99608.040,95.829
7/10/2020,11:51:41,3061.7,Wait for Cutout,ON,OFF,35.916,35.119,39890.455,38143.941,-11.371,38132.570,166.477,0.000,0.000,164.718,96.432,120.299,0.096,0.000,-0.000,-3.333,67.654,106.559,66.760,107.047,97.469,95.096,93.120,93.415,92.446,67.224,29.029,9.452,3.939,0.008,0.000,1086.089,5000.000,250.000,0.977,38.905,82.964,-99569.020,-99605.078,500000.000,OFF,1067.200,Oil,-99605.078,-99605.078,95.963
7/10/2020,11:51:46,3066.7,Wait for Cutout,ON,OFF,35.964,35.166,39627.545,38194.886,-11.371,38183.515,166.477,0.000,0.000,164.718,96.604,120.299,0.096,0.000,-0.000,-3.333,67.955,106.512,66.757,106.979,97.522,95.050,93.450,93.760,92.864,67.224,29.029,9.451,3.931,0.008,0.000,1086.089,5000.000,250.000,0.977,38.557,82.994,-99570.444,-99606.468,500000.000,OFF,1067.200,Oil,-99606.468,-99606.468,96.087
7/10/2020,11:51:51,3071.7,Wait for Cutout,ON,OFF,36.024,35.224,39950.806,38258.567,-11.371,38247.196,166.477,0.000,0.000,164.718,96.718,120.299,0.096,0.000,-0.000,-3.333,68.261,106.466,66.746,107.045,97.437,95.346,93.516,93.561,93.402,67.225,29.029,9.452,3.931,0.008,0.000,1086.089,5000.000,250.000,0.977,38.205,83.024,-99569.663,-99605.747,500000.000,OFF,1067.200,Oil,-99605.747,-99605.747,96.202
7/10/2020,11:51:56,3076.7,Wait for Cutout,ON,OFF,36.068,35.267,39586.544,38305.266,-11.371,38293.895,166.477,0.000,0.000,164.718,96.790,120.299,0.096,0.000,-0.000,-3.333,68.624,106.412,66.744,107.148,97.473,95.593,93.753,93.560,93.211,67.226,29.029,9.452,3.938,0.008,0.000,1086.089,5000.000,250.000,0.977,37.789,83.054,-99569.820,-99605.902,500000.000,OFF,1067.200,Oil,-99605.902,-99605.902,96.292
