09/29/2021,16:29:19.744,1799.65,6762.10,111.990000,0.200400,9.060000,17.127000,0.000000,59.978000,22.440000,0.403900,1.467066,1.416912,6760.000000,50.000000,59.484800,29.737500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,120.133333,57.833333,58.400000,109.300000,67.000000,0.131404,1.048195,0.060000,0.056000,0.054000,0.000000,8.820812,8.346932,57.687088,1.097547,125.081851,15.007685,6.175371,151.430328,1.066550,0.132708,0.000000,0.000000,120.500000,120.000000,120.066667,120.200000,120.100000,119.933333,140.000000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.600000,0.318000,0.315000,334.313438,1593262.489938,1501.219000,NatG-1,
09/29/2021,16:29:21.743,1801.65,6764.10,111.920000,0.200260,9.050000,17.132000,0.000000,59.977000,22.410000,0.403800,1.466793,1.416369,6762.000000,50.000000,59.484800,29.737500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,120.105556,57.600000,58.400000,114.800000,67.000000,0.165863,1.051849,0.061000,0.057000,0.056000,0.000000,8.757046,8.346944,57.688446,1.385907,125.370213,15.042230,6.175829,151.430237,1.060195,0.167788,0.000000,0.000000,120.500000,119.933333,119.966667,120.200000,120.100000,119.933333,139.700000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.431000,70.600000,0.321000,0.318000,337.497375,1593262.489938,1501.219000,NatG-1,
09/29/2021,16:29:23.740,1803.65,6766.10,111.930000,0.200290,9.050000,17.137000,0.000000,59.978000,22.420000,0.403900,1.467272,1.415974,6764.000000,50.000000,59.484800,29.625000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,120.100000,58.133333,58.400000,117.866667,67.000000,0.203363,1.047630,0.059000,0.055000,0.054000,0.000000,8.745256,8.346830,57.702461,1.698191,125.682494,15.079990,6.175056,151.430191,1.059553,0.205749,0.000000,0.000000,120.500000,119.933333,119.966667,120.200000,120.100000,119.900000,139.400000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.600000,0.321000,0.318000,337.497375,1593262.489938,1501.219000,NatG-1,
09/29/2021,16:29:26.810,1806.65,6769.17,111.900000,0.200200,9.050000,17.144000,0.000000,59.977000,22.400000,0.403800,1.466683,1.420822,6767.000000,50.000000,59.484800,28.837500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,120.105556,58.033333,58.400000,119.700000,67.000000,0.253784,1.034463,0.061000,0.056000,0.056000,0.000000,8.507263,8.346761,57.708405,2.119060,126.103337,15.130060,6.174759,151.430191,1.031186,0.256856,0.000000,0.000000,120.500000,119.933333,120.000000,120.200000,120.100000,119.900000,139.100000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.429000,70.600000,0.321000,0.318000,337.497375,1593262.489938,1501.219000,NatG-1,
09/29/2021,16:29:28.744,1808.65,6771.10,111.870000,0.200130,9.040000,17.149000,0.000000,59.979000,22.390000,0.403800,1.469345,1.418432,6769.000000,50.000000,59.484800,28.275000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,120.066667,57.966667,58.400000,120.100000,67.000000,0.286859,0.998057,0.060000,0.056000,0.053000,0.000000,8.139869,8.346779,57.708233,2.395161,126.380084,15.163213,6.173820,151.430267,0.986752,0.290352,0.000000,0.000000,120.500000,119.900000,119.966667,120.033333,120.100000,119.900000,138.900000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.600000,0.321000,0.318000,337.497375,1593262.489938,1501.219000,NatG-1,
09/29/2021,16:29:31.732,1811.65,6774.09,111.910000,0.200210,9.050000,17.157000,0.000000,59.981000,22.410000,0.403800,1.467859,1.414530,6772.000000,50.000000,59.484800,28.725000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.250 ,119.850000,57.800000,58.400000,120.433333,67.000000,0.333998,0.940576,0.059000,0.055000,0.054000,0.000000,7.793810,8.346840,57.701355,2.789296,126.773515,15.210346,6.172493,151.430176,0.944880,0.338159,0.000000,0.000000,120.500000,119.900000,119.733333,118.966667,120.100000,119.900000,138.600000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.600000,0.321000,0.318000,337.497375,1593263.551250,1501.220000,NatG-1,
09/29/2021,16:29:33.731,1813.65,6776.09,111.920000,0.200230,9.050000,17.162000,0.000000,59.979000,22.410000,0.403900,1.468511,1.411633,6774.000000,50.000000,59.484800,29.287500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.444 ,119.755556,57.800000,58.400000,120.500000,67.000000,0.365545,0.941810,0.060000,0.056000,0.058000,0.000000,7.926036,8.347016,57.679131,3.051962,127.036856,15.241816,6.172859,151.430313,0.960927,0.370010,0.000000,0.000000,120.500000,119.933333,119.766667,118.333333,120.100000,119.900000,138.400000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.600000,0.315000,0.311000,330.068188,1593263.551250,1501.220000,NatG-1,
09/29/2021,16:29:36.737,1816.66,6779.10,111.850000,0.200090,9.040000,17.169000,0.000000,59.979000,22.380000,0.403800,1.468139,1.411980,6777.000000,50.000000,59.484800,30.075000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,119.672222,57.533333,58.400000,120.566667,67.000000,0.412732,0.948367,0.062000,0.056000,0.057000,0.000000,7.920386,8.347239,57.652485,3.445837,127.430067,15.289003,6.173112,151.430191,0.960258,0.417769,0.000000,0.000000,120.500000,119.933333,119.800000,117.800000,120.100000,119.900000,138.100000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.600000,0.321000,0.318000,337.497375,1593263.551250,1501.220000,NatG-1,
09/29/2021,16:29:41.724,1821.65,6784.08,111.930000,0.200280,9.050000,17.182000,0.000000,59.977000,22.420000,0.403800,1.467146,1.416242,6782.000000,50.000000,59.484800,31.200000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.251 ,119.605556,57.700000,58.400000,120.600000,67.000000,0.492138,0.997813,0.059000,0.054000,0.056000,0.000000,8.411373,8.346951,57.687542,4.109298,128.093573,15.368497,6.174410,151.430298,1.019793,0.498210,0.000000,0.000000,120.500000,119.900000,119.600000,117.700000,120.033333,119.900000,137.500000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.431000,70.600000,0.318000,0.315000,334.313438,1593263.551250,1501.220000,NatG-1,
09/29/2021,16:29:44.729,1824.65,6787.09,111.900000,0.200210,9.050000,17.190000,0.000000,59.978000,22.400000,0.403800,1.467759,1.416622,6785.000000,50.000000,59.484800,31.200000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,119.550000,58.366667,58.400000,120.600000,67.000000,0.541920,1.001986,0.061000,0.055000,0.055000,-0.001000,8.382808,8.346922,57.688713,4.524128,128.509087,15.418279,6.174458,151.430313,1.016330,0.548504,0.000000,0.000000,120.500000,119.866667,119.533333,117.766667,119.800000,119.833333,137.200000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.610000,0.315000,0.311000,330.068188,1593264.612562,1501.221000,NatG-1,
09/29/2021,16:29:46.727,1826.65,6789.09,111.890000,0.200170,9.040000,17.195000,0.000000,59.979000,22.400000,0.403800,1.468552,1.417553,6787.000000,50.000000,59.484800,31.200000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,119.416667,58.466667,58.400000,120.600000,67.000000,0.575547,1.000571,0.060000,0.054000,0.055000,-0.001000,8.287724,8.347090,57.671043,4.804819,128.789766,15.451904,6.174010,151.430344,1.004802,0.582535,0.000000,0.000000,120.500000,119.800000,119.500000,117.833333,119.366667,119.500000,137.100000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.610000,0.315000,0.311000,330.068188,1593264.612562,1501.221000,NatG-1,
09/29/2021,16:29:49.732,1829.65,6792.09,111.900000,0.200180,9.050000,17.202000,0.000000,59.979000,22.400000,0.403800,1.467080,1.420197,6790.000000,50.000000,59.484800,31.200000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,119.194444,58.133333,58.400000,120.633333,67.000000,0.624421,0.981935,0.058000,0.054000,0.056000,-0.001000,8.160434,8.347147,57.664368,5.213463,129.197720,15.500776,6.173510,151.430145,0.989377,0.632084,0.000000,0.000000,120.500000,119.766667,119.433333,118.033333,119.000000,118.433333,136.700000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.420000,0.980000,29.431000,70.610000,0.318000,0.315000,334.313438,1593264.612562,1501.221000,NatG-1,
09/29/2021,16:29:51.732,1831.65,6794.09,111.920000,0.200250,9.050000,17.207000,0.000000,59.978000,22.410000,0.403800,1.467466,1.418066,6792.000000,50.000000,59.484800,31.762500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.447 ,119.205556,57.933333,58.400000,120.666667,67.000000,0.658530,0.980361,0.062000,0.057000,0.057000,0.000000,8.240550,8.346910,57.692230,5.498169,129.482437,15.534887,6.173965,151.430176,0.999099,0.666608,0.000000,0.000000,120.500000,119.800000,119.433333,118.333333,119.133333,118.033333,136.500000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.610000,0.315000,0.311000,330.068188,1593264.612562,1501.221000,NatG-1,
09/29/2021,16:29:54.720,1834.65,6797.08,111.900000,0.200190,9.050000,17.215000,0.000000,59.977000,22.400000,0.403800,1.468205,1.412779,6795.000000,50.000000,59.484800,31.987500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,119.083333,57.266667,58.400000,120.600000,67.000000,0.706902,1.018173,0.062000,0.056000,0.056000,0.000000,8.544459,8.346967,57.683620,5.901217,129.885502,15.583180,6.174832,151.430252,1.035928,0.715462,0.000000,0.000000,120.500000,119.766667,119.466667,118.833333,118.533333,117.400000,136.300000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.610000,0.318000,0.315000,334.313438,1593265.673875,1501.222000,NatG-1,
09/29/2021,16:29:59.725,1839.65,6802.08,111.940000,0.200280,9.050000,17.227000,0.000000,59.980000,22.420000,0.403900,1.466447,1.411649,6800.000000,50.000000,59.484800,31.425000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,118.938889,58.566667,58.400000,120.600000,67.000000,0.790190,0.994529,0.059000,0.056000,0.056000,0.000000,8.289490,8.346958,57.685970,6.596440,130.581391,15.666547,6.174052,151.430222,1.005016,0.799751,0.000000,0.000000,120.500000,119.700000,119.300000,119.266667,117.900000,116.966667,135.800000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.620000,0.321000,0.318000,337.497375,1593265.673875,1501.222000,NatG-1,
09/29/2021,16:30:02.727,1842.65,6805.09,111.890000,0.200180,9.040000,17.235000,0.000000,59.976000,22.400000,0.403800,1.467080,1.415050,6803.000000,50.000000,59.484800,31.650000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,118.883333,57.800000,58.400000,120.666667,67.000000,0.840179,0.976580,0.060000,0.055000,0.056000,0.000000,8.131505,8.346905,57.691238,7.014380,130.998637,15.716533,6.173857,151.430191,0.985878,0.850436,0.000000,0.000000,120.500000,119.666667,119.300000,119.166667,117.733333,116.933333,135.500000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.431000,70.620000,0.321000,0.318000,337.497375,1593265.673875,1501.222000,NatG-1,
09/29/2021,16:30:04.729,1844.65,6807.09,111.910000,0.200210,9.050000,17.240000,0.000000,59.977000,22.400000,0.403800,1.466560,1.416763,6805.000000,50.000000,59.484800,32.212500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,118.922222,58.233333,58.400000,120.700000,67.000000,0.872851,0.979348,0.060000,0.056000,0.054000,0.000000,8.241210,8.346876,57.694603,7.286405,131.271345,15.749125,6.173738,151.430283,0.999187,0.883424,0.000000,0.000000,120.500000,119.600000,119.333333,119.166667,117.933333,117.000000,135.300000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.620000,0.324000,0.321000,340.681312,1593266.735188,1501.223000,NatG-1,
09/29/2021,16:30:07.733,1847.65,6810.09,111.770000,0.199900,9.020000,17.247000,0.000000,59.978000,22.340000,0.403700,1.466783,1.417464,6808.000000,50.000000,59.484800,32.550000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,118.961111,57.633333,58.400000,120.700000,67.000000,0.921562,1.011932,0.061000,0.056000,0.053000,0.000000,8.496572,8.346857,57.696053,7.693674,131.677947,15.797922,6.174137,151.430389,1.030148,0.932803,0.000000,0.000000,120.500000,119.600000,119.533333,119.166667,117.800000,117.166667,134.900000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.620000,0.321000,0.318000,337.497375,1593266.735188,1501.223000,NatG-1,
09/29/2021,16:30:09.730,1849.65,6812.09,111.820000,0.200000,9.030000,17.252000,0.000000,59.980000,22.360000,0.403800,1.468600,1.415400,6810.000000,50.000000,59.484800,32.325000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,118.950000,57.933333,58.400000,120.700000,67.000000,0.956563,1.009400,0.061000,0.057000,0.055000,0.000000,8.321637,8.346976,57.682602,7.985137,131.970089,15.832921,6.174342,151.430252,1.008939,0.968140,0.000000,0.000000,120.500000,119.600000,119.633333,119.166667,117.600000,117.200000,134.800000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.620000,0.318000,0.315000,334.313438,1593266.735188,1501.223000,NatG-1,
09/29/2021,16:30:12.735,1852.65,6815.09,111.900000,0.200190,9.050000,17.260000,0.000000,59.981000,22.400000,0.403800,1.467706,1.419660,6813.000000,50.000000,59.484800,32.325000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.249 ,118.955556,58.300000,58.400000,120.800000,67.000000,1.004522,0.996725,0.060000,0.056000,0.054000,0.000000,8.345583,8.346796,57.703682,8.385437,132.370406,15.880798,6.173861,151.430344,1.011867,1.016700,0.000000,0.000000,120.500000,119.600000,119.700000,119.166667,117.566667,117.200000,134.500000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.620000,0.315000,0.311000,330.068188,1593266.735188,1501.223000,NatG-1,
09/29/2021,16:30:17.723,1857.65,6820.08,111.960000,0.200300,9.060000,17.273000,0.000000,59.981000,22.420000,0.403900,1.467798,1.414166,6818.000000,50.000000,59.484800,32.887500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.447 ,118.888889,57.933333,58.400000,120.800000,67.000000,1.087413,0.979437,0.059000,0.055000,0.056000,0.000000,8.194751,8.346967,57.683380,9.077338,133.061589,15.963688,6.173717,151.430283,0.993580,1.100590,0.000000,0.000000,120.400000,119.600000,119.666667,118.933333,117.500000,117.233333,134.000000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.990000,29.430000,70.620000,0.318000,0.315000,334.313438,1593267.796500,1501.224000,NatG-1,
09/29/2021,16:30:20.728,1860.65,6823.09,111.910000,0.200190,9.050000,17.280000,0.000000,59.985000,22.400000,0.403800,1.469304,1.411759,6821.000000,50.000000,59.484800,33.337500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.250 ,118.811111,57.500000,58.400000,120.800000,67.000000,1.135280,0.995875,0.060000,0.055000,0.056000,0.000000,8.352043,8.347267,57.647125,9.476869,133.461830,16.011638,6.174294,151.430176,1.012651,1.149031,0.000000,0.000000,120.400000,119.700000,119.500000,118.700000,117.500000,117.066667,133.700000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.620000,0.318000,0.315000,334.313438,1593267.796500,1501.224000,NatG-1,
09/29/2021,16:30:22.728,1862.65,6825.09,111.900000,0.200160,9.040000,17.285000,0.000000,59.983000,22.400000,0.403800,1.467126,1.413047,6823.000000,50.000000,59.484800,33.337500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.249 ,118.716667,57.533333,58.400000,120.733333,67.000000,1.169152,1.006088,0.059000,0.055000,0.056000,0.000000,8.439887,8.347305,57.642788,9.759608,133.744573,16.045512,6.173990,151.430222,1.023284,1.183292,0.000000,0.000000,120.400000,119.700000,119.100000,118.500000,117.500000,117.100000,133.500000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.431000,70.620000,0.318000,0.315000,334.313438,1593267.796500,1501.224000,NatG-1,
09/29/2021,16:30:25.736,1865.65,6828.09,111.940000,0.200240,9.050000,17.293000,0.000000,59.987000,22.420000,0.403900,1.469437,1.410845,6826.000000,50.000000,59.484800,33.337500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.251 ,118.477778,57.666667,58.400000,120.700000,67.000000,1.219756,1.016742,0.060000,0.056000,0.053000,0.000000,8.502944,8.347304,57.644146,10.182008,134.166996,16.096117,6.174875,151.430252,1.030921,1.234495,0.000000,0.000000,120.400000,119.666667,118.333333,118.033333,117.433333,117.000000,133.200000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.620000,0.321000,0.318000,337.497375,1593267.796500,1501.224000,NatG-1,
09/29/2021,16:30:27.730,1867.65,6830.09,111.930000,0.200230,9.050000,17.298000,0.000000,59.988000,22.410000,0.403900,1.467512,1.413205,6828.000000,50.000000,59.484800,32.887500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,118.400000,57.933333,58.400000,120.700000,67.000000,1.254857,1.015815,0.061000,0.056000,0.057000,0.000000,8.448735,8.347353,57.637550,10.475012,134.459289,16.131133,6.174731,151.430344,1.024348,1.270020,0.000000,0.000000,120.366667,119.633333,118.200000,117.800000,117.333333,117.066667,133.100000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.620000,0.315000,0.311000,330.068188,1593267.796500,1501.224000,NatG-1,
09/29/2021,16:30:30.719,1870.65,6833.08,111.920000,0.200210,9.050000,17.305000,0.000000,59.987000,22.410000,0.403900,1.468658,1.414939,6831.000000,50.000000,59.484800,32.550000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,118.294444,58.400000,58.400000,120.633333,67.000000,1.301244,0.939953,0.060000,0.055000,0.057000,0.000000,6.922775,8.347252,57.650604,10.862331,134.847065,16.177577,6.172614,151.429993,0.839323,1.316957,0.000000,0.000000,120.266667,119.633333,117.933333,117.600000,117.233333,117.100000,132.800000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.429000,70.620000,0.318000,0.315000,334.313438,1593268.857812,1501.225000,NatG-1,
09/29/2021,16:30:35.725,1875.65,6838.08,111.850000,0.200040,9.040000,17.318000,0.000000,59.987000,22.370000,0.403800,1.468456,1.416987,6836.000000,50.000000,59.484800,33.112500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,118.077778,56.466667,58.400000,120.533333,67.000000,1.385478,1.001107,0.060000,0.055000,0.055000,0.000000,8.207935,8.346993,57.678577,11.566020,135.550273,16.261834,6.174408,151.430191,0.995111,1.402238,0.000000,0.000000,120.300000,119.600000,117.300000,117.200000,117.000000,117.066667,132.400000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.428000,70.620000,0.321000,0.318000,337.497375,1593268.857812,1501.225000,NatG-1,
09/29/2021,16:30:38.729,1878.65,6841.09,111.900000,0.200150,9.050000,17.325000,0.000000,59.988000,22.400000,0.403900,1.467449,1.416622,6839.000000,50.000000,59.484800,33.000000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,117.955556,58.733333,58.400000,120.500000,67.000000,1.434013,1.006900,0.059000,0.054000,0.053000,0.000000,8.433134,8.347547,57.612953,11.970458,135.954735,16.310289,6.174474,151.430298,1.022405,1.451259,0.000000,0.000000,120.300000,119.633333,117.133333,117.100000,116.966667,116.600000,132.100000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.429000,70.630000,0.318000,0.315000,334.313438,1593268.857812,1501.225000,NatG-1,
09/29/2021,16:30:40.729,1880.65,6843.09,111.910000,0.200160,9.050000,17.330000,0.000000,59.990000,22.400000,0.403900,1.467026,1.416763,6841.000000,50.000000,59.484800,33.000000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,117.888889,57.933333,58.400000,120.500000,67.000000,1.467769,1.007434,0.061000,0.056000,0.056000,0.000000,8.351616,8.347744,57.589024,12.252254,136.236522,16.344045,6.174340,151.430298,1.012522,1.485423,0.000000,0.000000,120.266667,119.633333,117.000000,117.066667,116.933333,116.433333,131.900000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.630000,0.318000,0.315000,334.313438,1593269.919125,1501.226000,NatG-1,
09/29/2021,16:30:43.732,1883.65,6846.09,111.880000,0.200100,9.040000,17.338000,0.000000,59.989000,22.390000,0.403900,1.469165,1.416071,6844.000000,50.000000,59.484800,32.662500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.249 ,117.655556,58.433333,58.400000,120.433333,67.000000,1.519580,1.052876,0.060000,0.055000,0.056000,0.000000,8.774206,8.347254,57.639385,12.684705,136.669739,16.395947,6.175379,151.430603,1.063738,1.537826,0.000000,0.000000,120.133333,119.600000,116.833333,116.933333,116.466667,115.966667,131.600000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.630000,0.318000,0.315000,334.313438,1593269.919125,1501.226000,NatG-1,
09/29/2021,16:30:45.732,1885.65,6848.09,111.910000,0.200160,9.050000,17.343000,0.000000,59.990000,22.400000,0.403900,1.467726,1.415959,6846.000000,50.000000,59.484800,32.100000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.447 ,117.605556,58.200000,58.400000,120.400000,67.000000,1.552552,0.993732,0.062000,0.056000,0.057000,0.000000,8.105354,8.347342,57.629761,12.959994,136.944239,16.428824,6.173824,151.430344,0.982642,1.571188,0.000000,0.000000,120.100000,119.600000,116.866667,116.900000,116.366667,115.800000,131.400000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.429000,70.630000,0.318000,0.315000,334.313438,1593269.919125,1501.226000,NatG-1,
09/29/2021,16:30:48.738,1888.66,6851.10,111.880000,0.200100,9.040000,17.350000,0.000000,59.989000,22.390000,0.403800,1.468066,1.419646,6849.000000,50.000000,59.484800,32.662500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,117.527778,58.766667,58.400000,120.400000,67.000000,1.600747,0.969742,0.061000,0.055000,0.057000,0.000000,8.075567,8.347181,57.648544,13.362293,137.347212,16.477019,6.173505,151.430359,0.979031,1.619960,0.000000,0.000000,120.000000,119.600000,116.833333,116.833333,116.333333,115.566667,131.100000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.429000,70.630000,0.318000,0.315000,334.313438,1593269.919125,1501.226000,NatG-1,
09/29/2021,16:30:53.725,1893.65,6856.08,111.950000,0.200260,9.060000,17.363000,0.000000,59.989000,22.420000,0.403900,1.467442,1.418490,6854.000000,50.000000,59.484800,33.000000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,117.327778,57.933333,58.400000,120.333333,67.000000,1.683913,1.021678,0.060000,0.055000,0.056000,0.000000,8.580656,8.347340,57.629429,14.056469,138.040749,16.560191,6.174862,151.430588,1.040247,1.704089,0.000000,0.000000,119.900000,119.500000,116.933333,116.700000,115.733333,115.200000,130.700000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.630000,0.318000,0.315000,334.313438,1593270.980438,1501.227000,NatG-1,
09/29/2021,16:30:56.730,1896.65,6859.09,111.930000,0.200220,9.050000,17.371000,0.000000,59.988000,22.410000,0.403900,1.468684,1.414545,6857.000000,50.000000,59.484800,32.100000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.446 ,117.266667,58.800000,58.400000,120.300000,67.000000,1.734616,1.015157,0.059000,0.054000,0.055000,0.000000,8.418737,8.347010,57.670097,14.480402,138.464674,16.610893,6.174392,151.430710,1.020609,1.755468,0.000000,0.000000,119.800000,119.500000,116.900000,116.600000,115.633333,115.166667,130.500000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.420000,0.980000,29.430000,70.630000,0.318000,0.315000,334.313438,1593270.980438,1501.227000,NatG-1,
09/29/2021,16:30:58.727,1898.65,6861.09,111.890000,0.200120,9.040000,17.376000,0.000000,59.988000,22.390000,0.403800,1.469418,1.412548,6859.000000,50.000000,59.484800,31.762500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.444 ,117.216667,58.600000,58.400000,120.300000,67.000000,1.766459,0.999630,0.058000,0.055000,0.055000,0.000000,8.262798,8.346701,57.705948,14.746187,138.730444,16.642816,6.173861,151.430756,1.001704,1.787690,0.000000,0.000000,119.800000,119.433333,116.833333,116.466667,115.733333,115.033333,130.300000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.430000,70.630000,0.321000,0.318000,337.497375,1593270.980438,1501.227000,NatG-1,
09/29/2021,16:31:01.731,1901.65,6864.09,111.930000,0.200220,9.050000,17.383000,0.000000,59.987000,22.410000,0.403800,1.468285,1.412669,6862.000000,50.000000,59.484800,31.987500,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.499 ,117.100000,58.366667,58.400000,120.300000,67.000000,1.816665,0.979905,0.060000,0.055000,0.054000,0.000000,8.179072,8.347026,57.660175,15.164570,139.148828,16.693021,6.173363,151.430862,0.991554,1.838410,0.000000,0.000000,119.800000,119.366667,116.800000,116.266667,115.600000,114.766667,130.000000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.429000,70.630000,0.318000,0.315000,334.313438,1593272.041750,1501.228000,NatG-1,
09/29/2021,16:31:03.732,1903.65,6866.09,111.930000,0.200210,9.050000,17.388000,0.000000,59.987000,22.410000,0.403900,1.466061,1.411775,6864.000000,50.000000,59.484800,32.550000,4.000000,Testing Tank A - Drawing Water Until 2.0Gallons.... 0.500 ,117.055556,58.566667,58.400000,120.266667,67.033333,1.849444,0.984924,0.060000,0.055000,0.057000,0.000000,8.301577,8.346845,57.680912,15.438162,139.422432,16.725718,6.173339,151.430893,1.006397,1.871562,0.000000,0.000000,119.833333,119.300000,116.800000,116.133333,115.600000,114.666667,129.900000,0,0,0,0,0,1061.312,1382.336,0.589,93.596,5.779,0.342,30.410000,0.980000,29.429000,70.630000,0.318000,0.315000,334.313438,1593272.041750,1501.228000,NatG-1,
