Equipment Description,Manufacturer,Model Number,Calibration ID,Accuracy,Last Calibrated,Calibration Due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
System Date,System Time,Elapsed Time (sec),Software Elapsed Time (sec),Voltage (V),RMS Current (Amps),Power (Watts),Watt Hours (Wh),Voltage Total Harmonic Distortion,Frequency (Hz),Apparent Power (VA),Power Factor,Current Crest Factor,Voltage Crest Factor,Integration Time (sec),Intellifaucet Valve (%),Intellifaucet Temperature (F),Proportioning Valve (%),Draw Count,Program Status,TC Tree Average,TC Down,RTD IN,RTD Out,RTD Ambient,Totalized Flow (Gallons),Flow Rate (GPM),Pressure - Port 1,Pressure - Port 2,Pressure - Port 3,Pressure - Port 4,Mass Flow Rate(lb/min),Density(gm/cm³),Flow Meter Inlet Temperature(°F),Draw Weight(lbs),Total Weight Inventory(lbs),Total Gallons Inventory(US Gallon),Drive Gain (%),Raw Tube Frequency (Hz),Hot Flow Rate-Calculated(US GPM),Hot Gallons-Calculated(US Gallon),Hot Flow Rate-Laurel(US GPM),Hot Gallons-Laurel(US Gallon),T1,T2,T3,T4,T5,T6,User Setpoint (0x4024),Tank Setpoint (°F) - (0x4026),T1 Temp Lower Tank (°F) - (0x405F),T2 Temp Upper Tank (°F) - (0x4060),MeasuredCurrent (0x4065),Line Voltage (0x4066),User UI Mode (0X4020),Upper Element (0x4068),Lower Element (0x4068),Compressor (0x4068),Fan (0x4068),Depletion - (0x40CB),Personality - (0x0035),T6 Temp (°F) - (0x406E),T7 Temp (°F) - (0x40B9),MixValveAbsoluteStepPosition - (0x400B),Flow State - (0X4069),T3A TEMP EVAP IN (°F) - (0x4061),T3B TEMP EVAP OUT (°F) -(0x4062),T4 TEMP COMP DISCHARGE (°F) - (0x4063),T5 TEMP AMBIENT (°F)- (0x4064),EEV Position - (0X4067),Condensate Sensor - (0x40BC),Fan (RPM) - (0xF073),PWM (%) - (0xF056),Compressor Speed (RPM) - (0xF093),Compressor Target (RPM) - (0xF081),Compressor Power (W) - (0xF092),Inverter IGBT Temp (°C) - (0xF280),Inverter Chip Temp (°C) - (0xF284),Viasala-Temperature Probe 1 (°F),Viasala-Humidity Probe 1 (%),Viasala-Temperature Probe 2 (°F),Viasala-Humidity Probe 2 (%)
11/21/2024,14:16:00.378,69844.74,69844.96,119.860000,2.734600,321.200000,342.170000,0.000000,59.995000,327.800000,0.980000,2.006436,1.440264,4363.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.950002,70.987426,77.655921,81.896667,67.494896,33.939000,0.000000,-91.800003,-48.799999,-41.700001,0.000000,0.000000,0.998547,64.838982,282.938368,282.938368,33.939485,5.660597,151.334335,0.000000,34.030000,0.000000,0.000000,137.800003,137.100006,137.100006,136.899994,134.000000,126.800003,125,140,137.500000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.800000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.600000,67.400000,148,95,1057,80,2201,2200,324,38.000000,119.000000,67.807,50.678,67.682,50.779
11/21/2024,14:16:03.377,69847.74,69847.96,119.840000,2.729400,320.600000,342.440000,0.000000,59.999000,327.100000,0.980000,2.007804,1.440003,4366.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.950002,70.989201,77.659595,81.889999,67.493059,33.939000,0.000000,-89.699997,-49.900002,-40.200001,0.000000,0.000000,0.998582,64.802299,282.938368,282.938368,33.939485,5.661133,151.334320,0.000000,34.030000,0.000000,0.000000,137.800003,137.100006,137.100006,136.899994,134.000000,126.800003,125,140,137.500000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.500000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.600000,67.400000,148,95,1056,80,2197,2200,320,38.000000,119.000000,67.807,50.678,67.682,50.779
11/21/2024,14:16:06.377,69850.74,69850.96,119.870000,2.717200,319.300000,342.700000,0.000000,59.996000,325.700000,0.980400,2.020021,1.441061,4369.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.922223,70.990533,77.661636,81.889999,67.497345,33.939000,0.000000,-88.500000,-50.400002,-39.099998,0.000000,0.000000,0.998597,64.788055,282.938368,282.938368,33.939485,5.660557,151.334335,0.000000,34.030000,0.000000,0.000000,137.766668,137.066671,137.066671,136.866664,134.000000,126.766668,125,140,137.500000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.700000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.700000,67.400000,148,95,1056,80,2198,2200,315,38.000000,119.000000,67.806,50.679,67.682,50.779
11/21/2024,14:16:09.377,69853.74,69853.96,119.850000,2.720700,319.700000,342.970000,0.000000,60.002000,326.100000,0.980400,2.005550,1.441385,4372.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.927778,70.991716,77.666533,81.883334,67.504079,33.939000,0.000000,-88.099998,-50.599998,-38.599998,0.000000,0.000000,0.998608,64.775085,282.938368,282.938368,33.939485,5.660414,151.334229,0.000000,34.030000,0.000000,0.000000,137.733332,137.100006,137.033335,136.899994,134.000000,126.800003,125,140,137.500000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.600000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.700000,67.400000,148,95,1056,80,2199,2200,310,38.000000,119.000000,67.806,50.679,67.682,50.780
11/21/2024,14:16:12.378,69856.74,69856.96,119.860000,2.727900,320.400000,343.240000,0.000000,60.003000,327.000000,0.980100,1.998387,1.442349,4375.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.955558,70.992308,77.677144,81.870003,67.507140,33.939000,0.000000,-88.000000,-50.700001,-38.500000,0.000000,0.000000,0.998631,64.752213,282.938368,282.938368,33.939485,5.661153,151.334152,0.000000,34.030000,0.000000,0.000000,137.800003,137.100006,137.100006,136.899994,134.000000,126.833336,125,140,137.500000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.500000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.700000,67.400000,148,95,1056,80,2196,2200,302,38.000000,119.000000,67.806,50.679,67.681,50.780
11/21/2024,14:16:15.379,69859.74,69859.96,119.860000,2.732200,321.000000,343.510000,0.000000,60.010000,327.500000,0.980300,1.998975,1.440764,4378.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.955557,70.992012,77.690203,81.870003,67.508364,33.939000,0.000000,-88.400002,-50.500000,-38.900002,0.000000,0.000000,0.998613,64.770523,282.938368,282.938368,33.939485,5.660830,151.334290,0.000000,34.030000,0.000000,0.000000,137.766668,137.100006,137.100006,136.899994,134.000000,126.866669,125,140,137.500000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.800000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.700000,67.400000,148,95,1056,80,2201,2200,296,38.000000,119.000000,67.805,50.679,67.681,50.780
11/21/2024,14:16:18.380,69862.74,69862.96,119.860000,2.734600,321.400000,343.780000,0.000000,60.003000,327.800000,0.980500,1.978863,1.440764,4381.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.944446,70.991420,77.698773,81.870003,67.508364,33.939000,0.000000,-88.699997,-50.400002,-39.299999,0.000000,0.000000,0.998624,64.759392,282.938368,282.938368,33.939485,5.660840,151.334213,0.000000,34.030000,0.000000,0.000000,137.766668,137.100006,137.066671,136.899994,134.000000,126.833336,125,140,137.500000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,120.000000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.700000,67.400000,148,95,1054,80,2199,2200,291,38.000000,119.000000,67.805,50.680,67.681,50.780
11/21/2024,14:16:21.380,69865.74,69865.96,119.850000,2.736400,321.600000,344.040000,0.000000,60.003000,328.000000,0.980500,1.987283,1.440884,4384.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.972224,70.991124,77.704079,81.856667,67.505916,33.939000,0.000000,-88.900002,-50.299999,-39.400002,0.000000,0.000000,0.998646,64.738029,282.938368,282.938368,33.939485,5.660416,151.334167,0.000000,34.030000,0.000000,0.000000,137.800003,137.100006,137.100006,136.899994,134.033335,126.900002,125,140,137.500000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.800000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.700000,67.400000,148,95,1054,80,2198,2200,288,38.000000,119.000000,67.805,50.680,67.681,50.780
11/21/2024,14:16:24.380,69868.74,69868.96,119.840000,2.743600,322.300000,344.310000,0.000000,59.998000,328.800000,0.980200,2.000583,1.440504,4387.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.983336,70.991124,77.709387,81.849998,67.504691,33.939000,0.000000,-88.400002,-50.599998,-39.200001,0.000000,0.000000,0.998627,64.761398,282.938368,282.938368,33.939485,5.661219,151.334229,0.000000,34.030000,0.000000,0.000000,137.800003,137.100006,137.100006,136.899994,134.100006,126.900002,125,140,137.500000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.600000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.700000,67.400000,148,95,1054,80,2203,2200,288,38.000000,119.000000,67.804,50.680,67.681,50.781
11/21/2024,14:16:27.381,69871.74,69871.97,119.860000,2.733900,321.100000,344.580000,0.000000,59.996000,327.700000,0.979800,2.028531,1.440764,4390.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.983336,70.990976,77.714286,81.849998,67.508977,33.939000,0.000000,-88.000000,-50.799999,-38.299999,0.000000,0.000000,0.998625,64.761597,282.938368,282.938368,33.939485,5.661339,151.334213,0.000000,34.030000,0.000000,0.000000,137.800003,137.100006,137.100006,136.899994,134.100006,126.900002,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.400000,119.600000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1054,80,2202,2200,292,38.000000,119.000000,67.804,50.681,67.681,50.781
11/21/2024,14:16:30.383,69874.74,69874.97,119.850000,2.730400,320.700000,344.850000,0.000000,59.996000,327.200000,0.980000,2.022488,1.441886,4393.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.977780,70.990829,77.718776,81.849998,67.515099,33.939000,0.000000,-87.900002,-51.000000,-37.599998,0.000000,0.000000,0.998613,64.774712,282.938368,282.938368,33.939485,5.660429,151.334229,0.000000,34.030000,0.000000,0.000000,137.766668,137.100006,137.100006,136.899994,134.100006,126.900002,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.300000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1054,80,2198,2200,297,38.000000,119.000000,67.804,50.681,67.681,50.781
11/21/2024,14:16:33.382,69877.74,69877.97,119.850000,2.727100,320.400000,345.110000,0.000000,60.000000,326.900000,0.980300,2.028675,1.440884,4396.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.005558,70.991272,77.723266,81.829999,67.518160,33.939000,0.000000,-87.900002,-51.400002,-36.700001,0.000000,0.000000,0.998617,64.769722,282.938368,282.938368,33.939485,5.660366,151.334152,0.000000,34.030000,0.000000,0.000000,137.800003,137.100006,137.100006,136.899994,134.133336,127.000000,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1058,80,2197,2200,304,38.000000,119.000000,67.804,50.681,67.680,50.781
11/21/2024,14:16:36.383,69880.74,69880.97,119.850000,2.728700,320.600000,345.380000,0.000000,60.000000,327.000000,0.980200,1.997435,1.441385,4399.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.011113,70.992308,77.727347,81.820000,67.515099,33.939000,0.000000,-88.199997,-51.599998,-35.799999,0.000000,0.000000,0.998607,64.778603,282.938368,282.938368,33.939485,5.660390,151.334274,0.000000,34.030000,0.000000,0.000000,137.800003,137.100006,137.100006,136.899994,134.166667,127.000000,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.100000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1058,80,2198,2200,311,38.000000,119.000000,67.803,50.682,67.680,50.782
11/21/2024,14:16:39.383,69883.74,69883.97,119.870000,2.732300,321.000000,345.650000,0.000000,60.003000,327.500000,0.980100,2.011492,1.440644,4402.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,134.977779,70.993639,77.732652,81.820000,67.509589,33.939000,0.000000,-88.699997,-51.700001,-35.200001,0.000000,0.000000,0.998655,64.729897,282.938368,282.938368,33.939485,5.661088,151.334244,0.000000,34.030000,0.000000,0.000000,137.733332,137.066671,137.066671,136.899994,134.133336,126.966667,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.200000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1058,80,2194,2200,319,38.000000,119.000000,67.803,50.682,67.680,50.782
11/21/2024,14:16:42.383,69886.74,69886.97,119.850000,2.740400,321.900000,345.920000,0.000000,60.007000,328.400000,0.979900,2.010984,1.440384,4405.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.011112,70.994970,77.737958,81.820000,67.510201,33.939000,0.000000,-89.900002,-51.900002,-35.000000,0.000000,0.000000,0.998593,64.798431,282.938368,282.938368,33.939485,5.660602,151.334076,0.000000,34.030000,0.000000,0.000000,137.766668,137.100006,137.100006,136.899994,134.199997,127.000000,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.300000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1058,80,2198,2200,325,38.000000,119.000000,67.803,50.682,67.680,50.782
11/21/2024,14:16:45.383,69889.74,69889.97,119.850000,2.742900,322.200000,346.180000,0.000000,60.004000,328.800000,0.980100,1.997922,1.441385,4408.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.005556,70.995858,77.744081,81.813334,67.515711,33.939000,0.000000,-92.300003,-51.500000,-35.200001,0.000000,0.000000,0.998585,64.805550,282.938368,282.938368,33.939485,5.660632,151.334259,0.000000,34.030000,0.000000,0.000000,137.766668,137.100006,137.066671,136.899994,134.166667,127.033333,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.500000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1058,80,2202,2200,328,38.000000,119.000000,67.802,50.683,67.680,50.782
11/21/2024,14:16:48.383,69892.74,69892.97,119.860000,2.746300,322.700000,346.450000,0.000000,60.004000,329.200000,0.980300,1.999381,1.440180,4411.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.033334,70.996302,77.750612,81.800003,67.519384,33.939000,0.000000,-96.300003,-50.200001,-35.900002,0.000000,0.000000,0.998561,64.830765,282.938368,282.938368,33.939485,5.660710,151.334183,0.000000,34.030000,0.000000,0.000000,137.800003,137.100006,137.100006,136.899994,134.199997,127.099998,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.900000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1055,80,2199,2200,330,38.000000,119.000000,67.802,50.683,67.680,50.782
11/21/2024,14:16:51.383,69895.74,69895.97,119.870000,2.743700,322.400000,346.720000,0.000000,60.003000,328.900000,0.980400,1.990815,1.443731,4414.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.038890,70.996746,77.757144,81.806669,67.519997,33.939000,0.000000,-100.199997,-47.400002,-37.400002,0.001000,0.000000,0.998552,64.841316,282.938368,282.938368,33.939485,5.660988,151.334152,0.000000,34.030000,0.000000,0.000000,137.766668,137.100006,137.100006,136.899994,134.266668,127.099998,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.900000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1055,80,2200,2200,330,38.000000,119.000000,67.802,50.683,67.679,50.783
11/21/2024,14:16:54.383,69898.74,69898.97,119.850000,2.745200,322.600000,346.990000,0.000000,60.002000,329.000000,0.980400,2.003169,1.439299,4417.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.033334,70.997189,77.762451,81.800003,67.518160,33.939000,0.000000,-104.500000,-44.299999,-39.700001,0.000000,0.000000,0.998565,64.824883,282.938368,282.938368,33.939485,5.660919,151.334137,0.000000,34.030000,0.000000,0.000000,137.733332,137.100006,137.100006,136.899994,134.266668,127.099998,125,140,137.600000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.900000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1055,80,2199,2200,326,38.000000,119.000000,67.801,50.684,67.679,50.783
11/21/2024,14:16:57.384,69901.74,69901.97,119.850000,2.746200,322.600000,347.260000,0.000000,59.999000,329.100000,0.980300,1.999090,1.441385,4420.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.027778,70.997337,77.768980,81.793335,67.516323,33.939000,0.000000,-111.300003,-40.599998,-42.500000,0.001000,0.000000,0.998571,64.820923,282.938368,282.938368,33.939485,5.661094,151.334137,0.000000,34.030000,0.000000,0.000000,137.699997,137.100006,137.100006,136.899994,134.266668,127.099998,125,140,137.700000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.800000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.800000,67.400000,148,95,1055,80,2199,2200,323,38.000000,119.000000,67.801,50.684,67.679,50.783
11/21/2024,14:17:00.384,69904.74,69904.97,119.860000,2.743700,322.400000,347.520000,0.000000,59.996000,328.900000,0.980300,1.991362,1.441765,4423.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.033334,70.997041,77.776734,81.786667,67.515099,33.939000,0.000000,-119.000000,-37.000000,-46.099998,0.000000,0.000000,0.998592,64.800339,282.938368,282.938368,33.939485,5.661001,151.334152,0.000000,34.030000,0.000000,0.000000,137.733332,137.100006,137.100006,136.899994,134.266668,127.099998,125,140,137.700000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.500000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.900000,67.400000,148,95,1055,80,2199,2200,317,38.000000,119.000000,67.801,50.684,67.679,50.783
11/21/2024,14:17:03.384,69907.74,69907.97,119.850000,2.746000,322.500000,347.790000,0.000000,59.996000,329.100000,0.980100,1.997160,1.439299,4426.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.033334,70.996154,77.782856,81.786667,67.515099,33.939000,0.000000,-125.599998,-34.299999,-50.599998,0.000000,0.000000,0.998625,64.765366,282.938368,282.938368,33.939485,5.660728,151.334091,0.000000,34.030000,0.000000,0.000000,137.699997,137.100006,137.100006,136.899994,134.300003,127.099998,125,140,137.700000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.300000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.900000,67.400000,148,95,1055,80,2200,2200,315,38.000000,119.000000,67.801,50.685,67.679,50.783
11/21/2024,14:17:06.384,69910.74,69910.97,119.850000,2.740800,321.900000,348.060000,0.000000,59.995000,328.500000,0.979900,2.017623,1.440384,4429.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.044445,70.995266,77.789794,81.779999,67.516936,33.939000,0.000000,-123.099998,-33.500000,-53.599998,0.000000,0.000000,0.998627,64.765259,282.938368,282.938368,33.939485,5.660807,151.334030,0.000000,34.030000,0.000000,0.000000,137.733332,137.100006,137.100006,136.899994,134.300003,127.133331,125,140,137.700000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.500000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.900000,67.400000,148,95,1055,80,2199,2200,306,38.000000,119.000000,67.800,50.685,67.679,50.784
11/21/2024,14:17:09.384,69913.74,69913.97,119.850000,2.740100,321.800000,348.330000,0.000000,59.996000,328.400000,0.979800,2.015875,1.441385,4432.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.061112,70.994675,77.798978,81.779999,67.517548,33.939000,0.000000,-118.800003,-34.299999,-53.400002,0.000000,0.000000,0.998638,64.752747,282.938368,282.938368,33.939485,5.660886,151.334106,0.000000,34.030000,0.000000,0.000000,137.766668,137.100006,137.100006,136.899994,134.300003,127.199997,125,140,137.800000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.700000,119.700000,2000.000000,0.000000,53.300000,62.600000,144.900000,67.400000,148,95,1055,80,2203,2200,302,38.000000,119.000000,67.800,50.685,67.678,50.784
11/21/2024,14:17:12.384,69916.74,69916.97,119.860000,2.736800,321.400000,348.600000,0.000000,59.996000,328.000000,0.979800,1.993752,1.442850,4435.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.044445,70.994675,77.806324,81.760002,67.516936,33.939000,0.000000,-114.300003,-36.099998,-52.599998,0.000000,0.000000,0.998652,64.739243,282.938368,282.938368,33.939485,5.660771,151.334061,0.000000,34.030000,0.000000,0.000000,137.699997,137.100006,137.100006,136.899994,134.300003,127.166664,125,140,137.800000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.800000,119.700000,2000.000000,0.000000,53.300000,62.600000,145.000000,67.400000,148,95,1055,80,2199,2200,295,38.000000,119.000000,67.800,50.685,67.678,50.784
11/21/2024,14:17:15.385,69919.74,69919.97,119.850000,2.733900,321.000000,348.860000,0.000000,59.999000,327.600000,0.979700,2.013900,1.440300,4438.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.055556,70.994675,77.811222,81.766668,67.516323,33.939000,0.000000,-110.599998,-38.799999,-50.900002,0.000000,0.000000,0.998598,64.796448,282.938368,282.938368,33.939485,5.660303,151.334030,0.000000,34.030000,0.000000,0.000000,137.733332,137.100006,137.100006,136.899994,134.300003,127.199997,125,140,137.800000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.700000,119.700000,2000.000000,0.000000,53.300000,62.600000,145.000000,67.400000,148,95,1055,80,2196,2200,289,38.000000,119.000000,67.799,50.686,67.678,50.784
11/21/2024,14:17:18.385,69922.74,69922.97,119.860000,2.734600,321.200000,349.130000,0.000000,59.996000,327.800000,0.979900,2.000219,1.439179,4441.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.066667,70.994675,77.816121,81.760002,67.518160,33.939000,0.000000,-106.599998,-41.400002,-48.599998,0.000000,0.000000,0.998584,64.811569,282.938368,282.938368,33.939485,5.660711,151.334091,0.000000,34.030000,0.000000,0.000000,137.733332,137.100006,137.100006,136.899994,134.333333,127.233332,125,140,137.800000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.700000,119.700000,2000.000000,0.000000,53.300000,62.600000,145.100000,67.400000,148,95,1059,80,2200,2200,290,38.000000,119.000000,67.799,50.686,67.678,50.784
11/21/2024,14:17:21.385,69925.74,69925.97,119.860000,2.736600,321.400000,349.400000,0.000000,59.996000,328.000000,0.979800,2.032522,1.441265,4444.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.055556,70.994675,77.823878,81.760002,67.519997,33.939000,0.000000,-100.599998,-44.599998,-46.000000,0.000000,0.000000,0.998571,64.824005,282.938368,282.938368,33.939485,5.660934,151.334061,0.000000,34.030000,0.000000,0.000000,137.699997,137.100006,137.100006,136.899994,134.333333,127.199997,125,140,137.800000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.800000,119.700000,2000.000000,0.000000,53.300000,62.600000,145.100000,67.400000,148,95,1059,80,2200,2200,291,38.000000,119.000000,67.799,50.686,67.678,50.785
11/21/2024,14:17:24.385,69928.74,69928.97,119.870000,2.732100,321.000000,349.670000,0.000000,59.998000,327.500000,0.980100,2.010139,1.441145,4447.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.061111,70.994675,77.828777,81.760002,67.519997,33.939000,0.000000,-94.199997,-47.799999,-42.799999,0.000000,0.000000,0.998582,64.811813,282.938368,282.938368,33.939485,5.660689,151.334106,0.000000,34.030000,0.000000,0.000000,137.699997,137.100006,137.100006,136.899994,134.366664,127.199997,125,140,137.800000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.700000,119.700000,2000.000000,0.000000,53.300000,62.600000,145.100000,67.400000,148,95,1059,80,2200,2200,295,38.000000,119.000000,67.799,50.686,67.678,50.785
11/21/2024,14:17:27.386,69931.74,69931.97,119.850000,2.729500,320.700000,349.940000,0.000000,59.999000,327.100000,0.980300,1.990071,1.438715,4450.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.088889,70.995562,77.830410,81.760002,67.519997,33.939000,0.000000,-88.400002,-50.400002,-39.099998,0.000000,0.000000,0.998593,64.802399,282.938368,282.938368,33.939485,5.660777,151.334091,0.000000,34.030000,0.000000,0.000000,137.733332,137.100006,137.100006,136.899994,134.399994,127.300003,125,140,137.800000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.400000,119.700000,2000.000000,0.000000,53.300000,62.600000,145.100000,67.400000,148,95,1059,80,2200,2200,301,38.000000,119.000000,67.798,50.687,67.678,50.785
11/21/2024,14:17:30.387,69934.74,69934.97,119.860000,2.729300,320.600000,350.200000,0.000000,59.999000,327.100000,0.980200,2.011248,1.441265,4453.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.088889,70.996450,77.832450,81.733335,67.519384,33.939000,0.000000,-88.400002,-51.799999,-35.299999,0.000000,0.000000,0.998571,64.825752,282.938368,282.938368,33.939485,5.659978,151.334045,0.000000,34.030000,0.000000,0.000000,137.733332,137.100006,137.100006,136.899994,134.399994,127.300003,125,140,137.800000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.100000,119.700000,2000.000000,0.000000,53.300000,62.600000,145.100000,67.400000,148,95,1059,80,2201,2200,309,38.000000,119.000000,67.798,50.687,67.677,50.785
11/21/2024,14:17:33.387,69937.74,69937.97,119.860000,2.732600,321.000000,350.470000,0.000000,60.003000,327.500000,0.980100,2.015407,1.439763,4456.000000,100.000000,0.000000,0.000000,0.000000,Heating Tanks.... ,135.083333,70.997337,77.837348,81.720001,67.517548,33.939000,0.000000,-91.199997,-51.799999,-35.000000,0.000000,0.000000,0.998584,64.810966,282.938368,282.938368,33.939485,5.660343,151.334076,0.000000,34.030000,0.000000,0.000000,137.699997,137.100006,137.100006,136.899994,134.399994,127.300003,125,140,137.800000,136.300000,3.100000,120.000000,Hybrid,0,0,1,1,1.000000,31.000000,119.000000,119.700000,2000.000000,0.000000,53.300000,62.600000,145.100000,67.400000,148,95,1058,80,2196,2200,316,38.000000,119.000000,67.798,50.687,67.677,50.785
