Voltage (Volts) - Mean,240.900000,240.730000,240.744450,240.550000,241.050060,241.220000,239.776923,239.730000,240.559024,240.640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltage (Volts) - Standard Deviation,NaN,NaN,0.356125,NaN,0.144714,NaN,0.148733,NaN,0.044148,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltage (Volts) - Variance,NaN,NaN,0.126825,NaN,0.020942,NaN,0.022121,NaN,0.001949,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltage (Volts) - Max,240.900000,240.730000,241.580000,240.550000,241.380000,241.220000,240.330000,239.730000,240.620000,240.640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltage (Volts) - Min,240.900000,240.730000,239.850000,240.550000,240.700000,241.220000,239.380000,239.730000,240.410000,240.640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current (Amps) - Mean,0.000240,0.000239,12.180238,23.408000,23.459323,23.315000,23.340645,23.188000,0.000122,0.000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current (Amps) - Standard Deviation,NaN,NaN,11.694698,NaN,0.017769,NaN,0.014621,NaN,0.000000,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current (Amps) - Variance,NaN,NaN,136.765967,NaN,0.000316,NaN,0.000214,NaN,0.000000,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current (Amps) - Max,0.000240,0.000239,23.491000,23.408000,23.577000,23.315000,23.388000,23.188000,0.000122,0.000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current (Amps) - Min,0.000240,0.000239,0.000233,23.408000,23.315000,23.315000,23.251000,23.188000,0.000122,0.000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power (Watts) - Mean,0.031300,0.030900,2928.910584,5631.000000,5654.854985,5624.000000,5596.549231,5559.000000,0.028995,0.029000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power (Watts) - Standard Deviation,NaN,NaN,2812.189949,NaN,6.944134,NaN,6.936308,NaN,0.000022,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power (Watts) - Variance,NaN,NaN,7908412.310372,NaN,48.220996,NaN,48.112365,NaN,0.000000,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power (Watts) - Max,0.031300,0.030900,5652.000000,5631.000000,5688.000000,5624.000000,5621.000000,5559.000000,0.029000,0.029000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power (Watts) - Min,0.031300,0.030900,0.030200,5631.000000,5621.000000,5624.000000,5571.000000,5559.000000,0.028900,0.029000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WattHours - Max,6426.100000,6426.100000,7162.400000,7169.500000,9165.900000,9172.200000,11218.000000,11227.000000,11349.000000,11349.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WattHours - Min,6426.100000,6426.100000,6426.100000,7169.500000,8748.100000,9172.200000,10802.000000,11227.000000,11349.000000,11349.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Tree (AVG) - Mean,122.933333,122.944446,94.578164,72.844445,78.283652,72.488889,78.709205,72.550000,72.559892,71.905555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Tree (AVG) - Standard Deviation,NaN,NaN,14.325592,NaN,3.642609,NaN,3.748948,NaN,0.146468,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Tree (AVG) - Variance,NaN,NaN,205.222589,NaN,13.268598,NaN,14.054607,NaN,0.021453,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Tree (AVG) - Max,122.933333,122.944446,122.516667,72.844445,86.088888,72.488889,86.677778,72.550000,72.794445,71.905555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Tree (AVG) - Min,122.933333,122.944446,73.266666,72.844445,72.377779,72.488889,72.616667,72.550000,72.250000,71.905555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Rate (GPM) - Mean,0.000000,0.000000,2.994139,0.000000,2.974193,0.000000,2.984394,0.000000,2.921829,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Rate (GPM) - Standard Deviation,NaN,NaN,0.064581,NaN,0.118488,NaN,0.117880,NaN,0.467915,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Rate (GPM) - Variance,NaN,NaN,0.004171,NaN,0.014039,NaN,0.013896,NaN,0.218944,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Rate (GPM) - Max,0.000000,0.000000,3.022000,0.000000,3.024000,0.000000,3.010000,0.000000,3.023000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Rate (GPM) - Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallons (Gal) - Max,0.000000,0.000000,44.970000,44.970000,13.840000,13.840000,13.865000,13.865000,1.720000,1.720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallons (Gal) - Min,0.000000,0.000000,0.755000,44.970000,0.753000,13.840000,0.768000,13.865000,0.782000,1.720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Out (°F) - Mean,81.900002,81.900002,119.614384,107.199997,117.612487,104.599998,117.665282,104.599998,99.195123,92.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Out (°F) - Standard Deviation,NaN,NaN,3.422299,NaN,4.088481,NaN,3.986650,NaN,2.051064,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Out (°F) - Variance,NaN,NaN,11.712128,NaN,16.715679,NaN,15.893375,NaN,4.206863,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Out (°F) - Max,81.900002,81.900002,122.733332,107.199997,121.333336,104.599998,121.300003,104.599998,102.000000,92.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Out (°F) - Min,81.900002,81.900002,107.233332,107.199997,105.100001,104.599998,104.733332,104.599998,92.900002,92.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD In (°F) - Mean,113.775511,113.353062,58.128030,58.308163,57.880840,57.700001,57.894854,57.671429,58.398160,58.344898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD In (°F) - Standard Deviation,NaN,NaN,0.220226,NaN,0.282921,NaN,0.215145,NaN,0.004627,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD In (°F) - Variance,NaN,NaN,0.048500,NaN,0.080044,NaN,0.046287,NaN,0.000021,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD In (°F) - Max,113.775511,113.353062,58.500000,58.308163,58.400002,57.700001,58.299999,57.671429,58.400002,58.344898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD In (°F) - Min,113.775511,113.353062,57.700001,58.308163,57.599998,57.700001,57.575509,57.671429,58.373470,58.344898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Ambinet (°F) - Mean,69.900002,69.914287,69.946060,70.400002,70.196501,70.599998,70.152572,70.599998,70.832506,70.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Ambient (°F) - Standard Deviation,NaN,NaN,0.304235,NaN,0.223319,NaN,0.232569,NaN,0.028172,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Ambinent (°F) - Variance,NaN,NaN,0.092559,NaN,0.049871,NaN,0.054088,NaN,0.000794,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Ambinent (°F) - Max,69.900002,69.914287,70.500000,70.400002,70.599998,70.599998,70.599998,70.599998,70.895920,70.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTD Ambinent (°F) - Min,69.900002,69.914287,69.500000,70.400002,69.814289,70.599998,69.800003,70.599998,70.800003,70.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Down (°F) - Mean,67.898670,67.899410,58.027889,58.246745,57.713446,57.467012,57.767297,57.614349,58.173585,58.036243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Down (°F) - Standard Deviation,NaN,NaN,0.224459,NaN,0.313867,NaN,0.239688,NaN,0.025969,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Down (°F) - Variance,NaN,NaN,0.050382,NaN,0.098512,NaN,0.057450,NaN,0.000674,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Down (°F) - Max,67.898670,67.899410,58.438905,58.246745,58.265384,57.467012,58.157248,57.614349,58.204438,58.036243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC Down (°F) - Min,67.898670,67.899410,57.558876,58.246745,57.350000,57.467012,57.381657,57.614349,58.093195,58.036243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC1 (°F) - Mean,123.000000,123.300003,118.814983,97.466667,112.983031,85.933334,113.359128,84.699999,82.308131,81.566666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC1 (°F) - Standard Deviation,NaN,NaN,4.925415,NaN,9.473843,NaN,9.193355,NaN,0.193043,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC1 (°F) - Variance,NaN,NaN,24.259713,NaN,89.753698,NaN,84.517771,NaN,0.037266,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC1 (°F) - Max,123.000000,123.300003,123.000000,97.466667,120.866669,85.933334,121.199997,84.699999,82.500000,81.566666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC1 (°F) - Min,123.000000,123.300003,98.599998,97.466667,85.966667,85.933334,86.166667,84.699999,81.500000,81.566666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC2 (°F) - Mean,123.533333,123.266668,110.507005,68.800003,80.437967,71.333333,80.970615,71.033333,75.191870,72.866666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC2 (°F) - Standard Deviation,NaN,NaN,19.153734,NaN,16.598384,NaN,16.886602,NaN,0.441259,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC2 (°F) - Variance,NaN,NaN,366.865507,NaN,275.506336,NaN,285.157314,NaN,0.194709,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC2 (°F) - Max,123.533333,123.266668,122.966667,68.800003,119.500000,71.333333,120.599998,71.033333,75.833333,72.866666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC2 (°F) - Min,123.533333,123.266668,68.500000,68.800003,70.599998,71.333333,70.900002,71.033333,74.200002,72.866666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC3 (°F) - Mean,123.166664,122.833336,100.393908,68.666664,70.162236,70.599998,70.804563,70.900002,70.900002,70.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC3 (°F) - Standard Deviation,NaN,NaN,25.059201,NaN,0.382871,NaN,0.114016,NaN,0.000000,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC3 (°F) - Variance,NaN,NaN,627.963553,NaN,0.146590,NaN,0.013000,NaN,0.000000,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC3 (°F) - Max,123.166664,122.833336,122.800003,68.666664,70.599998,70.599998,71.000000,70.900002,70.900002,70.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC3 (°F) - Min,123.166664,122.833336,67.500000,68.666664,69.599998,70.599998,70.699997,70.900002,70.900002,70.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC4 (°F) - Mean,122.633331,122.766668,89.930879,68.566666,70.026033,70.400002,70.620564,70.733332,70.754472,70.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC4 (°F) - Standard Deviation,NaN,NaN,26.021728,NaN,0.321692,NaN,0.147928,NaN,0.033131,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC4 (°F) - Variance,NaN,NaN,677.130335,NaN,0.103486,NaN,0.021883,NaN,0.001098,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC4 (°F) - Max,122.633331,122.766668,122.766668,68.566666,70.400002,70.400002,71.099998,70.733332,70.800003,70.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC4 (°F) - Min,122.633331,122.766668,65.199997,68.566666,69.199997,70.400002,70.400002,70.733332,70.699997,70.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC5 (°F) - Mean,123.400002,122.966667,78.592771,67.366666,69.141138,68.400002,69.651385,70.500000,69.767480,68.433334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC5 (°F) - Standard Deviation,NaN,NaN,22.063922,NaN,0.684132,NaN,0.755637,NaN,0.679767,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC5 (°F) - Variance,NaN,NaN,486.816637,NaN,0.468036,NaN,0.570987,NaN,0.462084,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC5 (°F) - Max,123.400002,122.966667,122.599998,67.366666,70.099998,68.400002,71.500000,70.500000,70.466667,68.433334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC5 (°F) - Min,123.400002,122.966667,63.833333,67.366666,67.533333,68.400002,67.800003,70.500000,67.666667,68.433334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC6 (°F) - Mean,121.866669,122.533333,69.229442,66.200002,66.951511,68.266665,66.848974,67.433334,66.437398,66.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC6 (°F) - Standard Deviation,NaN,NaN,9.646487,NaN,0.491536,NaN,0.498355,NaN,0.279403,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC6 (°F) - Variance,NaN,NaN,93.054709,NaN,0.241607,NaN,0.248358,NaN,0.078066,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC6 (°F) - Max,121.866669,122.533333,121.099998,66.200002,68.466667,68.266665,68.199999,67.433334,67.733332,66.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC6 (°F) - Min,121.866669,122.533333,63.433333,66.200002,65.800001,68.266665,65.699999,67.433334,66.233332,66.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Harmonic Distortion (%V) - Max,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Harmonic Distortion (%V) - Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency (Hz) - Mean ,60.005000,60.007000,59.996751,60.018000,59.999600,60.004000,60.001805,60.005000,60.000659,59.980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency (Hz) - Standard Deviation,NaN,NaN,0.012478,NaN,0.009409,NaN,0.010481,NaN,0.004211,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency (Hz) - Variance,NaN,NaN,0.000156,NaN,0.000089,NaN,0.000110,NaN,0.000018,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency (Hz) - Max,60.005000,60.007000,60.030000,60.018000,60.020000,60.004000,60.024000,60.005000,60.007000,59.980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency (Hz) - Min,60.005000,60.007000,59.970000,60.018000,59.979000,60.004000,59.983000,60.005000,59.985000,59.980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparent Power (VA) - Mean,0.057800,0.057600,2928.925613,5631.000000,5654.864048,5624.000000,5596.552308,5559.000000,0.029383,0.029400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparent Power (VA) - Standard Deviation,NaN,NaN,2812.177883,NaN,6.937561,NaN,6.938062,NaN,0.000038,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparent Power (VA) - Variance,NaN,NaN,7908344.448157,NaN,48.129749,NaN,48.136705,NaN,0.000000,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparent Power (VA) - Max,0.057800,0.057600,5652.000000,5631.000000,5688.000000,5624.000000,5621.000000,5559.000000,0.029400,0.029400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparent Power (VA) - Min,0.057800,0.057600,0.056200,5631.000000,5621.000000,5624.000000,5571.000000,5559.000000,0.029300,0.029400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Factor - Max,0.541700,0.536600,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.987700,0.987300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Factor - Min,0.541700,0.536600,0.508000,1.000000,0.999900,1.000000,1.000000,1.000000,0.987200,0.987300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Crest Factor - Max,7.117598,7.545948,10.964816,1.395591,1.401960,1.394639,1.401945,1.394946,2.485222,2.208845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Crest Factor - Min,7.117598,7.545948,1.393398,1.395591,1.393673,1.394639,1.394194,1.394946,2.149755,2.208845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltage Crest Factor - Max,1.397841,1.398164,1.405214,1.395718,1.433143,1.395324,1.401626,1.395987,1.397132,1.395986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltage Crest Factor - Min,1.397841,1.398164,1.393416,1.395718,1.393834,1.395324,1.394451,1.395987,1.394961,1.395986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elapsed Time (Sec) - Max,20.000000,20.000000,902.034182,20.000000,277.099876,20.000000,276.358662,20.000000,30.754169,20.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elapsed Time (Sec) - Min,20.000000,20.000000,15.034472,20.000000,15.099200,20.000000,15.051107,20.000000,15.254597,20.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass Flow Rate()-Mean,0.000000,0.000000,24.984320,0.000000,24.818343,0.000000,24.902116,0.000000,24.370956,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass Flow Rate()-Standard Deviation,NaN,NaN,0.540685,NaN,0.989742,NaN,0.985356,NaN,3.907542,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass Flow Rate()-Variance,NaN,NaN,0.292340,NaN,0.979590,NaN,0.970926,NaN,15.268882,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass Flow Rate()-Max,0.000000,0.000000,25.286946,0.000000,25.208568,0.000000,25.215369,0.000000,25.340755,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass Flow Rate()-Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Density()-Mean,0.000000,0.000000,8.340520,0.000000,8.331877,0.000000,8.331528,0.000000,8.139803,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Density()-Standard Deviation,NaN,NaN,0.176820,NaN,0.324319,NaN,0.327294,NaN,1.303004,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Density()-Variance,NaN,NaN,0.031265,NaN,0.105183,NaN,0.107121,NaN,1.697820,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Density()-Max,0.000000,0.000000,8.346225,0.000000,8.346180,0.000000,8.345968,0.000000,8.343652,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Density()-Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Meter Inlet Temperature()-Mean,0.000000,0.000000,58.275332,0.000000,57.966112,0.000000,57.969084,0.000000,57.117988,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Meter Inlet Temperature()-Standard Deviation,NaN,NaN,1.251949,NaN,2.271061,NaN,2.286712,NaN,9.143398,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Meter Inlet Temperature()-Variance,NaN,NaN,1.567377,NaN,5.157719,NaN,5.229050,NaN,83.601733,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Meter Inlet Temperature()-Max,0.000000,0.000000,58.700710,0.000000,58.519306,0.000000,58.473160,0.000000,58.628513,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flow Meter Inlet Temperature()-Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draw Weight()-Max,0.000000,0.000000,374.069746,0.000000,114.369713,0.000000,114.469629,0.000000,12.742892,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draw Weight()-Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Weight Inventory()-Max,0.000000,0.000000,374.086143,0.000000,489.643727,0.000000,605.320068,0.000000,619.287781,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Weight Inventory()-Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Gallons Inventory()-Max,0.000000,0.000000,44.831767,0.000000,58.679710,0.000000,72.542045,0.000000,74.216067,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Gallons Inventory()-Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drive Gain (%)-Mean,0.000000,0.000000,7.063285,0.000000,7.052643,0.000000,7.052594,0.000000,6.895507,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drive Gain (%)-Standard Deviation,NaN,NaN,0.149758,NaN,0.274541,NaN,0.277061,NaN,1.103823,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drive Gain (%)-Variance,NaN,NaN,0.022427,NaN,0.075373,NaN,0.076763,NaN,1.218426,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drive Gain (%)-Max,0.000000,0.000000,7.074734,0.000000,7.070548,0.000000,7.072156,0.000000,7.073089,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drive Gain (%)-Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Tube Frequency (Hz)-Mean,0.000000,0.000000,151.822242,0.000000,151.664790,0.000000,151.660447,0.000000,148.182696,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Tube Frequency (Hz)-Standard Deviation,NaN,NaN,3.218627,NaN,5.903539,NaN,5.957779,NaN,23.720805,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Tube Frequency (Hz)-Variance,NaN,NaN,10.359561,NaN,34.851777,NaN,35.495135,NaN,562.676608,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Tube Frequency (Hz)-Max,0.000000,0.000000,151.898010,0.000000,151.899979,0.000000,151.900253,0.000000,151.888184,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Tube Frequency (Hz)-Min,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Flow Rate-Calculated()-Mean,0.000000,0.000000,3.028384,0.000000,3.006754,0.000000,3.016992,0.000000,2.940585,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Flow Rate-Calculated()-Standard Deviation,NaN,NaN,0.065579,NaN,0.119541,NaN,0.119266,NaN,0.471484,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
